split,fipsCode,rows,columns,frozen_equal_at_tolerance,nan_mask_equal,max_abs_difference,mismatching_cells,future_nan,future_large_constant,weather_positive_control_changes_features
train,18009,144,163,True,True,8.673617379884035e-19,0,True,True,True
train,18027,144,163,True,True,0.0,0,True,True,
train,18037,144,163,True,True,0.0,0,True,True,
train,18045,144,163,True,True,4.440892098500626e-16,0,True,True,
train,18061,144,163,True,True,7.105427357601002e-15,0,True,True,
train,18071,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,18085,144,163,True,True,1.1102230246251565e-15,0,True,True,
train,18093,144,163,True,True,2.220446049250313e-15,0,True,True,
train,18101,144,163,True,True,0.0,0,True,True,
train,18109,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,18121,144,163,True,True,8.881784197001252e-16,0,True,True,
train,18129,144,163,True,True,1.1102230246251565e-15,0,True,True,
train,18137,144,163,True,True,1.4432899320127035e-15,0,True,True,
train,18145,144,163,True,True,0.0,0,True,True,
train,18153,144,163,True,True,3.552713678800501e-15,0,True,True,
train,18161,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,18169,144,163,True,True,3.552713678800501e-15,0,True,True,
train,18177,144,163,True,True,0.0,0,True,True,
train,39017,144,163,True,True,3.1086244689504383e-15,0,True,True,
train,39029,144,163,True,True,0.0,0,True,True,
train,39037,144,163,True,True,2.6645352591003757e-15,0,True,True,
train,39051,144,163,True,True,2.5478751053409354e-18,0,True,True,
train,39061,144,163,True,True,5.421010862427522e-20,0,True,True,
train,39073,144,163,True,True,4.884981308350689e-15,0,True,True,
train,39085,144,163,True,True,2.220446049250313e-15,0,True,True,
train,39093,144,163,True,True,0.0,0,True,True,
train,39101,144,163,True,True,2.886579864025407e-15,0,True,True,
train,39109,144,163,True,True,0.0,0,True,True,
train,39117,144,163,True,True,3.552713678800501e-15,0,True,True,
train,39125,144,163,True,True,8.881784197001252e-16,0,True,True,
train,39133,144,163,True,True,1.5543122344752192e-15,0,True,True,
train,39141,144,163,True,True,1.1657341758564144e-15,0,True,True,
train,39149,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,39157,144,163,True,True,0.0,0,True,True,
train,39165,144,163,True,True,3.774758283725532e-15,0,True,True,
train,39173,144,163,True,True,2.168404344971009e-18,0,True,True,
train,42009,144,163,True,True,1.249000902703301e-16,0,True,True,
train,42021,144,163,True,True,8.881784197001252e-16,0,True,True,
train,42029,144,163,True,True,2.220446049250313e-15,0,True,True,
train,42039,144,163,True,True,0.0,0,True,True,
train,42047,144,163,True,True,0.0,0,True,True,
train,42055,144,163,True,True,4.440892098500626e-16,0,True,True,
train,42063,144,163,True,True,3.552713678800501e-15,0,True,True,
train,42075,144,163,True,True,8.881784197001252e-16,0,True,True,
train,42083,144,163,True,True,1.9984014443252818e-15,0,True,True,
train,42095,144,163,True,True,0.0,0,True,True,
train,42109,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,42121,144,163,True,True,3.3306690738754696e-16,0,True,True,
train,42131,144,163,True,True,8.881784197001252e-16,0,True,True,
train,54013,144,163,True,True,3.469446951953614e-18,0,True,True,
train,54025,144,163,True,True,7.632783294297951e-16,0,True,True,
train,54033,144,163,True,True,3.9968028886505635e-15,0,True,True,
train,54041,144,163,True,True,3.2526065174565133e-19,0,True,True,
train,54053,144,163,True,True,0.0,0,True,True,
train,54063,144,163,True,True,1.9984014443252818e-15,0,True,True,
train,54073,144,163,True,True,2.886579864025407e-15,0,True,True,
train,54081,144,163,True,True,1.1368683772161603e-13,0,True,True,
train,54089,144,163,True,True,1.2212453270876722e-15,0,True,True,
train,54097,144,163,True,True,3.774758283725532e-15,0,True,True,
train,54105,144,163,True,True,2.886579864025407e-15,0,True,True,
test,18003,144,163,True,True,0.0,0,True,True,
test,18015,144,163,True,True,0.0,0,True,True,
test,18031,144,163,True,True,0.0,0,True,True,
test,18057,144,163,True,True,1.3322676295501878e-15,0,True,True,
test,18081,144,163,True,True,8.881784197001252e-16,0,True,True,
test,39003,144,163,True,True,3.774758283725532e-15,0,True,True,
test,39011,144,163,True,True,0.0,0,True,True,
test,39021,144,163,True,True,0.0,0,True,True,
test,39057,144,163,True,True,2.4424906541753444e-15,0,True,True,
test,39083,144,163,True,True,0.0,0,True,True,
test,42017,144,163,True,True,0.0,0,True,True,
test,42087,144,163,True,True,0.0,0,True,True,
test,42107,144,163,True,True,0.0,0,True,True,
test,54001,144,163,True,True,1.3322676295501878e-15,0,True,True,
test,54017,144,163,True,True,1.9984014443252818e-15,0,True,True,
test,54061,144,163,True,True,3.552713678800501e-15,0,True,True,
