split,fipsCode,rows,columns,frozen_equal_at_tolerance,nan_mask_equal,max_abs_difference,mismatching_cells,future_nan,future_large_constant,weather_positive_control_changes_features
train,18023,144,163,True,True,4.440892098500626e-16,0,True,True,True
train,18033,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,18041,144,163,True,True,4.336808689942018e-19,0,True,True,
train,18051,144,163,True,True,0.0,0,True,True,
train,18067,144,163,True,True,4.440892098500626e-16,0,True,True,
train,18077,144,163,True,True,1.9984014443252818e-15,0,True,True,
train,18089,144,163,True,True,3.2526065174565133e-18,0,True,True,
train,18097,144,163,True,True,8.881784197001252e-16,0,True,True,
train,18105,144,163,True,True,0.0,0,True,True,
train,18113,144,163,True,True,2.6645352591003757e-15,0,True,True,
train,18125,144,163,True,True,4.440892098500626e-16,0,True,True,
train,18133,144,163,True,True,0.0,0,True,True,
train,18141,144,163,True,True,2.220446049250313e-15,0,True,True,
train,18149,144,163,True,True,0.0,0,True,True,
train,18157,144,163,True,True,4.440892098500626e-16,0,True,True,
train,18165,144,163,True,True,3.552713678800501e-15,0,True,True,
train,18173,144,163,True,True,1.1102230246251565e-15,0,True,True,
train,18181,144,163,True,True,4.440892098500626e-16,0,True,True,
train,39025,144,163,True,True,2.220446049250313e-16,0,True,True,
train,39033,144,163,True,True,0.0,0,True,True,
train,39045,144,163,True,True,6.071532165918825e-18,0,True,True,
train,39055,144,163,True,True,2.4424906541753444e-15,0,True,True,
train,39065,144,163,True,True,1.9984014443252818e-15,0,True,True,
train,39077,144,163,True,True,1.6653345369377348e-15,0,True,True,
train,39089,144,163,True,True,5.684341886080802e-14,0,True,True,
train,39097,144,163,True,True,1.609823385706477e-15,0,True,True,
train,39105,144,163,True,True,3.469446951953614e-18,0,True,True,
train,39113,144,163,True,True,1.1102230246251565e-15,0,True,True,
train,39121,144,163,True,True,2.6645352591003757e-15,0,True,True,
train,39129,144,163,True,True,0.0,0,True,True,
train,39137,144,163,True,True,0.0,0,True,True,
train,39145,144,163,True,True,7.771561172376096e-16,0,True,True,
train,39153,144,163,True,True,2.6020852139652106e-18,0,True,True,
train,39161,144,163,True,True,3.552713678800501e-15,0,True,True,
train,39169,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,42005,144,163,True,True,7.105427357601002e-15,0,True,True,
train,42015,144,163,True,True,2.220446049250313e-15,0,True,True,
train,42025,144,163,True,True,0.0,0,True,True,
train,42033,144,163,True,True,0.0,0,True,True,
train,42043,144,163,True,True,1.0842021724855044e-19,0,True,True,
train,42051,144,163,True,True,0.0,0,True,True,
train,42059,144,163,True,True,3.1086244689504383e-15,0,True,True,
train,42067,144,163,True,True,6.661338147750939e-16,0,True,True,
train,42079,144,163,True,True,8.881784197001252e-16,0,True,True,
train,42089,144,163,True,True,0.0,0,True,True,
train,42101,144,163,True,True,1.6940658945086007e-21,0,True,True,
train,42115,144,163,True,True,2.220446049250313e-15,0,True,True,
train,42127,144,163,True,True,0.0,0,True,True,
train,54007,144,163,True,True,0.0,0,True,True,
train,54019,144,163,True,True,2.2737367544323206e-13,0,True,True,
train,54029,144,163,True,True,1.734723475976807e-18,0,True,True,
train,54037,144,163,True,True,2.168404344971009e-19,0,True,True,
train,54045,144,163,True,True,1.4210854715202004e-14,0,True,True,
train,54057,144,163,True,True,0.0,0,True,True,
train,54069,144,163,True,True,4.218847493575595e-15,0,True,True,
train,54077,144,163,True,True,3.2526065174565133e-19,0,True,True,
train,54085,144,163,True,True,1.1368683772161603e-13,0,True,True,
train,54093,144,163,True,True,0.0,0,True,True,
train,54101,144,163,True,True,1.4363510381087963e-15,0,True,True,
train,54109,144,163,True,True,1.7763568394002505e-15,0,True,True,
test,18007,144,163,True,True,2.220446049250313e-15,0,True,True,
test,18019,144,163,True,True,0.0,0,True,True,
test,18053,144,163,True,True,3.1086244689504383e-15,0,True,True,
test,18075,144,163,True,True,2.6645352591003757e-15,0,True,True,
test,18119,144,163,True,True,3.9968028886505635e-15,0,True,True,
test,39007,144,163,True,True,2.55351295663786e-15,0,True,True,
test,39015,144,163,True,True,1.2212453270876722e-15,0,True,True,
test,39043,144,163,True,True,0.0,0,True,True,
test,39071,144,163,True,True,5.684341886080802e-14,0,True,True,
test,42003,144,163,True,True,6.217248937900877e-15,0,True,True,
test,42071,144,163,True,True,0.0,0,True,True,
test,42099,144,163,True,True,3.774758283725532e-15,0,True,True,
test,42117,144,163,True,True,0.0,0,True,True,
test,54005,144,163,True,True,1.4210854715202004e-14,0,True,True,
test,54049,144,163,True,True,3.9968028886505635e-15,0,True,True,
