split,fipsCode,rows,columns,frozen_equal_at_tolerance,nan_mask_equal,max_abs_difference,mismatching_cells,future_nan,future_large_constant,weather_positive_control_changes_features
train,18013,144,163,True,True,0.0,0,True,True,True
train,18029,144,163,True,True,2.1094237467877974e-15,0,True,True,
train,18039,144,163,True,True,0.0,0,True,True,
train,18047,144,163,True,True,5.684341886080802e-14,0,True,True,
train,18065,144,163,True,True,3.552713678800501e-15,0,True,True,
train,18073,144,163,True,True,4.336808689942018e-19,0,True,True,
train,18087,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,18095,144,163,True,True,4.440892098500626e-15,0,True,True,
train,18103,144,163,True,True,6.938893903907228e-18,0,True,True,
train,18111,144,163,True,True,1.3010426069826053e-18,0,True,True,
train,18123,144,163,True,True,0.0,0,True,True,
train,18131,144,163,True,True,3.469446951953614e-18,0,True,True,
train,18139,144,163,True,True,0.0,0,True,True,
train,18147,144,163,True,True,6.776263578034403e-21,0,True,True,
train,18155,144,163,True,True,8.881784197001252e-16,0,True,True,
train,18163,144,163,True,True,0.0,0,True,True,
train,18171,144,163,True,True,3.552713678800501e-15,0,True,True,
train,18179,144,163,True,True,0.0,0,True,True,
train,39023,144,163,True,True,2.220446049250313e-15,0,True,True,
train,39031,144,163,True,True,2.2551405187698492e-17,0,True,True,
train,39039,144,163,True,True,3.903127820947816e-18,0,True,True,
train,39053,144,163,True,True,1.1368683772161603e-13,0,True,True,
train,39063,144,163,True,True,0.0,0,True,True,
train,39075,144,163,True,True,7.105427357601002e-15,0,True,True,
train,39087,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,39095,144,163,True,True,6.217248937900877e-15,0,True,True,
train,39103,144,163,True,True,4.440892098500626e-16,0,True,True,
train,39111,144,163,True,True,9.540979117872439e-18,0,True,True,
train,39119,144,163,True,True,1.1275702593849246e-17,0,True,True,
train,39127,144,163,True,True,1.0408340855860843e-17,0,True,True,
train,39135,144,163,True,True,2.220446049250313e-15,0,True,True,
train,39143,144,163,True,True,3.9968028886505635e-15,0,True,True,
train,39151,144,163,True,True,5.637851296924623e-18,0,True,True,
train,39159,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,39167,144,163,True,True,5.421010862427522e-19,0,True,True,
train,39175,144,163,True,True,0.0,0,True,True,
train,42013,144,163,True,True,2.6645352591003757e-15,0,True,True,
train,42023,144,163,True,True,0.0,0,True,True,
train,42031,144,163,True,True,2.886579864025407e-15,0,True,True,
train,42041,144,163,True,True,1.0842021724855044e-19,0,True,True,
train,42049,144,163,True,True,2.168404344971009e-19,0,True,True,
train,42057,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,42065,144,163,True,True,4.440892098500626e-16,0,True,True,
train,42077,144,163,True,True,3.552713678800501e-15,0,True,True,
train,42085,144,163,True,True,3.885780586188048e-16,0,True,True,
train,42097,144,163,True,True,2.6645352591003757e-15,0,True,True,
train,42113,144,163,True,True,3.552713678800501e-15,0,True,True,
train,42125,144,163,True,True,0.0,0,True,True,
train,42133,144,163,True,True,6.776263578034403e-20,0,True,True,
train,54015,144,163,True,True,1.4210854715202004e-14,0,True,True,
train,54027,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,54035,144,163,True,True,5.204170427930421e-18,0,True,True,
train,54043,144,163,True,True,6.938893903907228e-16,0,True,True,
train,54055,144,163,True,True,0.0,0,True,True,
train,54067,144,163,True,True,7.771561172376096e-16,0,True,True,
train,54075,144,163,True,True,0.0,0,True,True,
train,54083,144,163,True,True,8.673617379884035e-19,0,True,True,
train,54091,144,163,True,True,0.0,0,True,True,
train,54099,144,163,True,True,2.2737367544323206e-13,0,True,True,
train,54107,144,163,True,True,1.9984014443252818e-15,0,True,True,
test,18005,144,163,True,True,8.881784197001252e-16,0,True,True,
test,18017,144,163,True,True,0.0,0,True,True,
test,18049,144,163,True,True,0.0,0,True,True,
test,18063,144,163,True,True,0.0,0,True,True,
test,18115,144,163,True,True,7.105427357601002e-15,0,True,True,
test,39005,144,163,True,True,0.0,0,True,True,
test,39013,144,163,True,True,1.3322676295501878e-15,0,True,True,
test,39041,144,163,True,True,3.9968028886505635e-15,0,True,True,
test,39067,144,163,True,True,0.0,0,True,True,
test,42001,144,163,True,True,1.9984014443252818e-15,0,True,True,
test,42037,144,163,True,True,5.329070518200751e-15,0,True,True,
test,42093,144,163,True,True,2.6645352591003757e-15,0,True,True,
test,42111,144,163,True,True,2.6645352591003757e-15,0,True,True,
test,54003,144,163,True,True,0.0,0,True,True,
test,54021,144,163,True,True,0.0,0,True,True,
test,54065,144,163,True,True,8.881784197001252e-16,0,True,True,
