fipsCode,countyName,fold,origin_timestamp,horizon,target_hour,target_timestamp,known_D_lower_bound,baseline_D,projected_D,actual_D,D_sse_reduction,actual_osi,baseline_P_t,actual_P_t,baseline_N_t,actual_N_t,baseline_D_t,actual_D_t,baseline_R_t,actual_R_t,baseline_C0_direct_osi,candidate_C0_direct_osi,sse_reduction_C0_direct_osi,baseline_C1_component_osi,candidate_C1_component_osi,sse_reduction_C1_component_osi,baseline_C2_equal_blend,candidate_C2_equal_blend,sse_reduction_C2_equal_blend,baseline_C3_aligned_component,candidate_C3_aligned_component,sse_reduction_C3_aligned_component,baseline_v18_rule,candidate_v18_rule,sse_reduction_v18_rule
18013,Brown County,1,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.03164497683333333,0.018414489136646183,0.03164497683333333,0.031660581,0.00017545870616239082,0.0079,0.01649290907133074,0.0,0.002152521239802685,0.0,0.018414489136646183,0.031660581,0.004340685527529021,6.24e-05,0.012422827749963764,0.012422827749963764,0.0,0.01152009979387188,0.014827721718043668,-3.488820568506268e-05,0.011971463771917823,0.013625274734003715,-1.6201953533782e-05,0.01152009979387188,0.014827721718043668,-3.488820568506268e-05,0.01152009979387188,0.014827721718043668,-3.488820568506268e-05
18029,Dearborn County,1,2026-03-14 03:00:00,osi_target_t01h,76,2026-03-14 04:00:00,8.066666666666667e-06,0.0,8.066666666666667e-06,8.07e-06,6.51248888888889e-11,0.0,0.0,0.0,0.00012625970946303578,0.0,0.0,8.07e-06,6.240762916512928e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18073,Jasper County,2,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.004670057166666666,0.0019393852154041657,0.004670057166666666,0.00609333,1.5229551715366236e-05,0.0032,0.0,0.004221433,0.002969256687292906,0.0,0.0019393852154041657,0.00609333,0.000755873061505657,3.2e-05,0.0015226218971771438,0.0015226218971771438,0.0,0.001448498838252993,0.002131166826068618,1.925351965904883e-06,0.0014855603677150684,0.0018268943616228809,1.0538841586062557e-06,0.001448498838252993,0.002131166826068618,1.925351965904883e-06,0.001448498838252993,0.002131166826068618,1.925351965904883e-06
18073,Jasper County,2,2026-03-14 01:00:00,osi_target_t01h,74,2026-03-14 02:00:00,0.0032466493333333335,0.0009240756375899994,0.0032466493333333335,0.005373494,1.5273855527622854e-05,0.003,0.0,0.004221433,0.0028327303601513006,3.2e-05,0.0009240756375899994,0.005373494,0.001126298929926434,3.2e-05,0.0017991500659030708,0.0017991500659030708,0.0,0.0011098446424578118,0.0016904880663936453,1.8578657713879837e-06,0.0014544973541804414,0.001744819066148358,8.130992515305758e-07,0.0011098446424578118,0.0016904880663936453,1.8578657713879837e-06,0.0011098446424578118,0.0016904880663936453,1.8578657713879837e-06
18073,Jasper County,2,2026-03-14 02:00:00,osi_target_t01h,75,2026-03-14 03:00:00,0.0019831749999999998,0.00015065229161929128,0.0019831749999999998,0.004829583,1.3790354071364e-05,0.0029,0.0,0.004317375,0.0027680027564254447,3.2e-05,0.00015065229161929128,0.004829583,0.0009396737240098501,0.0,0.0018658872233445372,0.0018658872233445372,0.0,0.0,0.0013706273423479205,6.071019274026215e-06,0.0013891919442986403,0.0016182572828462288,6.396765881953904e-07,0.0,0.0013706273423479205,6.071019274026215e-06,0.0,0.0013706273423479205,6.071019274026215e-06
18097,Marion County,1,2026-03-14 01:00:00,osi_target_t01h,74,2026-03-14 02:00:00,0.0007643646666666667,0.0007279183537890877,0.0007643646666666667,0.001378444,4.609018875101393e-08,0.0008,0.0004277379561633156,0.001124651,0.0,0.0,0.0007279183537890877,0.001378444,0.00022125906664754427,9.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18103,Miami County,0,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.023821831666666668,0.018278286282383677,0.023821831666666668,0.025801859,5.2683638196513564e-05,0.0088,0.005109696606603425,0.00581095,0.0013564248981859136,0.0,0.018278286282383677,0.025801859,0.0016541986974243693,8.61e-05,0.00526455132339255,0.00526455132339255,0.0,0.006922779057859922,0.00830866540393067,3.2825487803146713e-06,0.006093665190626236,0.00678660836366161,3.270502219150749e-06,0.006922779057859922,0.00830866540393067,3.2825487803146713e-06,0.006922779057859922,0.00830866540393067,3.2825487803146713e-06
18111,Newton County,2,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.021044380333333335,0.014910529600882426,0.021044380333333335,0.025988905,9.828207730449837e-05,0.0092,0.00705892660669613,0.008683068,0.0025665052167170347,0.0,0.014910529600882426,0.025988905,0.0017290208716698528,0.007718283,0.015190548755724604,0.015190548755724604,0.0,0.0072765777815830355,0.008810040464695763,3.54748459112534e-06,0.01123356326865382,0.012000294610210183,-3.7062703363541906e-06,0.0072765777815830355,0.008810040464695763,3.54748459112534e-06,0.0072765777815830355,0.008810040464695763,3.54748459112534e-06
18111,Newton County,2,2026-03-14 01:00:00,osi_target_t01h,74,2026-03-14 02:00:00,0.015677761833333335,0.009567990809192444,0.015677761833333335,0.022009165,0.00011469614918713935,0.0084,0.006066296579173096,0.008321274,0.0022375744348207983,0.0,0.009567990809192444,0.022009165,0.001610773946475278,0.00458273,0.013737513521480928,0.013737513521480928,0.0,0.0054405899915071,0.006968032747542323,6.707577386256754e-06,0.009589051756494014,0.010352773134511625,-2.3994788352488566e-06,0.0054405899915071,0.006968032747542323,6.707577386256754e-06,0.0054405899915071,0.006968032747542323,6.707577386256754e-06
18111,Newton County,2,2026-03-14 02:00:00,osi_target_t01h,75,2026-03-14 03:00:00,0.010492040666666667,0.010156203551935241,0.010492040666666667,0.018029426,5.175454053562392e-06,0.0073,0.004632297031724725,0.00723589,0.003257095217423165,0.0,0.010156203551935241,0.018029426,0.0012120610341788316,0.001205982,0.013381571002208412,0.013381571002208412,0.0,0.005410746923353925,0.005494706202036782,3.1019149065219955e-07,0.009396158962781169,0.009438138602122597,-1.7775428463894743e-07,0.005410746923353925,0.005494706202036782,3.1019149065219955e-07,0.005410746923353925,0.005494706202036782,3.1019149065219955e-07
18121,Parke County,1,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.021341870166666665,0.016036122639183567,0.021341870166666665,0.025365702,7.084982842682525e-05,0.0063,0.017540402851158373,0.001734027,0.0013828265738120675,0.0,0.016036122639183567,0.025365702,0.0008499405258708191,0.006891646,0.01419737187869699,0.01419737187869699,0.0,0.011424187048506382,0.012750623930377156,-1.5353256183073887e-05,0.012810779463601686,0.013473997904537073,-9.075996710644862e-06,0.011424187048506382,0.012750623930377156,-1.5353256183073887e-05,0.011424187048506382,0.012750623930377156,-1.5353256183073887e-05
18127,Porter County,2,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.03052251183333333,0.027022775274454628,0.03052251183333333,0.039621364,7.593532712458421e-05,0.0206,0.021004127197564677,0.027265537,0.0,0.0,0.027022775274454628,0.039621364,0.0012415291443260664,0.002016223,0.01574898486769123,0.01574898486769123,0.0,0.015033191783206922,0.0159081259229266,8.97567136744154e-06,0.015391088325449075,0.01582855539530891,4.366077217637227e-06,0.015033191783206922,0.0159081259229266,8.97567136744154e-06,0.015033191783206922,0.0159081259229266,8.97567136744154e-06
18131,Pulaski County,4,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.0226568865,0.006769524251060808,0.0226568865,0.022656887,0.00025240829511638036,0.0056,0.005318856664031544,0.0,0.00037377403532618426,0.0,0.006769524251060808,0.022656887,0.0009230686647503738,0.000244499,0.0022005049127130374,0.0022005049127130374,0.0,0.003858437774266947,0.007830278336501744,-1.941102472168724e-06,0.0030294713434899923,0.005015391624607391,6.26585062135996e-06,0.003858437774266947,0.007830278336501744,-1.941102472168724e-06,0.003858437774266947,0.007830278336501744,-1.941102472168724e-06
18131,Pulaski County,4,2026-03-14 01:00:00,osi_target_t01h,74,2026-03-14 02:00:00,0.011002444833333333,0.006744230757633954,0.011002444833333333,0.011002445,1.8132388533889007e-05,0.0028,0.005130724159188033,0.0,0.0001453755132056576,0.0,0.006744230757633954,0.011002445,0.0010946737084752717,0.0,0.002982866263801622,0.002982866263801622,0.0,0.0036797614118581554,0.004744314930783,-3.0063804082710457e-06,0.0033313138378298886,0.0038635905972923107,-8.489305643790891e-07,0.0036797614118581554,0.004744314930783,-3.0063804082710457e-06,0.0036797614118581554,0.004744314930783,-3.0063804082710457e-06
18161,Union County,0,2026-03-14 03:00:00,osi_target_t01h,76,2026-03-14 04:00:00,3.872366666666666e-05,0.0,3.872366666666666e-05,3.87e-05,1.4976894398888888e-09,0.0,0.0,0.0,0.0,0.0,0.0,3.87e-05,0.00017849330976434707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18165,Vermillion County,4,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,1.9580166666666666e-05,0.0,1.9580166666666666e-05,1.96e-05,3.8415960663888886e-10,0.0,0.0,0.0,6.635864932172123e-05,0.0,0.0,1.96e-05,5.68068606454186e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18173,Warrick County,3,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.0003544611666666667,0.00029887099353341224,0.0003544611666666667,0.000354461,3.0902488189274887e-09,0.0001,0.000147878270871054,0.0,0.00010596529136269857,0.0,0.00029887099353341224,0.000354461,9.278570516168146e-05,8.99e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18177,Wayne County,1,2026-03-14 03:00:00,osi_target_t01h,76,2026-03-14 04:00:00,1.7317833333333336e-05,8.551558968101602e-06,1.7317833333333336e-05,2.31e-05,1.782236850975138e-10,0.0,0.006054109801691158,0.0,6.891989333281321e-05,0.0,8.551558968101602e-06,2.31e-05,0.00021764295551099304,0.0,0.0015600553274937575,0.0015600553274937575,0.0,0.002426139477533874,0.002428331046125182,-1.0638905127081564e-08,0.0019930974025138158,0.00199419318680947,-4.369210409989594e-09,0.002426139477533874,0.002428331046125182,-1.0638905127081564e-08,0.002426139477533874,0.002428331046125182,-1.0638905127081564e-08
39027,Clinton County,0,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.017219838166666664,0.006826528774611033,0.017219838166666664,0.017509551,0.00011404303034235664,0.0046,0.0023174811892579935,0.000597534,0.0,0.0,0.006826528774611033,0.017509551,0.0002056269655014845,0.000181071,0.001190892717389658,0.001190892717389658,0.0,0.0026130619728058076,0.005211389320819716,3.5741258222979558e-06,0.0019019773450977327,0.003201141019104687,5.322519797934405e-06,0.0026130619728058076,0.005211389320819716,3.5741258222979558e-06,0.0026130619728058076,0.005211389320819716,3.5741258222979558e-06
39027,Clinton County,0,2026-03-14 01:00:00,osi_target_t01h,74,2026-03-14 02:00:00,0.011144910999999999,0.004901155762939498,0.011144910999999999,0.011534213,4.3845892262916694e-05,0.0031,0.0013207707172003642,0.000597534,0.000224559337268044,0.0,0.004901155762939498,0.011534213,8.41900269733666e-05,0.000181071,0.001071647727361957,0.001071647727361957,0.0,0.001823773992961499,0.003384712802226624,1.547691441289699e-06,0.001447710860161728,0.0022281802647942904,1.969989750933343e-06,0.001823773992961499,0.003384712802226624,1.547691441289699e-06,0.001823773992961499,0.003384712802226624,1.547691441289699e-06
39027,Clinton County,0,2026-03-14 02:00:00,osi_target_t01h,75,2026-03-14 03:00:00,0.005658464166666666,0.004164867537122568,0.005658464166666666,0.006147355,3.691242293548837e-06,0.0018,0.0008158178029224048,0.000597534,0.0,0.0,0.004164867537122568,0.006147355,0.0001310771962572211,0.0,0.001008679383158798,0.001008679383158798,0.0,0.0013544362858238818,0.0017278354432099063,1.9331930013370687e-07,0.00118155783449134,0.001368257413184352,1.9606905080877358e-07,0.0013544362858238818,0.0017278354432099063,1.9331930013370687e-07,0.0013544362858238818,0.0017278354432099063,1.9331930013370687e-07
39037,Darke County,0,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.008652649,0.005582509223696256,0.008652649,0.012569774,3.347800078855002e-05,0.0075,0.0,0.011163806,0.0026784812547335163,0.0,0.005582509223696256,0.012569774,0.0032175255351624514,0.000601558,0.0,0.0,0.0,0.0020113431915645495,0.0027788781356404856,7.836361902651365e-06,0.0013676128320100475,0.0017513803040480158,4.559543969440755e-06,0.0020113431915645495,0.0027788781356404856,7.836361902651365e-06,0.0020113431915645495,0.0027788781356404856,7.836361902651365e-06
39037,Darke County,0,2026-03-14 01:00:00,osi_target_t01h,74,2026-03-14 02:00:00,0.006295379166666667,0.005248507582339076,0.006295379166666667,0.011968215,1.2973401387016553e-05,0.0071,0.0,0.010534268,0.0020738821535635807,0.0,0.005248507582339076,0.011968215,0.0021406285263968652,0.000657517,0.0,0.0,0.0,0.0018239227966923355,0.0020856406927742335,2.693191393301157e-06,0.0,0.0,0.0,0.0018239227966923355,0.0020856406927742335,2.693191393301157e-06,0.0018239227966923355,0.0020856406927742335,2.693191393301157e-06
