split_seed,case,horizon,space,P71_group,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260917,B0,osi_target_t01h,component_clipped,p=0,7579,0.016640849980300274,0.004095150789221732,2.0987606736587288,-0.0005312596614706572,0.016640849980300274,0.0,0.0,0.0
20260917,B0,osi_target_t01h,component_clipped,0<p<.01,12441,0.012120540283974138,0.0030728546281139964,1.8276761673832476,-0.00042928619617749295,0.012120540283974138,0.0,0.0,0.0
20260917,B0,osi_target_t01h,component_clipped,.01<=p<.1,8723,0.013868344548857823,0.005244702321818218,1.6777031431268545,0.0011129678981537064,0.013868344548857823,0.0,0.0,0.0
20260917,B0,osi_target_t01h,component_clipped,.1<=p<.5,5148,0.030764294817801473,0.010636637020928564,4.8722825698572505,0.00016023501285868387,0.030764294817801473,0.0,0.0,0.0
20260917,B0,osi_target_t01h,component_clipped,.5<=p<=1,286,0.04015927646667213,0.0204987651129723,0.4612515010894094,0.0039961262894325665,0.04015927646667213,0.0,0.0,0.0
20260917,B0,osi_target_t01h,aligned,p=0,7579,0.016246269846132522,0.00423518298654831,2.0004109907793164,-0.00024886510183537447,0.016246269846132522,0.0,0.0,0.0
20260917,B0,osi_target_t01h,aligned,0<p<.01,12441,0.011864877786055807,0.003078466348657201,1.7513858168077023,-0.00033551285516707284,0.011864877786055807,0.0,0.0,0.0
20260917,B0,osi_target_t01h,aligned,.01<=p<.1,8723,0.013594472861565914,0.0051284685409138065,1.6120949466643422,0.0009413549959996106,0.013594472861565914,0.0,0.0,0.0
20260917,B0,osi_target_t01h,aligned,.1<=p<.5,5148,0.030792354701980416,0.010584247631212473,4.881174568460578,-0.0005533362067158165,0.030792354701980416,0.0,0.0,0.0
20260917,B0,osi_target_t01h,aligned,.5<=p<=1,286,0.03571940765745041,0.019178800536470447,0.36490055985215025,0.0042320521770947825,0.03571940765745041,0.0,0.0,0.0
20260917,B0,osi_target_t06h,component_clipped,p=0,7314,0.0169454755971747,0.004413782102022664,2.100208833470438,-0.0006111373874283192,0.0169454755971747,0.0,0.0,0.0
20260917,B0,osi_target_t06h,component_clipped,0<p<.01,12006,0.012685589992291553,0.0031310499885252685,1.9320558665910463,-0.000583357583099689,0.012685589992291553,0.0,0.0,0.0
20260917,B0,osi_target_t06h,component_clipped,.01<=p<.1,8418,0.013092372331978025,0.0048990273927197415,1.4429311753838316,0.00103074416270041,0.013092372331978025,0.0,0.0,0.0
20260917,B0,osi_target_t06h,component_clipped,.1<=p<.5,4968,0.024225594350533952,0.010087846680759663,2.9156169666907408,0.0005582493880971477,0.024225594350533952,0.0,0.0,0.0
20260917,B0,osi_target_t06h,component_clipped,.5<=p<=1,276,0.04238427982711177,0.02258640065049503,0.4958139007037642,0.004471135716855523,0.04238427982711177,0.0,0.0,0.0
20260917,B0,osi_target_t06h,aligned,p=0,7314,0.016488359020565353,0.004325072237352983,1.9884278010594048,-0.0003210615340251884,0.016488359020565353,0.0,0.0,0.0
20260917,B0,osi_target_t06h,aligned,0<p<.01,12006,0.012030092708085386,0.0030941489236038723,1.737545905564941,-0.0004084335407566372,0.012030092708085386,0.0,0.0,0.0
