split_seed,fipsCode,fold,horizon,target_hour,donor_fipsCode,donor_fold,rank,distance,query_true_N,donor_true_N,query_pred_N,donor_pred_N,query_true_OSI,donor_true_OSI,query_pred_OSI,donor_pred_OSI,donor_countyName,donor_stateAbbr
20260918,18013,2,1,73,54109,1,1,1.308046229659627,0.0,0.0,0.000963783369009651,0.0032477927416898213,0.0079,0.0,0.008691205817730275,0.005091780961712573,Wyoming County,WV
20260918,18013,2,1,73,54035,0,2,1.5428284331385056,0.0,0.0,0.000963783369009651,0.0010753608194321873,0.0079,0.0024,0.008691205817730275,0.0039157569802715075,Jackson County,WV
20260918,18013,2,1,73,54015,3,3,1.6153786163074648,0.0,0.0,0.000963783369009651,0.0028550829367272133,0.0079,0.0,0.008691205817730275,0.011774467696200004,Clay County,WV
20260918,18013,2,1,73,18101,1,4,1.7006393961103952,0.0,0.0,0.000963783369009651,0.0028843456839887007,0.0079,0.0,0.008691205817730275,0.004000371007476207,Martin County,IN
20260918,18013,2,1,73,54091,4,5,2.0252891442120378,0.0,0.0,0.000963783369009651,0.0024093028263590414,0.0079,0.052,0.008691205817730275,0.040764787989168806,Taylor County,WV
20260918,18013,2,1,74,54109,1,1,1.2622614397722018,0.0,0.0,0.0006525354104730905,0.004289440654071998,0.0001,0.0,0.0,0.005900363596084127,Wyoming County,WV
20260918,18013,2,1,74,54035,0,2,1.6432739007104264,0.0,0.0,0.0006525354104730905,0.0010032081136101749,0.0001,0.0016,0.0,0.0037590702197650206,Jackson County,WV
20260918,18013,2,1,74,18101,1,3,1.6873601682942938,0.0,0.0,0.0006525354104730905,0.0027796200088423795,0.0001,0.0,0.0,0.005341701409095269,Martin County,IN
20260918,18013,2,1,74,54091,4,4,1.755902092273964,0.0,0.0,0.0006525354104730905,0.0019621677750391135,0.0001,0.0388,0.0,0.03948551851394523,Taylor County,WV
20260918,18013,2,1,74,54015,3,5,1.9162846231720712,0.0,0.0,0.0006525354104730905,0.0027619172871551985,0.0001,0.0,0.0,0.010274261415191636,Clay County,WV
20260918,18013,2,1,75,54109,1,1,1.2266255599883793,0.0,0.0,0.0009475186614685585,0.003153130546619582,0.0,0.0,0.0012046137026309927,0.004329455166275752,Wyoming County,WV
20260918,18013,2,1,75,18101,1,2,1.6738031204125576,0.0,0.0,0.0009475186614685585,0.0027508296711870614,0.0,0.0,0.0012046137026309927,0.005239660875674817,Martin County,IN
20260918,18013,2,1,75,54015,3,3,2.098502594700589,0.0,0.0,0.0009475186614685585,0.002394451488063276,0.0,0.0,0.0012046137026309927,0.0073289385880154325,Clay County,WV
20260918,18013,2,1,75,54035,0,4,2.1730494802681335,0.0,0.0,0.0009475186614685585,0.001818732598446285,0.0,0.0015,0.0012046137026309927,0.004773440044658547,Jackson County,WV
20260918,18013,2,1,75,54045,3,5,2.3790966972749894,0.0,0.0,0.0009475186614685585,0.0,0.0,0.0,0.0012046137026309927,0.0,Logan County,WV
20260918,18013,2,1,76,54109,1,1,1.2946180408331158,0.0,0.0,0.0002823388256505724,0.0010236242097476213,0.0,0.0,0.0016568577997216768,0.003975702319822508,Wyoming County,WV
20260918,18013,2,1,76,54015,3,2,1.4631262969348036,0.0,0.0,0.0002823388256505724,0.00037327943959787873,0.0,0.0,0.0016568577997216768,0.006401706032460754,Clay County,WV
20260918,18013,2,1,76,18101,1,3,1.6731884078813022,0.0,0.0,0.0002823388256505724,0.001035992338148552,0.0,0.0,0.0016568577997216768,0.004892121839891817,Martin County,IN
20260918,18013,2,1,76,54035,0,4,1.9352433835143148,0.0,0.0,0.0002823388256505724,0.001625240339620559,0.0,0.0015,0.0016568577997216768,0.0042539589327730346,Jackson County,WV
20260918,18013,2,1,76,54091,4,5,2.1418418787581133,0.0,0.0,0.0002823388256505724,0.0,0.0,0.0374,0.0016568577997216768,0.0391990196924928,Taylor County,WV
20260918,18013,2,1,77,54109,1,1,1.174830426709363,0.0,0.0,0.0003685932484809226,0.002189590412733432,0.0,0.0,0.002550103385599155,0.004801594703894383,Wyoming County,WV
20260918,18013,2,1,77,54015,3,2,1.3065983807749408,0.0,0.0,0.0003685932484809226,0.0006369332933090534,0.0,0.0,0.002550103385599155,0.0033268652531590415,Clay County,WV
20260918,18013,2,1,77,18101,1,3,1.6781193393521956,0.0,0.0,0.0003685932484809226,0.0009325715827944372,0.0,0.0,0.002550103385599155,0.0042206293787872265,Martin County,IN
20260918,18013,2,1,77,54035,0,4,1.7379940758357222,0.0,6.15e-05,0.0003685932484809226,0.002245668470119812,0.0,0.0015,0.002550103385599155,0.005653459627833841,Jackson County,WV
20260918,18013,2,1,77,54091,4,5,2.186898977645236,0.0,0.0,0.0003685932484809226,0.00011971718517695579,0.0,0.0361,0.002550103385599155,0.04083864850069945,Taylor County,WV
20260918,18013,2,1,78,54035,0,1,0.9875224341786175,0.0,6.15e-05,0.0005036487561615554,0.0017425248024662535,0.0,0.0016,0.0072340569201627914,0.002506916562368732,Jackson County,WV
20260918,18013,2,1,78,54015,3,2,1.0400849128044352,0.0,0.0,0.0005036487561615554,0.0007701507633078189,0.0,0.0,0.0072340569201627914,0.009583903853730482,Clay County,WV
20260918,18013,2,1,78,54109,1,3,1.046072597976783,0.0,0.0,0.0005036487561615554,0.001092784744564478,0.0,0.0,0.0072340569201627914,0.0039498558849125585,Wyoming County,WV
20260918,18013,2,1,78,54091,4,4,1.5795106485612196,0.0,0.0,0.0005036487561615554,0.0010987045881869731,0.0,0.0349,0.0072340569201627914,0.045916489364824,Taylor County,WV
20260918,18013,2,1,78,39163,0,5,1.8163253312228116,0.0,3.76e-05,0.0005036487561615554,0.0015744161876303498,0.0,0.0045,0.0072340569201627914,0.007892356694371173,Vinton County,OH
20260918,18013,2,1,79,54035,0,1,0.9867053369262742,3.12e-05,0.000635741,0.0008270303453205125,0.0011741628096993359,0.0,0.0017,0.006992792049677659,0.0016416573881271157,Jackson County,WV
20260918,18013,2,1,79,54015,3,2,1.2029608891808052,3.12e-05,0.0,0.0008270303453205125,0.0009946330170171392,0.0,0.0,0.006992792049677659,0.01042491306752209,Clay County,WV
20260918,18013,2,1,79,54109,1,3,1.3014232223917515,3.12e-05,0.0,0.0008270303453205125,0.00123268416931391,0.0,0.0,0.006992792049677659,0.0036012326351056753,Wyoming County,WV
20260918,18013,2,1,79,54091,4,4,1.3791147517381281,3.12e-05,0.0,0.0008270303453205125,0.0012641010810696448,0.0,0.0337,0.006992792049677659,0.04443733310998463,Taylor County,WV
20260918,18013,2,1,79,54085,3,5,1.8441014433036795,3.12e-05,0.0,0.0008270303453205125,0.00025586957208116373,0.0,0.0069,0.006992792049677659,0.0191199753748953,Ritchie County,WV
20260918,18013,2,1,80,54015,3,1,1.0367646375594328,3.12e-05,0.04845663,0.0009324531821306534,0.0009872489773850228,0.0001,0.017,0.007376283829573934,0.007982224629655019,Clay County,WV
20260918,18013,2,1,80,54109,1,2,1.0395583536144821,3.12e-05,0.0,0.0009324531821306534,0.0013753047529578015,0.0001,0.0,0.007376283829573934,0.006084726502286617,Wyoming County,WV
20260918,18013,2,1,80,54035,0,3,1.041403823637115,3.12e-05,0.000574218,0.0009324531821306534,0.0014601478205117336,0.0001,0.0024,0.007376283829573934,0.0012467125959820702,Jackson County,WV
20260918,18013,2,1,80,54091,4,4,1.0980962179606544,3.12e-05,0.0,0.0009324531821306534,0.0014734965501591033,0.0001,0.0332,0.007376283829573934,0.045053076628696814,Taylor County,WV
20260918,18013,2,1,80,18101,1,5,1.7117506030348266,3.12e-05,0.0,0.0009324531821306534,0.0005493854693964984,0.0001,0.0,0.007376283829573934,0.006029244723634057,Martin County,IN
20260918,18013,2,1,81,54015,3,1,1.103195313396411,6.24e-05,0.05138817,0.0009234324777014747,0.0010699681666035857,0.0001,0.0822,0.007700098217761955,0.00704758026713329,Clay County,WV
20260918,18013,2,1,81,54035,0,2,1.132264945535679,6.24e-05,0.000574218,0.0009234324777014747,0.0010549836542245476,0.0001,0.0018,0.007700098217761955,0.0010523200579414874,Jackson County,WV
20260918,18013,2,1,81,54091,4,3,1.1816141525559736,6.24e-05,0.0,0.0009234324777014747,0.0014628411644748878,0.0001,0.0294,0.007700098217761955,0.046224866934299,Taylor County,WV
20260918,18013,2,1,81,54109,1,4,1.1913549849029303,6.24e-05,0.0,0.0009234324777014747,0.0008118970240040085,0.0001,0.0,0.007700098217761955,0.0076363249076962375,Wyoming County,WV
20260918,18013,2,1,81,18101,1,5,1.7062815190823195,6.24e-05,0.0,0.0009234324777014747,0.0010369248803708043,0.0001,0.0,0.007700098217761955,0.005735146394986886,Martin County,IN
20260918,18013,2,1,82,54035,0,1,1.030299992778558,3.12e-05,0.0,0.0008920145830462487,0.0010578703197089746,0.0001,0.0016,0.006284801617404016,0.001418628785681597,Jackson County,WV
20260918,18013,2,1,82,54109,1,2,1.1050697960130869,3.12e-05,0.0,0.0008920145830462487,0.000992975317438327,0.0001,0.0,0.006284801617404016,0.010230070398447259,Wyoming County,WV
20260918,18013,2,1,82,54015,3,3,1.15487091967406,3.12e-05,0.05138817,0.0008920145830462487,0.0008012172601792996,0.0001,0.0921,0.006284801617404016,0.004998725972356341,Clay County,WV
20260918,18013,2,1,82,54091,4,4,1.6782295757548595,3.12e-05,0.0,0.0008920145830462487,0.0020543695451184585,0.0001,0.0263,0.006284801617404016,0.04108715195031721,Taylor County,WV
20260918,18013,2,1,82,18101,1,5,1.7126149636670616,3.12e-05,0.0,0.0008920145830462487,0.0006667545792833806,0.0001,0.0,0.006284801617404016,0.006506910803002008,Martin County,IN
20260918,18013,2,1,83,54035,0,1,0.9737727748756887,3.12e-05,0.0,0.0007136867820554406,0.0009567111496086332,0.0001,0.0015,0.00587071033494321,0.0,Jackson County,WV
20260918,18013,2,1,83,54015,3,2,1.0351270654973874,3.12e-05,0.00293154,0.0007136867820554406,0.0007004437243669425,0.0001,0.0765,0.00587071033494321,0.005583859631716161,Clay County,WV
