split_seed,fipsCode,fold,horizon,target_hour,candidate_count,out_of_support_features,outside_columns,zero_variance_columns,nearest_distance,fifth_distance,query_true_N,query_pred_N,donor_same_time_N_max,donor_same_time_N_q95,donor_all_training_N_max,donor_all_training_N_q95,query_truth_above_training_max,query_prediction_above_training_max,training_N_empirical_cdf_of_query_prediction
20260918,18013,2,1,73,191,0,,,1.308046229659627,2.0252891442120378,0.0,0.000963783369009651,0.06673623,0.007703725,0.106233062,0.0021330375999999893,False,False,0.9204774283308315
20260918,18013,2,1,74,191,0,,,1.2622614397722018,1.9162846231720712,0.0,0.0006525354104730905,0.076508802,0.0062555630000000004,0.106233062,0.0021330375999999893,False,False,0.9031230549555157
20260918,18013,2,1,75,191,0,,,1.2266255599883793,2.3790966972749894,0.0,0.0009475186614685585,0.065165438,0.0031500245,0.106233062,0.0021330375999999893,False,False,0.9200014645040823
20260918,18013,2,1,76,191,0,,,1.2946180408331158,2.1418418787581133,0.0,0.0002823388256505724,0.016680841,0.003589462,0.106233062,0.0021330375999999893,False,False,0.8618240398345111
20260918,18013,2,1,77,191,0,,,1.174830426709363,2.186898977645236,0.0,0.0003685932484809226,0.016680841,0.0027842795,0.106233062,0.0021330375999999893,False,False,0.8771647200966572
20260918,18013,2,1,78,191,0,,,0.9875224341786175,1.8163253312228116,0.0,0.0005036487561615554,0.017113528,0.002715148,0.106233062,0.0021330375999999893,False,False,0.8922124995423425
20260918,18013,2,1,79,191,0,,,0.9867053369262742,1.8441014433036795,3.12e-05,0.0008270303453205125,0.030093435,0.0028849970000000003,0.106233062,0.0021330375999999893,False,False,0.9134111961337092
20260918,18013,2,1,80,191,0,,,1.0367646375594328,1.7117506030348266,3.12e-05,0.0009324531821306534,0.101808033,0.002415188,0.106233062,0.0021330375999999893,False,False,0.9194156628711603
20260918,18013,2,1,81,191,0,,,1.103195313396411,1.7062815190823195,6.24e-05,0.0009234324777014747,0.101808033,0.0019598535,0.106233062,0.0021330375999999893,False,False,0.9190129242485263
20260918,18013,2,1,82,191,0,,,1.030299992778558,1.7126149636670616,3.12e-05,0.0008920145830462487,0.077036421,0.003372574,0.106233062,0.0021330375999999893,False,False,0.9174751949621059
