query_fips,window,feature,query_value,candidate_min,candidate_max,percentile,outside_range
42053,early,last_P_t,0.14316924,0.0,0.824241807,0.8952879581151832,False
42053,early,last_D_t,0.054422759,0.0,0.904657711,0.7539267015706806,False
42053,early,last_N_t,0.065400654,0.0,0.021710291,1.0,True
42053,early,last_R_t,0.0,0.0,0.039181763,0.3036649214659686,False
42053,early,osi_max_72h,0.1083,0.0001,0.6505,0.8638743455497382,False
42053,early,osi_mean_72h,0.007994444444444445,4.166666666666667e-06,0.2653,0.7591623036649214,False
42053,early,osi_trend_last6h,0.019237142857142855,-0.02262857142857143,0.017611428571428573,1.0,True
42053,early,gust_max,43.6,12.3,49.9,0.9319371727748691,False
42053,early,gust_mean,23.575,8.354166666666666,27.6375,0.9057591623036649,False
42053,early,gust_hours_gt30,6.0,0.0,15.0,0.8272251308900523,False
42053,early,tp_sum,0.0,0.0,2.3,0.8429319371727748,False
42053,early,soil_mean,0.392375,0.2334166666666667,0.48266666666666663,0.8795811518324608,False
42053,early,prior24_gust_max,41.4,25.8,70.0,0.3036649214659686,False
42053,early,prior24_tp_sum,4.5,0.0,7.6000000000000005,0.9581151832460733,False
42053,early,customers_at_cutoff,6866.0,1233.0,696427.0,0.10471204188481675,False
42053,early,pop_density,16.320313542102692,8.369152432816666,11939.655837338518,0.031413612565445025,False
42053,early,pct_forest,82.9,0.97,88.72,0.9424083769633508,False
42053,early,n_utilities,4.0,1.0,14.0,0.680628272251309,False
42053,early,elevation_mean_m,482.7932698883495,33.04425511767178,979.803167582369,0.8952879581151832,False
42053,early,elevation_std_m,52.48286068310883,4.391851881879812,238.2069951077493,0.7277486910994765,False
42053,early,slope_mean_deg,7.0948269258009375,0.3785818275026535,24.80754370623865,0.6178010471204188,False
39117,early,last_P_t,0.824241807,0.0,0.520106319,1.0,True
39117,early,last_D_t,0.904657711,0.0,0.516776701,1.0,True
39117,early,last_N_t,0.001119479,0.0,0.065400654,0.8586387434554974,False
39117,early,last_R_t,0.039181763,0.0,0.058582059,0.9947643979057592,False
39117,early,osi_max_72h,0.598,0.0001,0.6505,0.9947643979057592,False
39117,early,osi_mean_72h,0.0723375,4.166666666666667e-06,0.2653,0.9947643979057592,False
39117,early,osi_trend_last6h,0.0008628571428571576,-0.0558542857142857,0.019237142857142855,0.8638743455497382,False
39117,early,gust_max,35.0,12.3,49.9,0.6963350785340314,False
