split_seed,fipsCode,horizon,target_hour,feature,query_value,donor_mean,donor_std,donor_min,donor_max,outside_support
42,18013,1,73,last_P_t,0.000187248,0.04546679548958333,0.09921699197858368,0.0,0.824241807,False
42,18013,1,73,last_N_t,0.0,0.001115607307291667,0.005586020096725868,0.0,0.065400654,False
42,18013,1,73,last_R_t,0.000187248,0.003503543942708331,0.007751902208174395,0.0,0.058582059,False
42,18013,1,73,N_t_mean_72h,0.004413243763888889,0.001779990032190393,0.0023136837476968246,3.1208333333333337e-06,0.018623942125,False
42,18013,1,73,N_t_max_72h,0.076803046,0.029514273911458364,0.04371143466693474,7.49e-05,0.379164122,False
42,18013,1,73,gust_at_t1h,8.9,23.142708333333328,11.373747593981378,1.2,44.3,False
42,18013,1,73,log_customers,9.276315360899716,10.03608075156539,1.1073325891750383,7.1180162044653335,13.453719692845613,False
42,18013,1,73,pct_forest,83.22,41.958229166666676,28.561101333179526,0.97,88.72,False
42,18013,1,74,last_P_t,0.000187248,0.04546679548958333,0.09921699197858368,0.0,0.824241807,False
42,18013,1,74,last_N_t,0.0,0.001115607307291667,0.005586020096725868,0.0,0.065400654,False
42,18013,1,74,last_R_t,0.000187248,0.003503543942708331,0.007751902208174395,0.0,0.058582059,False
42,18013,1,74,N_t_mean_72h,0.004413243763888889,0.001779990032190393,0.0023136837476968246,3.1208333333333337e-06,0.018623942125,False
42,18013,1,74,N_t_max_72h,0.076803046,0.029514273911458364,0.04371143466693474,7.49e-05,0.379164122,False
42,18013,1,74,gust_at_t1h,9.7,22.668749999999985,10.319619385947979,0.6,46.5,False
42,18013,1,74,log_customers,9.276315360899716,10.038812021005523,1.1087864614210836,7.1180162044653335,13.453719692845613,False
42,18013,1,74,pct_forest,83.22,41.958229166666676,28.561101333179526,0.97,88.72,False
42,18013,1,75,last_P_t,0.000187248,0.04546679548958333,0.09921699197858368,0.0,0.824241807,False
42,18013,1,75,last_N_t,0.0,0.001115607307291667,0.005586020096725868,0.0,0.065400654,False
42,18013,1,75,last_R_t,0.000187248,0.003503543942708331,0.007751902208174395,0.0,0.058582059,False
42,18013,1,75,N_t_mean_72h,0.004413243763888889,0.001779990032190393,0.0023136837476968246,3.1208333333333337e-06,0.018623942125,False
42,18013,1,75,N_t_max_72h,0.076803046,0.029514273911458364,0.04371143466693474,7.49e-05,0.379164122,False
42,18013,1,75,gust_at_t1h,6.7,21.669791666666665,9.703302914811907,2.4,42.0,False
42,18013,1,75,log_customers,9.276315360899716,10.03881223282541,1.108786475027164,7.1180162044653335,13.453719692845613,False
42,18013,1,75,pct_forest,83.22,41.958229166666676,28.561101333179526,0.97,88.72,False
42,18013,1,76,last_P_t,0.000187248,0.04546679548958333,0.09921699197858368,0.0,0.824241807,False
42,18013,1,76,last_N_t,0.0,0.001115607307291667,0.005586020096725868,0.0,0.065400654,False
42,18013,1,76,last_R_t,0.000187248,0.003503543942708331,0.007751902208174395,0.0,0.058582059,False
42,18013,1,76,N_t_mean_72h,0.004413243763888889,0.001779990032190393,0.0023136837476968246,3.1208333333333337e-06,0.018623942125,False
42,18013,1,76,N_t_max_72h,0.076803046,0.029514273911458364,0.04371143466693474,7.49e-05,0.379164122,False
42,18013,1,76,gust_at_t1h,7.2,20.987500000000008,9.541545668810688,3.5,42.6,False
42,18013,1,76,log_customers,9.276315360899716,10.03880150283947,1.1087802237529747,7.1180162044653335,13.453719692845613,False
