split_seed,fipsCode,fold,horizon,target_hour,candidate_count,out_of_support_features,outside_columns,zero_variance_columns,nearest_distance,fifth_distance,query_true_N,query_pred_N,donor_same_time_N_max,donor_same_time_N_q95,donor_all_training_N_max,donor_all_training_N_q95,query_truth_above_training_max,query_prediction_above_training_max,training_N_empirical_cdf_of_query_prediction
42,18013,1,1,73,192,0,,,1.2751990998015925,1.9959039693101317,0.0,0.002152521239802685,0.195755633,0.007237371099999997,0.243055556,0.0021246515,False,False,0.950247668997669
42,18013,1,1,74,192,0,,,1.2420659024384049,2.128160393603946,0.0,0.0030613233296439236,0.242472805,0.004137300649999999,0.243055556,0.0021246515,False,False,0.962157634032634
42,18013,1,1,75,192,0,,,1.1977971783664112,2.131436051322534,0.0,0.002373812327716223,0.243055556,0.0036138028499999924,0.243055556,0.0021246515,False,False,0.953125
42,18013,1,1,76,192,0,,,1.2535252949308426,2.0636245358529877,0.0,0.0023481643017320203,0.112130925,0.003494330599999992,0.243055556,0.0021246515,False,False,0.9526879370629371
42,18013,1,1,77,192,0,,,1.142377005370463,2.0029735023450606,0.0,0.002344575304450886,0.04496892,0.0030730862499999995,0.243055556,0.0021246515,False,False,0.9526515151515151
42,18013,1,1,78,192,0,,,0.9683846399080969,1.6969019578368134,0.0,0.0018198381765323437,0.044386169,0.0030585731,0.243055556,0.0021246515,False,False,0.944456585081585
42,18013,1,1,79,192,0,,,0.9675253388088936,1.7813414503988252,3.12e-05,0.00166146920576565,0.036823587,0.00304706435,0.243055556,0.0021246515,False,False,0.9417613636363636
42,18013,1,1,80,192,0,,,1.0128573372486531,1.6772834921354902,3.12e-05,0.0015010947178380849,0.101808033,0.002711660449999993,0.243055556,0.0021246515,False,False,0.9380463286713286
42,18013,1,1,81,192,0,,,1.1110770588498518,1.6729518012101476,6.24e-05,0.0016863937367734218,0.101808033,0.002132789599999997,0.243055556,0.0021246515,False,False,0.9421255827505828
42,18013,1,1,82,192,0,,,1.010479523773041,1.6786692455825125,3.12e-05,0.0014168705113719112,0.077036421,0.00305374375,0.243055556,0.0021246515,False,False,0.9360795454545454
42,18013,1,1,83,192,0,,,0.9558487875831478,1.6473522383125117,3.12e-05,0.0004508537852112894,0.007652376,0.00362097095,0.243055556,0.0021246515,False,False,0.890661421911422
42,18013,1,1,84,192,0,,,1.0018519831200263,1.64018315363242,0.0,0.00047819209575685124,0.008994146,0.004201694099999997,0.243055556,0.0021246515,False,False,0.8932109557109557
42,18013,1,1,85,192,0,,,0.9926685900956972,1.6631764064092507,0.0,0.00011069998690686196,0.012205074,0.0015281700499999993,0.243055556,0.0021246515,False,False,0.8146488927738927
42,18013,1,1,86,192,0,,,0.9533374358519257,1.6616203045497435,0.0,0.00011871210472211631,0.012187334,0.0010993077999999997,0.243055556,0.0021246515,False,False,0.8185460372960373
42,18013,1,1,87,192,0,,,1.1189945167915363,1.6421686065610843,0.0,2.3141109755206077e-05,0.007830905,0.0008830761499999993,0.243055556,0.0021246515,False,False,0.7011582167832168
42,18013,1,1,88,192,0,,,1.3207657279258487,1.6503584153952944,0.0,8.1436500246773e-05,0.012903628,0.0008730220999999993,0.243055556,0.0021246515,False,False,0.7925043706293706
42,18013,1,1,89,192,0,,,1.3639658645678365,1.6407202827491347,0.0,0.00026166572689993825,0.012903628,0.0007862572499999998,0.243055556,0.0021246515,False,False,0.8645469114219114
42,18013,1,1,90,192,0,,,1.5119478983013737,1.9625562291176792,0.0,3.899127253120127e-05,0.012903628,0.0005727252499999997,0.243055556,0.0021246515,False,False,0.7347392191142191
42,18013,1,1,91,192,0,,,0.9984270894284645,1.59761116793549,0.0,3.466218033242494e-05,0.031116024,0.0003334271499999995,0.243055556,0.0021246515,False,False,0.7268356643356644
42,18013,1,1,92,192,0,,,1.1392028140634236,1.640999173652527,0.0,6.135618048958398e-06,0.038962018,0.00037162489999999963,0.243055556,0.0021246515,False,False,0.6394230769230769
42,18013,1,1,93,192,0,,,0.9538003886450164,1.7975380005156731,0.0,6.053289263050589e-05,0.038962018,0.0005273915499999991,0.243055556,0.0021246515,False,False,0.7727272727272727
42,18013,1,1,94,192,0,,,1.0264177195179196,1.8147134866237946,0.0,0.0,0.009015169,0.0007313489499999996,0.243055556,0.0021246515,False,False,0.6159309440559441
42,18013,1,1,95,192,0,,,1.057475623536344,1.761581437562428,0.0,2.1613645952673886e-06,0.009015169,0.0004979205499999998,0.243055556,0.0021246515,False,False,0.6208479020979021
42,18013,1,1,96,192,0,,,1.0318455186242115,1.766109186831809,0.0,0.00043170424906544257,0.009015169,0.00041700209999999925,0.243055556,0.0021246515,False,False,0.8889495920745921
42,18013,1,1,97,192,0,,,1.2088973277863815,1.8428197628684098,0.0,0.00010531039414837502,0.001594723,0.00023200884999999993,0.243055556,0.0021246515,False,False,0.8110795454545454
42,18013,1,1,98,192,0,,,1.049611878695973,1.6637763478996022,0.0,0.00012283455567847033,0.001594723,0.00017008934999999877,0.243055556,0.0021246515,False,False,0.8222246503496503
42,18013,1,1,99,192,0,,,0.9672142117502434,1.6700882587638188,0.0,0.00010407624627649929,0.002394829,7.238499999999983e-05,0.243055556,0.0021246515,False,False,0.8103875291375291
42,18013,1,1,100,192,0,,,1.1085711477789153,1.6466317585802417,0.0,0.0001235032709489157,0.002394829,6.0339999999999575e-05,0.243055556,0.0021246515,False,False,0.8222974941724942
42,18013,1,1,101,192,0,,,1.2176618202681273,1.6972756814757781,0.0,0.000136437639339936,0.008886576,6.990999999999977e-05,0.243055556,0.0021246515,False,False,0.8280157342657343
42,18013,1,1,102,192,0,,,1.2371499193359243,1.7134170201889403,0.0,7.301986393568231e-05,0.008886576,8.696e-05,0.243055556,0.0021246515,False,False,0.784163752913753
42,18013,1,1,103,192,0,,,1.2120707807163162,1.8137742194971276,0.0,0.000247507025849901,0.008886576,0.00022554599999999965,0.243055556,0.0021246515,False,False,0.8619245337995338
42,18013,1,1,104,192,0,,,1.318053670677427,1.8548020750420253,0.000967631,0.00030281635986420606,0.001807755,0.00038872274999999997,0.243055556,0.0021246515,False,False,0.8706657925407926
42,18013,1,1,105,192,0,,,1.0954657938705505,1.4958925712465099,0.000967631,0.0002703969858143216,0.006684961,0.0006031072999999989,0.243055556,0.0021246515,False,False,0.8659309440559441
