split_seed,horizon,fipsCode,countyName,stateAbbr,fold,target_hour,origin_hour,N_true,N_raw,N_clipped,N_aligned,P_true,R_true,OSI_true,OSI_pred,P_pred,R_pred,gust_target,last_N,last_P,nbr8_mean_last_N_t,nbr8_max_last_N_t,nbr8_mean_gust_at_t1h,nbr8_max_gust_at_t1h,neighbor_weather_target_hour
42,1,18013,Brown County,IN,1,73,72,0.0,0.002152521239802685,0.002152521239802685,0.002152521239802685,0.0,6.24e-05,0.0079,0.011842294375910903,0.009029340715998832,0.004340685527529021,8.9,0.0,0.000187248,0.0,0.0,9.2125,17.0,73
42,1,18013,Brown County,IN,1,74,73,0.0,0.0030613233296439236,0.0030613233296439236,0.0030613233296439236,0.0,3.12e-05,0.0001,0.004168293500318981,0.008580239763825704,0.003976816539200084,9.7,0.0,0.000187248,0.0,0.0,8.937499999999998,11.4,74
42,1,18013,Brown County,IN,1,75,74,0.0,0.002373812327716223,0.002373812327716223,0.002373812327716223,0.0,0.0,0.0,0.004118413944156081,0.008760403605962629,0.002516908545963157,6.7,0.0,0.000187248,0.0,0.0,7.175,9.7,75
42,1,18013,Brown County,IN,1,76,75,0.0,0.0023481643017320203,0.0023481643017320203,0.0023481643017320203,0.0,0.0,0.0,0.004860840901066212,0.008517719021829993,0.000527316237563131,7.2,0.0,0.000187248,0.0,0.0,7.9125000000000005,10.9,76
42,1,18013,Brown County,IN,1,77,76,0.0,0.002344575304450886,0.002344575304450886,0.002344575304450886,0.0,0.0,0.0,0.008385607607425983,0.008811267059333449,0.001046526569344394,5.3,0.0,0.000187248,0.0,0.0,7.987500000000001,12.5,77
42,1,18013,Brown County,IN,1,78,77,0.0,0.002245197845109087,0.002245197845109087,0.0018198381765323437,0.0,0.0,0.0,0.009490497617348256,0.014752592897218232,0.0030281844782069013,10.3,0.0,0.000187248,0.0,0.0,9.225000000000001,13.4,78
42,1,18013,Brown County,IN,1,79,78,3.12e-05,0.0022403587805397956,0.0022403587805397956,0.00166146920576565,0.0,0.0,0.0,0.009995069800095796,0.015309437295657109,0.003152473067981708,12.8,0.0,0.000187248,0.0,0.0,10.15,12.3,79
42,1,18013,Brown County,IN,1,80,79,3.12e-05,0.0023177250440368303,0.0023177250440368303,0.0015010947178380849,9.36e-05,0.0,0.0001,0.010174824528849049,0.015395523137678974,0.0031831089435593596,11.1,0.0,0.000187248,0.0,0.0,11.6625,14.5,80
42,1,18013,Brown County,IN,1,81,80,6.24e-05,0.0025752800558381988,0.0025752800558381988,0.0016863937367734218,9.36e-05,0.0,0.0001,0.007888567703045638,0.011446971032800268,0.003416878163145608,8.6,0.0,0.000187248,0.0,0.0,9.299999999999999,10.6,81
42,1,18013,Brown County,IN,1,82,81,3.12e-05,0.0023549809629811063,0.0023549809629811063,0.0014168705113719112,0.000187266,3.12e-05,0.0001,0.004405689204260405,0.005675227470650509,0.003854231525365637,8.8,0.0,0.000187248,0.0,0.0,9.3875,10.7,82
