fipsCode,timestamp_et,hour_idx,stateAbbr,fold,split_id,gated_identity_hash,source_u_identity_hash,baseline_identity_hash,target_timestamp,scoreable,K,use_U,pred_U_raw,A_D1,B_D1,C_D1,G_D1,original_D_model_id,U_model_id,selected_model_id,selected_rule,D_changed_vs_A,D_changed_vs_B,D_changed_vs_C,actual_D,actual_osi,A_osi,B_osi,C_osi,G_osi,sse_reduction_G_vs_B
18009,2026-03-14 00:00:00,72,IN,0,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 01:00:00,True,0.07493480583333333,True,0.032702448228674776,0.10552579951553306,0.10552579951553306,0.10763725406200811,0.10763725406200811,39f29745dfe4be3be930692c4d7be41a3cd1b6d79f24207866f8d6fb2570ce70,70acce2070986be189297bf4a30da11e8d1fe91be92e76a556265e94b3c2e0c1,70acce2070986be189297bf4a30da11e8d1fe91be92e76a556265e94b3c2e0c1,U_reconstruction,True,True,False,0.110165158,0.0675,0.0577163454776361,0.0577163454776361,0.05824420911425486,0.05824420911425486,1.0050230892328816e-05
18009,2026-03-14 01:00:00,73,IN,0,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 02:00:00,True,0.05650150833333334,True,0.03907689056553356,0.09246407495289481,0.09246407495289481,0.0955783988988669,0.0955783988988669,39f29745dfe4be3be930692c4d7be41a3cd1b6d79f24207866f8d6fb2570ce70,70acce2070986be189297bf4a30da11e8d1fe91be92e76a556265e94b3c2e0c1,70acce2070986be189297bf4a30da11e8d1fe91be92e76a556265e94b3c2e0c1,U_reconstruction,True,True,False,0.108528915,0.0671,0.05286407583814706,0.05286407583814706,0.05364265682464009,0.05364265682464009,2.1561451402622305e-05
18009,2026-03-14 02:00:00,74,IN,0,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 03:00:00,True,0.03765915016666666,True,0.050980351914216314,0.08783900491721043,0.08783900491721043,0.08863950208088298,0.08863950208088298,39f29745dfe4be3be930692c4d7be41a3cd1b6d79f24207866f8d6fb2570ce70,70acce2070986be189297bf4a30da11e8d1fe91be92e76a556265e94b3c2e0c1,70acce2070986be189297bf4a30da11e8d1fe91be92e76a556265e94b3c2e0c1,U_reconstruction,True,True,False,0.106483612,0.0669,0.05107139057619076,0.05107139057619076,0.0512715148671089,0.0512715148671089,6.2953287425045385e-06
18009,2026-03-14 03:00:00,75,IN,0,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 04:00:00,True,0.018816792,True,0.06708817498549126,0.08583017352343844,0.08583017352343844,0.08590496698549126,0.08590496698549126,39f29745dfe4be3be930692c4d7be41a3cd1b6d79f24207866f8d6fb2570ce70,70acce2070986be189297bf4a30da11e8d1fe91be92e76a556265e94b3c2e0c1,70acce2070986be189297bf4a30da11e8d1fe91be92e76a556265e94b3c2e0c1,U_reconstruction,True,True,False,0.104463875,0.0665,0.05030502429644053,0.05030502429644053,0.05032372266195373,0.05032372266195373,6.052895214922688e-07
18013,2026-03-14 00:00:00,72,IN,1,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 01:00:00,True,0.03164497683333333,True,-0.008318167956661286,0.018414489136646183,0.03164497683333333,0.03164497683333333,0.03164497683333333,e074cbb669314bd64a3e5fb72b88a198b26d6797b7ecd4075039f6c07056483b,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,U_reconstruction,True,False,False,0.031660581,0.0079,0.01152009979387188,0.014827721718043668,0.014827721718043668,0.014827721718043668,0.0
18013,2026-03-14 01:00:00,73,IN,1,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 02:00:00,True,0.00024966433333333335,True,-0.005560690403818065,0.018219914078348234,0.018219914078348234,0.00024966433333333335,0.00024966433333333335,e074cbb669314bd64a3e5fb72b88a198b26d6797b7ecd4075039f6c07056483b,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,U_reconstruction,True,True,False,0.000265269,0.0001,0.012723597648511482,0.012723597648511482,0.008231035212257758,0.008231035212257758,9.324148396852905e-05
18013,2026-03-14 02:00:00,74,IN,1,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 03:00:00,True,0.00014043616666666668,True,-0.0024611622064373622,0.01650295887167135,0.01650295887167135,0.00014043616666666668,0.00014043616666666668,e074cbb669314bd64a3e5fb72b88a198b26d6797b7ecd4075039f6c07056483b,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,U_reconstruction,True,True,False,0.00015604,0.0,0.01198474725558731,0.01198474725558731,0.00789411657933614,0.00789411657933614,8.131709021215786e-05
18013,2026-03-14 03:00:00,75,IN,1,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 04:00:00,True,3.1208e-05,True,0.002707301641937286,0.015802086870567732,0.015802086870567732,0.002738509641937286,0.002738509641937286,e074cbb669314bd64a3e5fb72b88a198b26d6797b7ecd4075039f6c07056483b,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,U_reconstruction,True,True,False,4.68e-05,0.0,0.011604869048945901,0.011604869048945901,0.00833897474178829,0.00833897474178829,6.513448589899949e-05
18025,2026-03-14 00:00:00,72,IN,2,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 01:00:00,True,0.000577812,True,0.0007668486808230467,0.0006112870769163845,0.0006112870769163845,0.0013446606808230467,0.0013446606808230467,fd30e029fe742e8b3981f71cf12d0e14c7c8846958a2db051acb184510484533,6af0e105c196df2b2f08686396e10f8fa4331effcc9cf244cf52ff349e0f08c2,6af0e105c196df2b2f08686396e10f8fa4331effcc9cf244cf52ff349e0f08c2,U_reconstruction,True,True,False,0.000577812,0.0001,0.0,0.0,0.0,0.0,0.0
18029,2026-03-14 00:00:00,72,IN,1,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 01:00:00,True,8.066666666666667e-06,True,0.00011872966960052857,0.0008672556115749764,0.0008672556115749764,0.00012679633626719522,0.00012679633626719522,e074cbb669314bd64a3e5fb72b88a198b26d6797b7ecd4075039f6c07056483b,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,U_reconstruction,True,True,False,8.07e-06,0.0,0.0,0.0,0.0,0.0,0.0
