fipsCode,timestamp_et,hour_idx,fold,horizon,target_timestamp,target_hour,actual,prediction,C1_prediction,historical_prediction,sse,historical_sse
18013,2026-03-14 00:00:00,72,1,1,2026-03-14 01:00:00,73,0.0079,0.01152009979387188,0.01152009979387188,0.013573979511933355,1.3105122517591225e-05,3.2194043501839464e-05
18013,2026-03-14 01:00:00,73,1,1,2026-03-14 02:00:00,74,0.0001,0.012723597648511482,0.012723597648511482,0.01425397617582382,0.00015935521759150462,0.00020033504158578833
18013,2026-03-14 02:00:00,74,1,1,2026-03-14 03:00:00,75,0.0,0.01198474725558731,0.01198474725558731,0.014219985747630622,0.00014363416678030757,0.000202207994662818
18013,2026-03-14 03:00:00,75,1,1,2026-03-14 04:00:00,76,0.0,0.011604869048945901,0.011604869048945901,0.014902608236736734,0.00013467298564318256,0.00022208773225765354
18013,2026-03-14 04:00:00,76,1,1,2026-03-14 05:00:00,77,0.0,0.012689481001326717,0.012689481001326717,0.014189200337229285,0.0001610229280830317,0.00020133340621002766
18013,2026-03-14 05:00:00,77,1,1,2026-03-14 06:00:00,78,0.0,0.011550786563734206,0.012373057595698487,0.009451056149582438,0.00013342067024094267,8.932246234256001e-05
18013,2026-03-14 06:00:00,78,1,1,2026-03-14 07:00:00,79,0.0,0.0126584216797793,0.013786954960235642,0.00968702317015543,0.00016023563942310659,9.383841789912814e-05
18013,2026-03-14 07:00:00,79,1,1,2026-03-14 08:00:00,80,0.0001,0.012234532807544359,0.013788024638644071,0.00911883566796079,0.0001472468864573704,8.133939680568175e-05
18013,2026-03-14 08:00:00,80,1,1,2026-03-14 09:00:00,81,0.0001,0.010646051110664958,0.01058741816760059,0.007210162782820678,0.00011121919402875761,5.0554414798208284e-05
18013,2026-03-14 09:00:00,81,1,1,2026-03-14 10:00:00,82,0.0001,0.006998646359061905,0.008361443061227918,0.005364307288701022,4.7591321587398074e-05,2.77129312298707e-05
18013,2026-03-14 10:00:00,82,1,1,2026-03-14 11:00:00,83,0.0001,0.0055077888174920675,0.005083605190559175,0.0038319883594790678,2.924417989459225e-05,1.3927737115287264e-05
18013,2026-03-14 11:00:00,83,1,1,2026-03-14 12:00:00,84,0.0,0.0042539100465804084,0.003923684367468537,0.003532726483795201,1.8095750684397733e-05,1.2480156409308003e-05
18013,2026-03-14 12:00:00,84,1,1,2026-03-14 13:00:00,85,0.0,0.0038652565044039427,0.003538796901625533,0.0030578661079984333,1.4940207844836986e-05,9.350545134445487e-06
18013,2026-03-14 13:00:00,85,1,1,2026-03-14 14:00:00,86,0.0,0.004085899970846355,0.0034128966723567656,0.0030533185361891384,1.6694578571762246e-05,9.322754083436183e-06
18013,2026-03-14 14:00:00,86,1,1,2026-03-14 15:00:00,87,0.0,0.003099608083332701,0.0013401014378351971,0.002522127569042585,9.607570270261422e-06,6.361127474524659e-06
18013,2026-03-14 15:00:00,87,1,1,2026-03-14 16:00:00,88,0.0,0.0033976099929934056,0.0021543641567789585,0.0026832426813958596,1.1543753664488649e-05,7.199791287264442e-06
18013,2026-03-14 16:00:00,88,1,1,2026-03-14 17:00:00,89,0.0,0.0035692498758431814,0.0026848947013497345,0.002704942696023354,1.2739544676206566e-05,7.316714988770091e-06
18013,2026-03-14 17:00:00,89,1,1,2026-03-14 18:00:00,90,0.0,0.0033518659697792815,0.0027605862403077366,0.002633833507824648,1.1235005479364404e-05,6.937078946939891e-06
18013,2026-03-14 18:00:00,90,1,1,2026-03-14 19:00:00,91,0.0,0.002539508104996458,0.0021325820272802692,0.0021782151180549576,6.449101415342701e-06,4.744621100523173e-06
18013,2026-03-14 19:00:00,91,1,1,2026-03-14 20:00:00,92,0.0,0.001830798645742787,0.0015970864977812116,0.0015900379914543425,3.351823681253623e-06,2.5282208142681597e-06
18013,2026-03-14 20:00:00,92,1,1,2026-03-14 21:00:00,93,0.0,0.001955017199325467,0.0012490401092370223,0.0016519475707965864,3.822092249658393e-06,2.728930776660743e-06
