fipsCode,target_hour,known_D_lower_bound,predicted_D,actual_D,gap
18013,73,0.03164497683333333,0.019534740719460566,0.031660581,0.012110236113872765
18073,73,0.004670057166666666,0.0022826841621445995,0.00609333,0.0023873730045220662
18073,74,0.0032466493333333335,0.0012673745843304336,0.005373494,0.0019792747490029
18073,75,0.0019831749999999998,0.0004939512383597254,0.004829583,0.0014892237616402743
18089,73,0.016937381666666668,0.016890170859892212,0.025547368,4.721080677445519e-05
18103,73,0.023821831666666668,0.018391916021728006,0.025801859,0.005429915644938662
18111,73,0.021044380333333335,0.015398829331551463,0.025988905,0.005645551001781872
18111,74,0.015677761833333335,0.010056290539861481,0.022009165,0.005621471293471854
18121,73,0.021341870166666665,0.015483182414812533,0.025365702,0.005858687751854132
18127,73,0.03052251183333333,0.02695165252884306,0.039621364,0.0035708593044902724
18131,73,0.0226568865,0.007376776406864128,0.022656887,0.015280110093135874
18131,74,0.011002444833333333,0.007309699293754826,0.011002445,0.0036927455395785068
18161,76,3.872366666666666e-05,0.0,3.87e-05,3.872366666666666e-05
18165,73,1.9580166666666666e-05,0.0,1.96e-05,1.9580166666666666e-05
39027,73,0.017219838166666664,0.007011359047383373,0.017509551,0.010208479119283291
39027,74,0.011144910999999999,0.004953902812640765,0.011534213,0.006191008187359234
39027,75,0.005658464166666666,0.004171663361001539,0.006147355,0.0014868008056651266
39037,73,0.008652649,0.0056843202441884105,0.012569774,0.0029683287558115896
39037,74,0.006295379166666667,0.004808063505533839,0.011968215,0.0014873156611328276
39037,75,0.0041969195,0.0019951910394516094,0.011597487,0.0022017284605483907
39037,76,0.0020564905,0.0013994010673780922,0.011191785,0.0006570894326219077
39063,73,0.02393321666666667,0.01814125268874119,0.027071922,0.005791963977925481
39085,73,0.017499975833333334,0.014659071326185007,0.024271923,0.002840904507148327
39099,73,0.011160013166666668,0.008181426358565594,0.018315995,0.002978586808101074
39109,73,0.0318002325,0.03168745060176462,0.04079003,0.00011278189823537427
39113,73,0.021904906999999998,0.016738787409681277,0.026821311,0.005166119590318721
39117,73,0.5713243775,0.41029790540064726,0.825123821,0.16102647209935272
39117,74,0.42964244516666666,0.40966768192205394,0.808619988,0.019974763244612725
39131,73,0.0115369315,0.006226957841038281,0.013327145,0.005309973658961719
39131,74,0.007868098833333333,0.004281946931088261,0.010553419,0.003586151902245072
39131,75,0.004387128166666667,0.003772366767239201,0.007967555,0.0006147613994274661
39135,73,0.014224120000000002,0.012147043346171543,0.019629414,0.002077076653828459
39135,74,0.011789825333333332,0.010601715453217794,0.018536127,0.0011881098801155374
39141,73,0.011255979999999999,0.006211796163374171,0.012574403,0.0050441838366258275
39145,73,0.0019100831666666667,0.0011990659158190391,0.002083333,0.0007110172508476276
39145,74,0.0011434511666666666,0.0010485774327601918,0.001403326,9.487373390647475e-05
39155,73,0.031032774833333335,0.02939253921444854,0.039288896,0.0016402356188847944
39163,73,0.013233190166666667,0.00982205957720694,0.015529704,0.0034111305894597276
39165,73,0.0031871426666666668,0.0017853210573544607,0.003433925,0.001401821609312206
39165,74,0.0019167725000000001,0.001262952597725156,0.002286947,0.0006538199022748442
42027,73,0.006324956166666667,0.0027473304273634203,0.00864107,0.0035776257393032467
42027,74,0.005001462666666666,0.003568913833975848,0.008394113,0.0014325488326908183
42029,73,0.0010171678333333334,0.0,0.001388201,0.0010171678333333334
42029,74,0.0006715283333333333,0.0,0.001137789,0.0006715283333333333
42029,75,0.00035057733333333335,0.0,0.00091136,0.00035057733333333335
42029,76,0.00017281983333333336,8.964685130053018e-05,0.000845759,8.317298203280318e-05
42041,73,0.0020519528333333334,0.001803890918858965,0.003015322,0.00024806191447436835
42041,74,0.0015508655,0.0013998441826893505,0.002618214,0.00015102131731064942
42041,75,0.00103224,0.0006244893454337875,0.002203567,0.00040775065456621256
42047,74,0.00019327083333333335,0.0,0.003663742,0.00019327083333333335
42049,73,0.008057841333333333,0.005519942160922662,0.012302301,0.0025378991724106705
42055,74,0.002180570833333333,0.0019685700084362146,0.004182135,0.00021200082489711844
42061,73,0.01811252266666667,0.01130139108353808,0.019467635,0.006811131583128589
42061,74,0.012994555333333333,0.010051718032312279,0.015051422,0.002942837301021054
42063,73,0.13169663033333331,0.1281341471710837,0.187376181,0.003562483162249608
42075,76,2.5499999999999997e-06,0.0,7.66e-06,2.5499999999999997e-06
