fipsCode,timestamp_et,hour_idx,fold,target_hour,official_D,K,U_raw,pred_U_raw,A_D,A_osi,B_D,B_osi,C_D,C_osi,actual_osi
18013,2026-03-14 00:00:00,72,0,73,0.031660581,0.03164497683333333,1.5604166666668973e-05,-0.010750801365610218,0.015717990969074117,0.013350352868676762,0.03164497683333333,0.017332099334741564,0.03164497683333333,0.017332099334741564,0.0079
18013,2026-03-14 01:00:00,73,0,74,0.000265269,0.00024966433333333335,1.560466666666665e-05,-0.007097075826683067,0.014354237835057081,0.013680447461427714,0.014354237835057081,0.013680447461427714,0.00024966433333333335,0.010154304085996779,0.0001
18013,2026-03-14 02:00:00,74,0,75,0.00015604,0.00014043616666666668,1.560383333333332e-05,-0.003269699627345556,0.01730007608590404,0.013902744620559243,0.01730007608590404,0.013902744620559243,0.00014043616666666668,0.0096128346407499,0.0
18013,2026-03-14 03:00:00,75,0,76,4.68e-05,3.1208e-05,1.5592000000000003e-05,0.005716293307402685,0.01523967055384527,0.012340704885932178,0.01523967055384527,0.012340704885932178,0.005747501307402684,0.00996766257432153,0.0
39117,2026-03-14 00:00:00,72,4,73,0.825123821,0.5713243775,0.25379944350000005,0.2557105976936975,0.40475410322647465,0.2383516491807084,0.5713243775,0.2799942177490898,0.8270349751936974,0.3439218671725141,0.5087
39117,2026-03-14 01:00:00,73,4,74,0.808619988,0.42964244516666666,0.37897754283333335,0.27811128180802686,0.4045107233626299,0.2344560766257239,0.42964244516666666,0.2407390070767331,0.7077537269746935,0.31026682752873985,0.5023
39117,2026-03-14 02:00:00,74,4,75,0.787943551,0.2837879095,0.5041556415,0.3040835598707122,0.40290176080522644,0.23379737245653767,0.40290176080522644,0.23379737245653767,0.5878714693707121,0.2800397995979091,0.4922
39117,2026-03-14 03:00:00,75,4,76,0.742570731,0.1373736345,0.6051970965,0.3248712594419736,0.3964246036639378,0.23449400810947646,0.3964246036639378,0.23449400810947646,0.4622448939419736,0.2509490806789854,0.4232
42053,2026-03-14 00:00:00,72,3,73,0.102549356,0.05061171,0.051937646,0.03170817844648106,0.12856851867353053,0.08165248447818418,0.12856851867353053,0.08165248447818418,0.08231988844648105,0.07009032692142181,0.1337
42053,2026-03-14 01:00:00,73,3,74,0.206522218,0.04908243533333334,0.15743978266666667,0.05559988547272382,0.12930896931800825,0.08497771168839857,0.12930896931800825,0.08497771168839857,0.10468232080605716,0.07882104956041079,0.3865
42053,2026-03-14 02:00:00,74,3,75,0.344221727,0.04769880583333334,0.2965229211666666,0.07985682958887219,0.12023505615588538,0.07683259470814638,0.12023505615588538,0.07683259470814638,0.12755563542220552,0.07866273952472642,0.5049
42053,2026-03-14 03:00:00,75,3,76,0.459758976,0.02386154,0.43589743599999997,0.10760484788181249,0.1271209961503171,0.07750225058222922,0.1271209961503171,0.07750225058222922,0.13146638788181247,0.07858859851510307,0.4887
