target_fips,nearest_km,eighth_km
18001,24.048631082258865,50.97799422339974
18003,34.576937595835794,48.080920945275906
18005,28.430280686069,55.95213663158206
18007,29.066099450217486,70.69563723203129
18009,27.285809554558934,48.17987333622504
18011,27.904310701991896,53.47530384550083
18013,25.788707143140424,54.11872536625167
18015,27.03451109608436,52.77829420835615
18017,25.356750202845923,52.280463445445065
18019,23.367767788756034,68.0654943716493
18021,23.92849304793916,58.343733944285894
18023,27.904310701991896,52.280463445445065
18025,27.999648785893008,57.617566364744604
18027,23.350424249719495,53.31859131549483
18029,21.717110934444207,53.556316234728605
18031,30.590124917079986,48.901820746175
18033,27.387713955445506,51.12180158883117
18035,28.028039976552968,55.178761066263306
18037,30.955584734232858,45.71291042559736
18039,35.90683390590714,71.49971585645493
18041,21.77805213918014,54.11573880277754
18043,22.573399931978905,66.25346761832374
18045,26.85044753719141,66.23859748139714
18047,26.14185754473176,50.179233987945075
18049,30.91259929214413,57.44643811023198
18051,31.846416165196093,62.249876989971355
18053,28.298461363041774,43.361880934233064
18055,32.561834179380746,55.227924570433004
18057,26.564506025777106,51.581474990164644
18059,31.543593469174596,54.775685752162715
18061,22.573399931978905,69.66576983215774
18063,30.865421618246565,58.02492932434913
18065,32.96936873442277,52.68846654650882
18067,19.925590788764545,48.61454444130041
18069,25.07359104159933,47.35145804780489
18071,34.572254315216085,53.58843099855868
18073,24.761321723758808,66.10659408209824
18075,27.285809554558934,55.57975976025263
18077,28.640209810669155,56.70607513312827
18079,28.640209810669155,56.26558088994993
18081,26.849867148467215,51.49923342527461
18083,30.055382282727784,67.57939744393228
18085,31.943655544909845,54.99478124836372
18087,27.1532901572243,70.30357893742617
18089,26.687806449453227,90.1860322236992
18091,28.858859506370575,68.28371649315442
18093,31.42401934715129,53.31859131549483
18095,28.35252980552546,49.16654497304033
18097,31.543593469174596,55.32819695752071
18099,30.91259929214413,63.055062939098846
18101,23.350424249719495,55.42322433049729
18103,22.768963736191395,50.94170710421829
18105,25.788707143140424,54.13509692921104
18107,30.98008238495988,51.8470006233472
18109,29.579208719053266,56.24841837530707
18111,24.761321723758808,72.46221124257781
18113,27.1532901572243,63.60197310060883
18115,15.120898871948883,60.942735349690594
18117,27.999648785893008,53.21245491292859
18119,25.516895504846282,55.61436904011969
18121,23.748700833277145,60.19767365814019
18123,28.70500290087848,69.23120097390662
18125,30.955584734232858,51.74743582153315
18127,26.687806449453227,68.85328021364305
18129,24.7662512982065,102.70079013002382
18131,26.928689942830275,55.80807312810867
18133,30.865421618246565,53.576718185304586
18135,31.182847622247703,55.66668730544919
18137,25.370020010689274,55.95213663158206
18139,24.68966212332218,47.524440340777986
18141,32.519391501681795,71.8095359132244
18143,23.367767788756034,62.65156484283877
18145,26.849867148467215,54.11573880277754
18147,24.722018921532182,73.7821442778947
18149,26.928689942830275,61.813234806506536
18151,27.387713955445506,70.1240671874871
18153,38.06544628228199,77.31912525457598
18155,15.120898871948883,65.48028139794361
18157,35.33416954681962,52.10988345517616
18159,19.925590788764545,52.77829420835615
18161,21.77805213918014,53.556316234728605
18163,24.7662512982065,83.1997102859459
18165,23.748700833277145,76.71021975084005
18167,23.92849304793916,77.79439051346768
18169,22.768963736191395,48.61454444130041
18171,26.85044753719141,67.82038473040139
18173,24.722018921532182,67.57939744393228
18175,32.491924822247874,45.61456198627574
18177,27.536124218260067,50.179233987945075
18179,24.048631082258865,51.48435762623245
18181,31.515140527649738,59.761641436218255
18183,29.741223873166806,56.34823802265035
39001,35.664278175993985,76.32640070484045
39003,25.379349043227524,51.35857006617934
39005,23.73336317929721,54.591707957757805
39007,40.57223305360977,77.06841395569568
39009,28.04258210496765,60.500420605323775
39011,25.379349043227524,56.434805714789505
39013,32.118501312031285,48.57619338230082
39015,27.599653593731816,77.14444332704444
39017,27.190346407655134,56.3698193643093
39019,31.779774809908567,55.20020918843998
39021,24.591490087217306,58.98678277521141
39023,24.591490087217306,55.123180332094435
39025,27.599653593731816,71.07062004794534
39027,30.818146822936622,55.9701902445519
39029,27.3546148298412,56.60585187813713
39031,28.866089783150084,67.3826868066493
39033,32.37279205246946,59.30482984646119
39035,34.826490343670294,72.17956440879533
39037,33.43729821551764,50.59015104574039
39039,24.23575668346409,54.70689828674077
39041,31.15672081394223,64.0565127832101
39043,24.217052939501574,65.82544263077536
39045,31.135046086476546,63.2044072653347
39047,34.2584234827056,59.44588678916559
39049,34.34641834328567,64.2952336685668
39051,30.23234806876116,72.52527085640197
39053,25.89904990387685,55.63071480129211
39055,22.469822662754737,73.69506912489032
39057,26.647178396876352,50.663237083061155
39059,31.982820647817555,56.94139730124946
39061,27.190346407655134,59.24594925831623
39063,35.21541602845302,58.8181440353575
39065,31.66035683841091,56.44686496297465
39067,29.75894568639236,50.5726252745623
39069,30.23234806876116,50.12177215246116
39071,31.20905700762136,55.67923642993828
39073,27.359180651077406,55.43103213625646
39075,28.866089783150084,61.91936968370618
39077,24.217052939501574,58.60359707833587
39079,28.161594930150915,54.40976266447881
39081,19.971741209532553,47.9937988655888
39083,34.452247138608556,62.975261710914126
39085,22.469822662754737,85.08401900566105
39087,31.570206824323115,62.178660513866326
39089,34.53879163059785,54.80205497921758
39091,27.889590028779622,54.17001984250723
39093,28.878628556713092,66.31732040194208
39095,28.874344242263227,76.7405664280526
39097,32.817580149995905,54.355084964549484
39099,27.3546148298412,55.13668902239852
39101,30.836628524798005,56.625788054246705
39103,28.878628556713092,59.17141323040963
39105,28.04258210496765,56.03043479509528
39107,33.79136542376921,53.44644093957979
39109,30.99103214719672,54.17001984250723
39111,32.15193441978519,50.34832026260939
39113,30.597671729332944,55.9701902445519
39115,35.28819645211512,56.94139730124946
39117,31.777738059455512,55.72253797882293
39119,35.55988416540448,63.2044072653347
39121,31.982820647817555,59.225890610760686
39123,20.193523676940366,78.47579033173267
39125,24.23575668346409,50.97799422339974
39127,33.759081623766804,66.80168545038144
39129,33.96390016376407,63.49403846851814
39131,28.94527827393952,63.24559822846737
39133,28.50550447811726,58.94265738064365
39135,26.99144168141722,50.68032395204972
39137,27.95104694632805,56.44686496297465
39139,23.73336317929721,56.625788054246705
39141,28.94527827393952,58.79273777169058
39143,20.193523676940366,58.8181440353575
39145,31.067106646367183,67.48862653326856
39147,25.9043939387297,50.27230951621298
39149,25.54820853385964,58.39098681200391
39151,34.93379421159143,55.19365239606691
39153,28.50550447811726,64.63852755442616
39155,33.69296358118304,61.04070830976511
39157,35.9436285996025,60.66799613655762
39159,31.15672081394223,54.89007698266662
39161,29.048521060051105,52.706091743348566
39163,27.359180651077406,57.03942354383497
39165,30.818146822936622,55.67923642993828
39167,27.20664768173889,49.17437189379728
39169,29.96791620026095,56.3714404483192
39171,27.516641188410205,70.30357893742617
39173,28.874344242263227,56.90133806022429
39175,30.836628524798005,60.63326215574295
42001,32.738880909923395,82.7892653577609
42003,38.43789201516782,65.26088173232473
42005,36.43056760239444,72.49706262081875
42007,26.077708204506923,51.47066312806941
42009,33.436157456466034,72.14067797892278
42011,35.674920579256344,64.34673572471826
42013,30.9071209243279,66.01103419954
42015,38.09674415045048,84.89881531155024
42017,26.173007951549145,82.21844101124398
42019,36.46094661130934,70.61855521930046
42021,30.9071209243279,72.49706262081875
42023,37.15484622766406,86.42135132379809
42025,34.68915587297487,60.225151399878314
42027,38.1846720388834,65.94695514138583
42029,30.42924973313692,74.50874155897209
42031,36.00536292598646,70.25873656309837
42033,46.28751146295264,74.67402755106805
42035,38.1846720388834,70.27270683766855
42037,21.376040195696703,61.51279474509934
42039,34.67350283582167,79.11955507727394
42041,26.09864475375852,66.95008180501948
42043,27.760823609090128,57.507373381149286
42045,24.771775082346384,93.471818672293
42047,37.15484622766406,72.04749024969149
42049,34.67350283582167,102.3754722830464
42051,46.09944781979634,68.37556672210599
42053,33.67359571090556,80.22597846928906
42055,33.35911799433199,66.12268058890882
42057,33.35911799433199,76.54253917960138
42059,29.07069965815879,55.510170467444084
42061,31.90000901654095,62.577342472051235
42063,36.06773283019157,75.26020755997062
42065,36.00536292598646,74.35375280650776
42067,18.910307266212637,55.913189914364615
42069,34.67370774889293,75.25121214209705
42071,40.27939824749562,77.17069194439347
42073,34.37164279886378,65.26088173232473
42075,27.760823609090128,68.42352180449397
42077,28.718125401219222,71.03880597527676
42079,37.146472496529434,58.51148530682473
42081,42.28796641023483,64.16237427999792
42083,43.06246589927389,98.56680448470678
42085,35.169914466715575,69.35722434724583
42087,20.194993064145613,63.45345070164751
42089,33.89902359822858,76.28235839187067
42091,26.173007951549145,77.17069194439347
42093,20.02475784940382,58.51148530682473
42095,28.718125401219222,74.05708764924242
42097,20.02475784940382,62.220073365885426
42099,18.910307266212637,65.00867894010597
42101,24.771775082346384,94.92595080914882
42103,39.76684027395998,84.51153625119771
42105,42.78480527257086,95.85049944072772
42107,40.452592612328324,55.759328380496505
42109,21.471191565795277,63.74986869445391
42111,45.999046686874564,78.26264642811329
42113,38.09674415045048,70.73264604641778
42115,38.159539593689246,93.17241373514118
42117,50.22772199026844,96.51203825112206
42119,21.471191565795277,60.99597115213202
42121,36.47070091577332,69.51636722704244
42123,33.67359571090556,79.70077974763777
42125,29.389732039881736,55.471933941888985
42127,34.67370774889293,99.45347126255683
42129,46.09944781979634,76.71134582675566
42131,35.11813091274957,71.51917629661413
42133,42.265492500946145,84.82729044247162
54001,22.88676758065503,47.21872913227811
54003,22.431727395668762,82.7892653577609
54005,28.972923682098912,56.67722406214265
54007,27.651554633580886,54.6020942493241
54009,19.94276972489879,49.37209493710709
54011,30.58535190827764,64.01201142777538
54013,24.214787286656524,53.29809318106719
54015,30.645060337605837,56.97153208387184
54017,26.638584679261513,47.99482434788727
54019,32.17439834291812,62.15019941921588
54021,24.214787286656524,54.04375914658959
54023,31.105058686167073,69.73076595466301
54025,43.82511267677709,79.01831133110566
54027,30.341707296460083,80.14899073442966
54029,21.916217378180928,50.45724117120308
54031,31.105058686167073,87.70762620413672
54033,27.779322024794023,47.89170806683401
54035,31.310777135193725,55.63071480129211
54037,22.431727395668762,93.69506660278408
54039,38.30505389266434,62.89760951925747
54041,25.673167831921294,54.56318766530701
54043,31.070406860674545,62.178660513866326
54045,21.062707518886015,66.49879837918724
54047,27.300959804670935,88.12165378959962
54049,21.53543246790822,49.57549591093642
54051,26.54757017708838,50.8585346997758
54053,25.89904990387685,59.14479867320264
54055,35.6676451487407,86.60614540801879
54057,30.341707296460083,76.40204014272945
54059,21.062707518886015,78.05922395490083
54061,21.53543246790822,55.434648618843234
54063,29.143736328590595,98.09608081132826
54065,22.471762500526363,80.22869691067385
54067,30.645060337605837,67.40687557959349
54069,19.94276972489879,47.345200758633226
54071,46.717335976298415,88.85618996427517
54073,23.008216737556943,50.690364407554746
54075,40.37872077525758,85.40896614117513
54077,35.70048867559424,62.492827197374396
54079,30.58535190827764,55.499451421830955
54081,31.981812717280658,65.77386516874667
54083,33.858580751436634,64.11180531540883
54085,23.008216737556943,48.29467947972687
54087,24.715012377018116,54.6020942493241
54089,29.143736328590595,76.6008627355939
54091,22.88676758065503,54.56318766530701
54093,31.894850652163903,62.54132174523398
54095,25.905090546859867,52.41444091341122
54097,25.673167831921294,54.04375914658959
54099,31.337636125080596,76.06305552498596
54101,34.46884956233881,60.874591142111555
54103,26.20439265527095,50.83527700023144
54105,24.057007094611727,49.17437189379728
54107,24.057007094611727,53.29809318106719
54109,27.300959804670935,62.15019941921588
