split_seed,space,horizon,comparison,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
42,aligned_D6,osi_target_t06h,G_minus_A,all_counties,32982,0.01594324234760266,0.005037146165065891,8.383594860716915,6.25701481062112e-05,0.01594324234760266,0.005037146165065891,8.383594860716915,6.25701481062112e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
42,aligned_D6,osi_target_t06h,G_minus_A,exclude_Morrow_diagnostic_only,32844,0.015654877253135704,0.004970298036538274,8.049249271392133,0.00013430169522784673,0.015654877253135704,0.004970298036538274,8.049249271392133,0.00013430169522784673,0.0,0.0,0.0,0,238,2000,20260910,0.0,0.0,0.0,1.0
42,aligned_D6,osi_target_t06h,G_minus_C,all_counties,32982,0.015951937527372187,0.005032676845572973,8.392741901351318,1.653002923439982e-05,0.01594324234760266,0.005037146165065891,8.383594860716915,6.25701481062112e-05,-8.69517976952866e-06,-0.05450861222725534,0.00914704063440297,30019,239,2000,20260910,-0.00016250701212220734,0.00015818716710397615,0.56,0.0
42,aligned_D6,osi_target_t06h,G_minus_C,exclude_Morrow_diagnostic_only,32844,0.015615542926480798,0.004958465416898593,8.008851121110581,9.423434834881664e-05,0.015654877253135704,0.004970298036538274,8.049249271392133,0.00013430169522784673,3.933432665490649e-05,0.25189214899601353,-0.04039815028155225,29881,238,2000,20260910,-8.49257873460883e-05,0.00018993086765116857,0.308,0.0
20260917,raw_D1,osi_target_t01h,G_minus_B,all_counties,34177,0.017916634952049714,0.005337988882091109,10.971015500187207,-7.598713290387676e-05,0.01747116689085798,0.005279284346511754,10.432244641996707,-6.158302860147692e-05,-0.0004454680611917332,-2.486337765902691,0.5387708581904995,748,239,2000,20260910,-0.0011247458512926953,-1.9292863592560237e-05,0.988,0.0
20260917,raw_D1,osi_target_t01h,G_minus_B,exclude_Morrow_diagnostic_only,34034,0.017225935175597597,0.005231549272006859,10.099005567563193,3.651624216592747e-05,0.017061877386356547,0.005195539536373734,9.907558098638408,2.79271017298304e-05,-0.0001640577892410497,-0.9523882887557567,0.19144746892478537,744,238,2000,20260910,-0.00038727049325792197,4.7762331825939255e-06,0.9655,0.0
20260917,raw_D1,osi_target_t01h,G_minus_A,all_counties,34177,0.018025750397208582,0.005347997349015246,11.10505322990052,-8.599560044246262e-05,0.01747116689085798,0.005279284346511754,10.432244641996707,-6.158302860147692e-05,-0.0005545835063506012,-3.076618138662801,0.6728085879038126,784,239,2000,20260910,-0.0014539705785117979,-2.188189430147112e-05,0.9885,0.0
20260917,raw_D1,osi_target_t01h,G_minus_A,exclude_Morrow_diagnostic_only,34034,0.0172276927033216,0.005235967129972091,10.101066435382656,3.209838358366591e-05,0.017061877386356547,0.005195539536373734,9.907558098638408,2.79271017298304e-05,-0.0001658153169650546,-0.9624928875883954,0.19350833674424806,780,238,2000,20260910,-0.000388477577562154,3.1664787164363714e-06,0.9665,0.0
20260917,raw_D1,osi_target_t01h,G_minus_C,all_counties,34177,0.018025003219205,0.005408645024203529,11.104132626946186,1.2851593393923809e-05,0.01747116689085798,0.005279284346511754,10.432244641996707,-6.158302860147692e-05,-0.0005538363283470182,-3.072600440686335,0.6718879849494783,30469,239,2000,20260910,-0.0008952636083179892,-0.00019502357223730402,0.998,0.0
20260917,raw_D1,osi_target_t01h,G_minus_C,exclude_Morrow_diagnostic_only,34034,0.017540812432772238,0.005306239919445591,10.47158455068496,0.00011619328464401145,0.017061877386356547,0.005195539536373734,9.907558098638408,2.79271017298304e-05,-0.0004789350464156905,-2.730404012079146,0.5640264520465532,30330,238,2000,20260910,-0.0008078964305660002,-0.000142694954820626,0.999,0.0
20260917,aligned_D1,osi_target_t01h,G_minus_B,all_counties,34177,0.018192839353944237,0.005375058704282549,11.311883082251594,-4.337564286351249e-05,0.017754302810350647,0.005316354168703194,10.773112224061094,-2.8971538561112588e-05,-0.00043853654359359007,-2.410489836477969,0.5387708581904995,748,239,2000,20260910,-0.0011012386096693248,-1.9312372279333148e-05,0.988,0.0
20260917,aligned_D1,osi_target_t01h,G_minus_B,exclude_Morrow_diagnostic_only,34034,0.0174745364065269,0.0052618825260661905,10.392602589552343,7.759267845644096e-05,0.01731283454250656,0.0052258727904330666,10.201155120627554,6.900353802034391e-05,-0.0001617018640203416,-0.9253571039512298,0.19144746892478892,744,238,2000,20260910,-0.0003786567561067745,4.747175123299915e-06,0.9655,0.0
20260917,aligned_D1,osi_target_t01h,G_minus_A,all_counties,34177,0.018300308006584973,0.005385067171206686,11.445920811964907,-5.338411040209822e-05,0.017754302810350647,0.005316354168703194,10.773112224061094,-2.8971538561112588e-05,-0.0005460051962343261,-2.9835847355020317,0.6728085879038126,784,239,2000,20260910,-0.0014222436727301462,-2.180725372608651e-05,0.9885,0.0
20260917,aligned_D1,osi_target_t01h,G_minus_A,exclude_Morrow_diagnostic_only,34034,0.01747626893330564,0.005266300384031422,10.394663457371804,7.317481987417963e-05,0.01731283454250656,0.0052258727904330666,10.201155120627554,6.900353802034391e-05,-0.0001634343907990811,-0.935178964244554,0.19350833674424983,780,238,2000,20260910,-0.0003803978930531243,3.173935960866981e-06,0.9665,0.0
20260917,aligned_D1,osi_target_t01h,G_minus_C,all_counties,34177,0.018047282923263144,0.005375706364729839,11.131599993519867,-1.551800989001786e-05,0.017754302810350647,0.005316354168703194,10.773112224061094,-2.8971538561112588e-05,-0.00029298011291249704,-1.6234028920488752,0.3584877694587725,30469,239,2000,20260910,-0.0004789645877390566,-9.931320462774349e-05,0.998,0.0
20260917,aligned_D1,osi_target_t01h,G_minus_C,exclude_Morrow_diagnostic_only,34034,0.017555351179050483,0.00527553974224889,10.488950542743503,8.966936158644733e-05,0.01731283454250656,0.0052258727904330666,10.201155120627554,6.900353802034391e-05,-0.00024251663654392339,-1.3814399613567896,0.28779542211594844,30330,238,2000,20260910,-0.0004115004803926523,-7.136874727833117e-05,0.9985,0.0
20260917,aligned_D6,osi_target_t06h,G_minus_B,all_counties,32982,0.01696587658112476,0.005156954704047238,9.493570812049615,-6.303379112733968e-05,0.01696587658112476,0.005156954704047238,9.493570812049615,-6.303379112733968e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260917,aligned_D6,osi_target_t06h,G_minus_B,exclude_Morrow_diagnostic_only,32844,0.016689963301589023,0.005089025288537454,9.148856314775507,1.1159423145925247e-05,0.016689963301589023,0.005089025288537454,9.148856314775507,1.1159423145925247e-05,0.0,0.0,0.0,0,238,2000,20260910,0.0,0.0,0.0,1.0
20260917,aligned_D6,osi_target_t06h,G_minus_A,all_counties,32982,0.01696587658112476,0.005156954704047238,9.493570812049615,-6.303379112733968e-05,0.01696587658112476,0.005156954704047238,9.493570812049615,-6.303379112733968e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260917,aligned_D6,osi_target_t06h,G_minus_A,exclude_Morrow_diagnostic_only,32844,0.016689963301589023,0.005089025288537454,9.148856314775507,1.1159423145925247e-05,0.016689963301589023,0.005089025288537454,9.148856314775507,1.1159423145925247e-05,0.0,0.0,0.0,0,238,2000,20260910,0.0,0.0,0.0,1.0
20260917,aligned_D6,osi_target_t06h,G_minus_C,all_counties,32982,0.01723174290134019,0.005216398552676573,9.793442999448782,-3.574632316653301e-05,0.01696587658112476,0.005156954704047238,9.493570812049615,-6.303379112733968e-05,-0.0002658663202154306,-1.5428869948770685,0.299872187399167,30100,239,2000,20260910,-0.00044273871009845256,-9.384206296593692e-05,0.999,0.0
20260917,aligned_D6,osi_target_t06h,G_minus_C,exclude_Morrow_diagnostic_only,32844,0.016926077844475976,0.005139847191359661,9.409546900162823,4.4553715310014046e-05,0.016689963301589023,0.005089025288537454,9.148856314775507,1.1159423145925247e-05,-0.00023611454288695322,-1.3949749319155602,0.2606905853873158,29962,238,2000,20260910,-0.000402025110922289,-7.291445731078105e-05,0.9995,0.0
20260918,raw_D1,osi_target_t01h,G_minus_B,all_counties,34177,0.0163294826267756,0.005200667214711284,9.113365501683543,1.803971258607693e-05,0.01598856362271889,0.005156351910600098,8.736808915911855,4.016593693561431e-05,-0.0003409190040567084,-2.087751411656491,0.37655658577168793,761,239,2000,20260910,-0.000961984467833175,-7.0585509604501815e-06,0.9815,0.0
20260918,raw_D1,osi_target_t01h,G_minus_B,exclude_Morrow_diagnostic_only,34034,0.01563878798138818,0.005094580291789859,8.323752881355498,0.00010639198401234069,0.015554494944918899,0.005068546444606522,8.234264680352968,0.00011014352000645965,-8.429303646928163e-05,-0.5389998033709431,0.08948820100252952,757,238,2000,20260910,-0.00019377687425597813,1.7637368785796193e-05,0.9465,0.0
20260918,raw_D1,osi_target_t01h,G_minus_A,all_counties,34177,0.016414137704847488,0.005210192178050882,9.208101197422746,8.514749031910849e-06,0.01598856362271889,0.005156351910600098,8.736808915911855,4.016593693561431e-05,-0.00042557408212859707,-2.5927288401078497,0.4712922815108911,784,239,2000,20260910,-0.0012334721914484255,-9.008518254491443e-06,0.985,0.0
20260918,raw_D1,osi_target_t01h,G_minus_A,exclude_Morrow_diagnostic_only,34034,0.015640704672539352,0.005099954282799561,8.325793326072427,0.00010101799278716835,0.015554494944918899,0.005068546444606522,8.234264680352968,0.00011014352000645965,-8.620972762045376e-05,-0.5511882579805616,0.09152864571945862,780,238,2000,20260910,-0.0001965331853552237,1.5525053378744988e-05,0.9525,0.0
20260918,raw_D1,osi_target_t01h,G_minus_C,all_counties,34177,0.016214526977589912,0.005206117393301599,8.985505320301634,-9.381187769767311e-05,0.01598856362271889,0.005156351910600098,8.736808915911855,4.016593693561431e-05,-0.00022596335487102062,-1.3935858578133287,0.24869640438977925,30278,239,2000,20260910,-0.0007106881679243559,0.00013720986862655665,0.861,0.0
20260918,raw_D1,osi_target_t01h,G_minus_C,exclude_Morrow_diagnostic_only,34034,0.015604155579480673,0.005097954597168522,8.28692747467954,6.486564524999263e-06,0.015554494944918899,0.005068546444606522,8.234264680352968,0.00011014352000645965,-4.9660634561774636e-05,-0.3182526238528327,0.05266279432657228,30139,238,2000,20260910,-0.00033643470425924504,0.00019852239522681243,0.6545,0.0
20260918,aligned_D1,osi_target_t01h,G_minus_B,all_counties,34177,0.016390968965063528,0.005181320825802908,9.182124866724596,4.5037798218564206e-05,0.016051355938774752,0.005137005521691722,8.805568280952908,6.716402256810168e-05,-0.00033961302628877574,-2.0719521037020017,0.37655658577168793,761,239,2000,20260910,-0.0009436868056524625,-7.031796378463247e-06,0.9815,0.0
20260918,aligned_D1,osi_target_t01h,G_minus_B,exclude_Morrow_diagnostic_only,34034,0.015668660918990114,0.005071853361951024,8.355583025595603,0.00015391175124944466,0.015584529459017504,0.005045819514767686,8.266094824593075,0.00015766328724356384,-8.413145997260979e-05,-0.5369409703074535,0.08948820100252775,757,238,2000,20260910,-0.0001925678812829621,1.744052706815351e-05,0.9465,0.0
20260918,aligned_D1,osi_target_t01h,G_minus_A,all_counties,34177,0.016475308110903586,0.005190845789142505,9.276860562463797,3.551283466439818e-05,0.016051355938774752,0.005137005521691722,8.805568280952908,6.716402256810168e-05,-0.00042395217212883377,-2.57325792801566,0.4712922815108893,784,239,2000,20260910,-0.0012147950902603123,-8.81474632765493e-06,0.985,0.0
20260918,aligned_D1,osi_target_t01h,G_minus_A,exclude_Morrow_diagnostic_only,34034,0.01567057395633839,0.005077227352960725,8.357623470312532,0.00014853776002427235,0.015584529459017504,0.005045819514767686,8.266094824593075,0.00015766328724356384,-8.604449732088626e-05,-0.5490832534955303,0.09152864571945685,780,238,2000,20260910,-0.00019380412703518752,1.5328322551035204e-05,0.9525,0.0
20260918,aligned_D1,osi_target_t01h,G_minus_C,all_counties,34177,0.01618913731906255,0.0051639256238974985,8.957387288188745,-2.922805587409843e-07,0.016051355938774752,0.005137005521691722,8.805568280952908,6.716402256810168e-05,-0.0001377813802877978,-0.8510730224368546,0.15181900723583652,30278,239,2000,20260910,-0.0004281757716231468,6.154778399529816e-05,0.877,0.0
20260918,aligned_D1,osi_target_t01h,G_minus_C,exclude_Morrow_diagnostic_only,34034,0.015613973999474177,0.005061103442870997,8.297359328170604,0.00010449335892133288,0.015584529459017504,0.005045819514767686,8.266094824593075,0.00015766328724356384,-2.944454045667247e-05,-0.18857813172780125,0.0312645035775283,30139,238,2000,20260910,-0.000165082337816831,8.936324309466707e-05,0.69,0.0
20260918,aligned_D6,osi_target_t06h,G_minus_B,all_counties,32982,0.01537466587210484,0.004976738426811634,7.796296726090335,7.495874653805031e-05,0.01537466587210484,0.004976738426811634,7.796296726090335,7.495874653805031e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,aligned_D6,osi_target_t06h,G_minus_B,exclude_Morrow_diagnostic_only,32844,0.015113210434011107,0.004910838346208507,7.50186945332803,0.00013871430696717774,0.015113210434011107,0.004910838346208507,7.50186945332803,0.00013871430696717774,0.0,0.0,0.0,0,238,2000,20260910,0.0,0.0,0.0,1.0
20260918,aligned_D6,osi_target_t06h,G_minus_A,all_counties,32982,0.01537466587210484,0.004976738426811634,7.796296726090335,7.495874653805031e-05,0.01537466587210484,0.004976738426811634,7.796296726090335,7.495874653805031e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,aligned_D6,osi_target_t06h,G_minus_A,exclude_Morrow_diagnostic_only,32844,0.015113210434011107,0.004910838346208507,7.50186945332803,0.00013871430696717774,0.015113210434011107,0.004910838346208507,7.50186945332803,0.00013871430696717774,0.0,0.0,0.0,0,238,2000,20260910,0.0,0.0,0.0,1.0
20260918,aligned_D6,osi_target_t06h,G_minus_C,all_counties,32982,0.015475001827297498,0.005000328931234959,7.898386929042423,2.1346596447690105e-05,0.01537466587210484,0.004976738426811634,7.796296726090335,7.495874653805031e-05,-0.00010033595519265762,-0.6483744319543017,0.1020902029520876,29913,239,2000,20260910,-0.00031718796846218444,6.180858228973936e-05,0.8645,0.0
20260918,aligned_D6,osi_target_t06h,G_minus_C,exclude_Morrow_diagnostic_only,32844,0.015142245777366344,0.004924529079224016,7.530722170291154,9.779850057566126e-05,0.015113210434011107,0.004910838346208507,7.50186945332803,0.00013871430696717774,-2.9035343355236776e-05,-0.19175057506091164,0.02885271696312408,29775,238,2000,20260910,-0.00016364753376621626,9.101864503911156e-05,0.694,0.0
