split_seed,fipsCode,timestamp_et,hour_idx,stateAbbr,fold,split_id,gated_identity_hash,source_u_identity_hash,baseline_identity_hash,target_timestamp,scoreable,K,use_U,pred_U_raw,A_D1,B_D1,C_D1,G_D1,original_D_model_id,U_model_id,selected_model_id,selected_rule,D_changed_vs_A,D_changed_vs_B,D_changed_vs_C,actual_D,actual_osi,A_osi,B_osi,C_osi,G_osi,sse_reduction_G_vs_B
42,18013,2026-03-14 00:00:00,72,IN,1,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 01:00:00,True,0.03164497683333333,True,-0.008318167956661286,0.018414489136646183,0.03164497683333333,0.03164497683333333,0.03164497683333333,e074cbb669314bd64a3e5fb72b88a198b26d6797b7ecd4075039f6c07056483b,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,U_reconstruction,True,False,False,0.031660581,0.0079,0.01152009979387188,0.014827721718043668,0.014827721718043668,0.014827721718043668,0.0
42,18013,2026-03-14 01:00:00,73,IN,1,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 02:00:00,True,0.00024966433333333335,True,-0.005560690403818065,0.018219914078348234,0.018219914078348234,0.00024966433333333335,0.00024966433333333335,e074cbb669314bd64a3e5fb72b88a198b26d6797b7ecd4075039f6c07056483b,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,U_reconstruction,True,True,False,0.000265269,0.0001,0.012723597648511482,0.012723597648511482,0.008231035212257758,0.008231035212257758,9.324148396852905e-05
42,18013,2026-03-14 02:00:00,74,IN,1,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 03:00:00,True,0.00014043616666666668,True,-0.0024611622064373622,0.01650295887167135,0.01650295887167135,0.00014043616666666668,0.00014043616666666668,e074cbb669314bd64a3e5fb72b88a198b26d6797b7ecd4075039f6c07056483b,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,U_reconstruction,True,True,False,0.00015604,0.0,0.01198474725558731,0.01198474725558731,0.00789411657933614,0.00789411657933614,8.131709021215786e-05
42,18013,2026-03-14 03:00:00,75,IN,1,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 04:00:00,True,3.1208e-05,True,0.002707301641937286,0.015802086870567732,0.015802086870567732,0.002738509641937286,0.002738509641937286,e074cbb669314bd64a3e5fb72b88a198b26d6797b7ecd4075039f6c07056483b,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,856a577396e0f0863d1d59e753805501d5a7fceef83258dacedcef8180266888,U_reconstruction,True,True,False,4.68e-05,0.0,0.011604869048945901,0.011604869048945901,0.00833897474178829,0.00833897474178829,6.513448589899949e-05
42,39115,2026-03-14 00:00:00,72,OH,2,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 01:00:00,True,0.042964077499999996,True,0.031290729491645894,0.07699856557496772,0.07699856557496772,0.07425480699164588,0.07425480699164588,fd30e029fe742e8b3981f71cf12d0e14c7c8846958a2db051acb184510484533,6af0e105c196df2b2f08686396e10f8fa4331effcc9cf244cf52ff349e0f08c2,6af0e105c196df2b2f08686396e10f8fa4331effcc9cf244cf52ff349e0f08c2,U_reconstruction,True,True,False,0.062584404,0.0388,0.05027565384589613,0.05027565384589613,0.04958971420006567,0.04958971420006567,1.5272698671731783e-05
42,39115,2026-03-14 01:00:00,73,OH,2,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 02:00:00,True,0.0312150325,True,0.047032596939226276,0.07984196220994715,0.07984196220994715,0.07824762943922628,0.07824762943922628,fd30e029fe742e8b3981f71cf12d0e14c7c8846958a2db051acb184510484533,6af0e105c196df2b2f08686396e10f8fa4331effcc9cf244cf52ff349e0f08c2,6af0e105c196df2b2f08686396e10f8fa4331effcc9cf244cf52ff349e0f08c2,U_reconstruction,True,True,False,0.060713045,0.0403,0.049459046769490984,0.049459046769490984,0.04906046357681077,0.04906046357681077,7.142415645095064e-06
42,39115,2026-03-14 02:00:00,74,OH,2,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 03:00:00,True,0.021877532,True,0.060977096072527034,0.0798214622961618,0.0798214622961618,0.08285462807252704,0.08285462807252704,fd30e029fe742e8b3981f71cf12d0e14c7c8846958a2db051acb184510484533,6af0e105c196df2b2f08686396e10f8fa4331effcc9cf244cf52ff349e0f08c2,6af0e105c196df2b2f08686396e10f8fa4331effcc9cf244cf52ff349e0f08c2,U_reconstruction,True,True,False,0.063201759,0.0452,0.048302053896386365,0.048302053896386365,0.04906034534047767,0.04906034534047767,-5.279527771661846e-06
42,39115,2026-03-14 03:00:00,75,OH,2,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 04:00:00,True,0.012347108,True,0.07300824457180324,0.0772875275270103,0.0772875275270103,0.08535535257180324,0.08535535257180324,fd30e029fe742e8b3981f71cf12d0e14c7c8846958a2db051acb184510484533,6af0e105c196df2b2f08686396e10f8fa4331effcc9cf244cf52ff349e0f08c2,6af0e105c196df2b2f08686396e10f8fa4331effcc9cf244cf52ff349e0f08c2,U_reconstruction,True,True,False,0.06345256,0.0403,0.046125735540730003,0.046125735540730003,0.04814269180192824,0.04814269180192824,-2.7568620109507713e-05
42,39117,2026-03-14 00:00:00,72,OH,4,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 01:00:00,True,0.5713243775,True,0.2228615025540147,0.4073621213400394,0.5713243775,0.7941858800540147,0.7941858800540147,f50ae290ec680e252a2b28fa25c8b7d7984f2fb5cfaa8be2512c50801249dc31,6d8c6595fefe31d782e6f1e1156bcede95018a0f4bc9cd1d11cde8dc1fbdd671,6d8c6595fefe31d782e6f1e1156bcede95018a0f4bc9cd1d11cde8dc1fbdd671,U_reconstruction,True,True,False,0.825123821,0.5087,0.24530780767678373,0.28629837171677386,0.3420137473552775,0.3420137473552775,0.021678177442290045
42,39117,2026-03-14 01:00:00,73,OH,4,2ee47b74590051cec9d0d1ed0ac7d7a640250c8370433b1dfdac9b281ffe4021,89c9a1d3998d0cfa1dbab3bfa7b473c251915f5828e4963fbe8602c778d14587,687c3a709be696f02dce64485e476c0beb0870367ea479980c7c6790854cc507,144c278fa2029b96f2e844f15f9b5c90719ce290c80fbc9e779c7f2f7e3cfa5c,2026-03-14 02:00:00,True,0.42964244516666666,True,0.2622725285397164,0.40675779729946976,0.42964244516666666,0.691914973706383,0.691914973706383,f50ae290ec680e252a2b28fa25c8b7d7984f2fb5cfaa8be2512c50801249dc31,6d8c6595fefe31d782e6f1e1156bcede95018a0f4bc9cd1d11cde8dc1fbdd671,6d8c6595fefe31d782e6f1e1156bcede95018a0f4bc9cd1d11cde8dc1fbdd671,U_reconstruction,True,True,False,0.808619988,0.5023,0.2448707516496926,0.2505919136164918,0.31616004575142087,0.31616004575142087,0.02870887818318449
