fipsCode,timestamp_et,hour_idx,fold,p71,pred_E1_P,pred_E2_P,a_P_contribution,b_P_contribution,official_P,E0_P,official_OSI,E0_OSI,E1_OSI,E2_OSI
18013,2026-03-14 00:00:00,72,1,0.000187248,0.008248629567594003,0.005279862159985013,0.0001161278658975626,0.00516373429408745,0.0,0.01649290907133074,0.0079,0.014827721718043668,0.011530009916548973,0.010342502953505375
18013,2026-03-14 01:00:00,73,1,0.000187248,0.011230267900505693,0.005250152665082329,0.00011788887968395448,0.0051322637853983746,0.0,0.018737094043672648,0.0001,0.008231035212257758,0.005228304754990976,0.00283625866082163
18013,2026-03-14 02:00:00,74,1,0.000187248,0.011038586476829077,0.005328036185165543,0.0001113732934647706,0.005216662891700773,0.0,0.018199660193912778,0.0,0.00789411657933614,0.005029687092502661,0.0027454669758372467
18013,2026-03-14 03:00:00,75,1,0.000187248,0.00839822528907257,0.005118378931702741,0.0001059421719528496,0.005012436759749891,0.0,0.017213053623635184,0.0,0.00833897474178829,0.0048130434079632425,0.003501104865015312
18013,2026-03-14 04:00:00,76,1,0.000187248,0.008537072960683637,0.004897059636201525,0.00010692802682529489,0.0047901316093762305,0.0,0.019570950544085287,0.0,0.012689481001326717,0.008275929967966058,0.006819924638173212
18013,2026-03-14 05:00:00,77,1,0.000187248,0.007868020069427892,0.004878130455117404,9.925217954609519e-05,0.004778878275571309,0.0,0.01900184392045055,0.0,0.011550786563734206,0.009324021793529674,0.008726043870667576
18013,2026-03-14 06:00:00,78,1,0.000187248,0.010091525770221745,0.004873586862806683,0.00010093439138669453,0.004772652471419989,0.0,0.021708337277542875,0.0,0.0126584216797793,0.010335059378315074,0.009291471596832062
18013,2026-03-14 07:00:00,79,1,0.000187248,0.00975731540325077,0.005070912969119642,8.901095820394215e-05,0.0049819020109157,9.36e-05,0.01999695501659018,0.0001,0.012234532807544359,0.010186604884876476,0.00924932439805025
18013,2026-03-14 08:00:00,80,1,0.000187248,0.008453427626382735,0.0026398018128154592,8.451568990394377e-05,0.0025552861229115155,9.36e-05,0.015714239570109322,0.0001,0.010646051110664958,0.00919388872191964,0.008031163559206186
18013,2026-03-14 09:00:00,81,1,0.000187248,0.012634061096730662,6.759517217518902e-05,6.759517217518902e-05,0.0,0.000187266,0.013881361175492905,0.0001,0.006998646359061905,0.006749186343309456,0.004235893158398361
18013,2026-03-14 10:00:00,82,1,0.000187248,0.009365341497293454,0.00100286161642651,6.37386571930663e-05,0.0009391229592334436,9.36e-05,0.007426350411399984,0.0001,0.0055077888174920675,0.005895587034670762,0.004223091058497373
18013,2026-03-14 11:00:00,83,1,0.000187248,0.008153321213102015,0.0005604345529808758,3.537315501753098e-05,0.0005250613979633448,0.0,0.003958305782407847,0.0,0.0042539100465804084,0.005092913132719242,0.0035743358006950147
18013,2026-03-14 12:00:00,84,1,0.000187248,0.007405400972432709,0.00042718387395894697,3.639368978991276e-05,0.0003907901841690342,0.0,0.003944230623833563,0.0,0.0038652565044039427,0.004557490574123771,0.0031618471544290192
18013,2026-03-14 13:00:00,85,1,0.000187248,0.007104519692020748,0.00042479674414554436,3.400655997651013e-05,0.0003907901841690342,0.0,0.0038799697343798265,0.0,0.004085899970846355,0.004730809962374539,0.0033948653727994983
