fipsCode,countyName,fold,origin_timestamp,horizon,target_hour,target_timestamp,known_D_lower_bound,baseline_D,projected_D,actual_D,D_sse_reduction,actual_osi,baseline_P_t,actual_P_t,baseline_N_t,actual_N_t,baseline_D_t,actual_D_t,baseline_R_t,actual_R_t,baseline_C0_direct_osi,candidate_C0_direct_osi,sse_reduction_C0_direct_osi,baseline_C1_component_osi,candidate_C1_component_osi,sse_reduction_C1_component_osi,baseline_C2_equal_blend,candidate_C2_equal_blend,sse_reduction_C2_equal_blend,baseline_C3_aligned_component,candidate_C3_aligned_component,sse_reduction_C3_aligned_component,baseline_v18_rule,candidate_v18_rule,sse_reduction_v18_rule
18013,Brown County,0,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.03164497683333333,0.015717990969074117,0.03164497683333333,0.031660581,0.00025416593340416,0.0079,0.021369190678767726,0.0,0.003131222701884897,0.0,0.015717990969074117,0.031660581,0.0022274909075857257,6.24e-05,0.014178944694889556,0.014178944694889556,0.0,0.013350352868676762,0.017332099334741564,-5.9258151467339255e-05,0.01376464878178316,0.01575552201481556,-2.7315120791581204e-05,0.013350352868676762,0.017332099334741564,-5.9258151467339255e-05,0.013350352868676762,0.017332099334741564,-5.9258151467339255e-05
18025,Crawford County,1,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.000577812,0.0005379588996155555,0.000577812,0.000577812,1.5882696102526127e-09,0.0001,0.0,0.0,0.0,0.0,0.0005379588996155555,0.000577812,0.0002960583313561596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18047,Franklin County,4,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.002800640166666667,0.0021348214535912295,0.002800640166666667,0.00280064,4.4331433674186033e-07,0.0007,0.003386627217428694,0.0,0.00027025604295071733,0.0,0.0021348214535912295,0.00280064,0.00042731585379956864,0.0,0.0013650226104693474,0.0013650226104693474,0.0,0.0019402142800220795,0.0021066689582909387,-4.405860978486289e-07,0.0016526184452457134,0.001735845784380143,-1.6549458679575346e-07,0.0019402142800220795,0.0021066689582909387,-4.405860978486289e-07,0.0019402142800220795,0.0021066689582909387,-4.405860978486289e-07
18091,LaPorte County,4,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.0037843801666666665,0.0036838288928230235,0.0037843801666666665,0.004887623,2.3197550317265246e-07,0.002,0.0044395328466590115,0.002052545,0.0002465810932250983,0.0,0.0036838288928230235,0.004887623,0.0005013977067633853,0.000906541,0.0020127136125185348,0.0020127136125185348,0.0,0.0027329339738218065,0.0027580717922827173,-3.74806322725066e-08,0.0023728237931701706,0.002385392702400626,-9.529954309863312e-09,0.0027329339738218065,0.0027580717922827173,-3.74806322725066e-08,0.0027329339738218065,0.0027580717922827173,-3.74806322725066e-08
18131,Pulaski County,0,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.0226568865,0.011938792047513908,0.0226568865,0.022656887,0.00011487755941050761,0.0056,0.0005521026019047255,0.0,0.00044455895525934223,0.0,0.011938792047513908,0.022656887,0.000990775318253018,0.000244499,0.003263459602473945,0.003263459602473945,0.0,0.0032620571551558353,0.0059415807682773585,5.349299324501075e-06,0.00326275837881489,0.004602520185375652,4.467732415216977e-06,0.0032620571551558353,0.0059415807682773585,5.349299324501075e-06,0.0032620571551558353,0.0059415807682773585,5.349299324501075e-06
18141,St. Joseph County,4,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.014590089666666667,0.013361533466849105,0.014590089666666667,0.020024657,1.4862693117495498e-05,0.0115,0.010450316199599413,0.016299931,0.000279419175688562,3.58e-05,0.013361533466849105,0.020024657,0.00046441199092792627,2.04e-05,0.007466872907934709,0.007466872907934709,0.0,0.007571865358950246,0.007879004408904638,2.318632687483027e-06,0.007519369133442477,0.007672938658419674,1.1990235835718882e-06,0.007571865358950246,0.007879004408904638,2.318632687483027e-06,0.007571865358950246,0.007879004408904638,2.318632687483027e-06
18143,Scott County,1,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.00012154366666666668,0.0,0.00012154366666666668,0.000121544,1.4772943935888888e-08,0.0,0.0005698275569719516,0.0,0.0,0.0,0.0,0.000121544,8.381773669125356e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18143,Scott County,1,2026-03-14 01:00:00,osi_target_t01h,74,2026-03-14 02:00:00,6.077183333333334e-05,0.0,6.077183333333334e-05,6.08e-05,3.696639206638889e-09,0.0,0.0004669248260437274,0.0,0.000105579402724912,0.0,0.0,6.08e-05,8.500917945639041e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18161,Union County,0,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.0016651176666666668,0.0004945393824294529,0.0016651176666666668,0.001665118,1.3702542999132618e-06,0.0004,0.0006666629254034243,0.0,0.0002014651182500347,0.0,0.0004945393824294529,0.001665118,0.00022815694009135071,7.74e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18161,Union County,0,2026-03-14 01:00:00,osi_target_t01h,74,2026-03-14 02:00:00,0.0007744733333333334,0.00023406603856166832,0.0007744733333333334,0.000774473,2.920396839708994e-07,0.0002,0.005585880065842456,0.0,2.2438115648831356e-05,0.0,0.00023406603856166832,0.000774473,0.00017162058063503627,0.0,0.0030314206390296035,0.0030314206390296035,0.0,0.002283559818390987,0.0024186616420839033,-5.812379652409597e-07,0.0026574902287102953,0.0027250411405567534,-3.365745372975709e-07,0.002283559818390987,0.0024186616420839033,-5.812379652409597e-07,0.002283559818390987,0.0024186616420839033,-5.812379652409597e-07
18163,Vanderburgh County,0,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,2.01885e-05,0.0,2.01885e-05,2.02e-05,4.0803986775e-10,0.0,0.0,0.0,0.0,0.0,0.0,2.02e-05,0.00039867279673077666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18163,Vanderburgh County,0,2026-03-14 02:00:00,osi_target_t01h,75,2026-03-14 03:00:00,1.6833333333333332e-06,0.0,1.6833333333333332e-06,1.68e-06,2.822388888888889e-12,0.0,0.0,0.0,0.0,0.0,0.0,1.68e-06,4.7668805209879145e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18167,Vigo County,0,2026-03-14 02:00:00,osi_target_t01h,75,2026-03-14 03:00:00,9.357e-05,8.521217532065793e-05,9.357e-05,0.000121641,5.390782265182416e-10,0.0,0.0004889686503543792,0.0,0.0,0.0,8.521217532065793e-05,0.000121641,1.3529920219693277e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18173,Warrick County,1,2026-03-14 02:00:00,osi_target_t01h,75,2026-03-14 03:00:00,8.986333333333334e-05,0.0,8.986333333333334e-05,8.99e-05,8.082008655555556e-09,0.0,0.0,0.0,0.0,0.0,0.0,8.99e-05,0.00012557899863918523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39027,Clinton County,4,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.017219838166666664,0.007726731465168098,0.017219838166666664,0.017509551,9.561962452529066e-05,0.0046,0.002364921876960046,0.000597534,0.00031561291722312547,0.0,0.007726731465168098,0.017509551,0.0004988729849456403,0.000181071,0.002216546589917384,0.002216546589917384,0.0,0.002938228839609573,0.005311505514984214,2.2552432916523937e-06,0.0025773877147634784,0.003764026052450799,3.3921080154087095e-06,0.002938228839609573,0.005311505514984214,2.2552432916523937e-06,0.002938228839609573,0.005311505514984214,2.2552432916523937e-06
39027,Clinton County,4,2026-03-14 01:00:00,osi_target_t01h,74,2026-03-14 02:00:00,0.011144910999999999,0.006550588286343469,0.011144910999999999,0.011534213,2.4684959239364134e-05,0.0031,0.002212319759179944,0.000597534,0.00031391813849394943,0.0,0.006550588286343469,0.011534213,0.0006492175226237069,0.000181071,0.00206832340268254,0.00206832340268254,0.0,0.0025675245714683564,0.003716105249882489,-9.605559694280727e-08,0.0023179239870754482,0.0028922143262825146,5.684680037897343e-07,0.0025675245714683564,0.003716105249882489,-9.605559694280727e-08,0.0025675245714683564,0.003716105249882489,-9.605559694280727e-08
