cv_seed,horizon,target_day,fipsCode,excluded_fold,variant,pool_n,nearest_distance,nearest_percentile,fifth_distance
42,1,3,18009,0,context,191,0.7473067997134829,93.717277486911,0.8391761893594735
42,1,3,18069,0,context,191,0.2368012268934964,3.664921465968586,0.43010576972685355
42,1,3,18071,0,context,191,0.3274920404394511,20.94240837696335,0.5420878690582125
42,1,3,18091,0,context,191,0.46259485464975736,53.403141361256544,0.5971060172276043
42,1,3,18095,0,context,191,0.38597236643774696,35.07853403141361,0.505089946853293
42,1,3,18103,0,context,191,0.4971868711861421,62.82722513089005,0.6777628458204448
42,1,3,18125,0,context,191,0.405761668005719,42.40837696335078,0.47600460274684914
42,1,3,18135,0,context,191,0.43968878798595057,47.64397905759162,0.5094832313235013
42,1,3,18137,0,context,191,0.31317794414674616,16.75392670157068,0.43066430657936583
42,1,3,18147,0,context,191,0.30687838785855165,16.75392670157068,0.35631834472524726
42,1,3,18159,0,context,191,0.3198679321630219,18.848167539267017,0.5784070322665978
42,1,3,18161,0,context,191,0.37244733802408725,32.460732984293195,0.6349391251911193
42,1,3,18171,0,context,191,0.5656914226915504,72.25130890052355,0.8531528257793913
42,1,3,18179,0,context,191,0.4671007616453285,54.973821989528794,0.5202985673135114
42,1,3,39027,0,context,191,0.5253810599862488,68.58638743455498,0.638470814336154
42,1,3,39037,0,context,191,0.3755172575332248,32.98429319371728,0.6207435722859882
42,1,3,39055,0,context,191,0.7304131791556883,93.19371727748691,0.8324554062479167
42,1,3,39059,0,context,191,0.5401951875050767,71.20418848167539,0.7044338973603392
42,1,3,39063,0,context,191,0.34843780861518764,24.60732984293194,0.637340805294858
42,1,3,39069,0,context,191,0.5437880596366722,71.72774869109948,0.5997840104395166
42,1,3,39099,0,context,191,0.5355789172501921,69.10994764397905,0.7460105505993562
42,1,3,39101,0,context,191,0.7997396545498208,94.76439790575915,0.9302858973696079
42,1,3,39123,0,context,191,0.3849199759994732,35.07853403141361,0.6295932026289578
42,1,3,39127,0,context,191,0.6642950946718771,85.86387434554975,0.8436525782622193
42,1,3,39133,0,context,191,0.5702962710581092,72.25130890052355,0.6975026369751112
42,1,3,39135,0,context,191,0.425246307047665,45.0261780104712,0.5287776353522848
42,1,3,39137,0,context,191,0.5096629882436615,66.49214659685863,0.679400506937864
42,1,3,39153,0,context,191,0.41385515163694714,43.97905759162304,0.6863953868355144
42,1,3,42007,0,context,191,0.4790058691314876,59.16230366492147,0.7567259969822279
