cv_seed,horizon,fipsCode,target_day,n,truth_mean,truth_max,truth_peak_hour,truth_net_change,T_mean,T_max,T_peak_hour,T_net_change,S_mean,S_max,S_peak_hour,S_net_change,P_true_mean,P_true_max,P_true_peak_hour,P_true_net_change,P_pred_mean,P_pred_max,P_pred_peak_hour,P_pred_net_change,N_true_mean,N_true_max,N_true_peak_hour,N_true_net_change,N_pred_mean,N_pred_max,N_pred_peak_hour,N_pred_net_change,D_true_mean,D_true_max,D_true_peak_hour,D_true_net_change,D_pred_mean,D_pred_max,D_pred_peak_hour,D_pred_net_change,R_true_mean,R_true_max,R_true_peak_hour,R_true_net_change,R_pred_mean,R_pred_max,R_pred_peak_hour,R_pred_net_change,P_true_hours_gt05,P_pred_hours_gt05,gust_max,customers_min,customers_max
42,1,18013,3,23,0.0003652173913043478,0.0079,73,-0.0079,0.0038330486120203276,0.011842294375910903,73,-0.011842294375910903,,,,,2.0350695652173913e-05,0.000187266,82,0.0,0.004068752445962778,0.009082959904632253,80,-0.008971383355805163,8.139130434782608e-06,6.24e-05,81,0.0,0.0009579672821419368,0.0030613233296439236,74,-0.002150359875207418,0.0014179256521739132,0.031660581,73,-0.031660581,0.00896775284339212,0.03164497683333333,73,-0.027659666827799412,1.2208695652173912e-05,6.24e-05,73,-6.24e-05,0.0028892825535226977,0.004340685527529021,73,-0.0036492924738349693,0,0,19.4,10680,10681
42,1,18013,4,24,0.0486625,0.1379,109,0.0523,0.005867293925459317,0.015962938821508108,109,0.004603197144594632,,,,,0.07171395579166667,0.242625714,109,0.071542279,0.00887959088760841,0.026891825013364335,109,0.006661278307772973,0.014692647041666666,0.080875238,108,0.006991916,0.0026429471145335694,0.008987197430560668,108,0.0024566867095032517,0.06412897583333334,0.187736055,113,0.087274089,0.0072463595200114445,0.01735922342059432,114,0.004716549961203064,0.011951025291666667,0.041732996,115,0.005680931,0.002467832300571654,0.006072012915854106,111,0.001002920171414614,13,0,46.6,10679,10680
42,1,18013,5,24,0.028670833333333336,0.0774,124,-0.0528,0.010198710858031914,0.015067414984979316,143,0.00632615399976068,,,,,0.040369855875,0.12257702,124,-0.073227866,0.0157177546259774,0.02255059081658472,142,0.00702309238525969,0.0034931974999999997,0.018384992,123,-0.006991916,0.0015384033488635505,0.003065572276903421,120,-0.002110220828877769,0.04765900941666667,0.09634173,125,-0.083575621,0.01445547873039496,0.02521881897158514,143,0.016960498806284398,0.006148658166666667,0.02431529,127,0.001529119,0.002407018470600289,0.00328144944486387,123,-0.00015369634192926402,9,0,33.8,10679,10681
42,1,18013,6,24,0.0025,0.0133,149,-0.0008,0.007780371835055712,0.013652580776487224,144,-0.01070360364061193,,,,,0.003276853541666666,0.021908061,150,0.000280932,0.011725537939746206,0.02131785516980404,144,-0.014580361661894858,0.0012795294583333335,0.007302687,149,-0.001872484,0.0005289473026447502,0.001104889151303069,155,-0.00048173042396965125,0.003533671416666667,0.011827856,150,-0.001653991,0.012390706807092767,0.02081786086130355,144,-0.019720689415617002,0.0013497467916666667,0.007302687,150,-0.0019349,0.0019265159854162464,0.002994326568695868,144,-0.002273190264396418,0,0,25.3,10680,10681
42,1,18013,7,24,4.5833333333333334e-05,0.0002,168,-0.0002,0.00045246181665517554,0.0027383195861661303,168,-0.0027383195861661303,,,,,5.8513750000000005e-05,0.000374532,168,-0.000374532,0.0015926220211890686,0.006124139382736795,168,-0.005347435958449551,1.17e-05,6.24e-05,177,0.0,0.0002382057089590354,0.0005643976981530647,180,0.00019941360574431848,9.7525625e-05,0.000374532,168,-0.000374532,0.000270316525366535,0.0011087931231781227,168,-0.0009276583349132298,2.73055e-05,0.000124844,168,-0.000124844,0.0002792512921692842,0.000515848747831558,185,-0.0003464052941562958,0,0,22.1,10680,10680
42,1,18013,8,24,8.333333333333334e-06,0.0001,202,0.0,0.0,0.0,192,0.0,,,,,1.5604e-05,0.000187248,202,0.0,0.00044899970697884797,0.0016201378285150433,206,-0.0004159331371771433,7.8e-06,6.24e-05,201,0.0,0.00016106478736855915,0.00043953612450640424,204,-3.934936731820769e-05,1.56e-05,6.24e-05,203,0.0,0.0001415175140411273,0.000619166117149454,207,2.5978491389622505e-05,7.8e-06,6.24e-05,203,0.0,0.00024534703274658353,0.0004737141691593558,205,-1.7457825781028971e-06,0,0,11.8,10680,10681
42,1,39115,3,23,0.02441304347826087,0.0452,75,-0.028700000000000003,0.026379955196022705,0.04588882485028469,75,-0.03859445982170222,,,,,0.03567240582608695,0.070957287,75,-0.044912605,0.0373526501727361,0.06562290141408425,73,-0.05863992390047237,0.0005569653043478261,0.00408998,74,-0.00011572399999999999,0.0005175081294091394,0.0012643832403774215,78,-0.0006830313740255854,0.040889729826086955,0.06345256,76,-0.044816143999999995,0.04670137611560134,0.08535535257180324,76,-0.06244907267914082,0.002719384782608696,0.009954856,81,-0.005054566999999999,0.004175767472652671,0.009242314155269347,75,-0.007128388891808842,8,8,28.5,8639,8639
42,1,39115,4,24,0.009595833333333333,0.0111,113,-0.0005999999999999998,0.007114946274009642,0.009124228693316807,113,-0.00035047848335388165,,,,,0.014673303333333332,0.017367141,112,-0.0006913619999999992,0.009769065815570776,0.011569097748955535,115,-0.0026721548368077233,0.00015116108333333334,0.001080622,111,-7.72e-05,0.0012687460084679113,0.003686413231142638,113,0.0008514148369945898,0.014756562958333332,0.016151441,116,-0.001192691000000001,0.011665580256285802,0.017748299302016813,116,0.002187207254360196,0.00017366887499999998,0.000810467,116,0.0,0.0015313621925388875,0.004062431842081619,116,0.001264135551689462,0,0,40.5,8637,8639
42,1,39115,5,24,0.006733333333333334,0.0091,120,-0.000700000000000001,0.005651837171737149,0.008541262095426484,143,0.001458280827780955,,,,,0.010135656750000001,0.013777932,128,-0.000810466000000001,0.007585889224882879,0.014462745021429189,143,0.005367759394215948,0.00042935512499999996,0.00285593,137,0.0,0.0015519286320179223,0.003095918465970528,129,0.0009305219132019705,0.010268322375000001,0.014434024,120,-0.0015823390000000003,0.009075930222610181,0.01352608405152506,120,-0.004620938837920949,0.0004631240416666667,0.00370499,129,0.0,0.0019467609507482098,0.0037766272410222185,129,-0.0014072910995412235,0,0,34.1,8637,8637
42,1,39115,6,24,0.003241666666666667,0.0084,144,-0.0084,0.004401890550664083,0.007674212262546915,144,-0.007674212262546915,,,,,0.004539600375,0.012851685,144,-0.012851685,0.006258046331915297,0.012489198001491272,144,-0.011579407978502508,2.8948625e-05,0.000231589,158,0.0,0.00044872051547116385,0.0012921476627876047,153,-0.0007587490230485514,0.005878317458333333,0.012851685,144,-0.012697293,0.0073955131823741855,0.011184720474074473,146,-0.009122193464380165,0.0005644399583333333,0.003396241,150,0.0,0.0008251197656460657,0.0018507591248929293,160,-0.0009757701011730425,0,0,33.0,8636,8637
42,1,39115,7,24,0.030245833333333333,0.3277,179,0.0,0.0,0.0,168,0.0,,,,,0.03670680425,0.612899491,179,0.0,0.00042554776149096644,0.0007189398340090173,178,-0.0003897290643446532,0.02553747875,0.20429983,178,0.0,9.493482226282696e-05,0.0006685055993646947,179,-1.147360728764002e-05,0.03670680495833333,0.14675003,182,0.0,0.0004359170812127528,0.0012842179826406633,168,-0.0010499334855200073,0.025537044791666668,0.204141983,181,0.0,0.00010820600623357147,0.00020062475731823275,179,-1.469955154491582e-05,3,0,16.8,8636,8637
42,1,39115,8,24,2.0833333333333333e-05,0.0002,203,0.0,0.0,0.0,192,0.0,,,,,2.4121041666666667e-05,0.000463124,203,0.0,0.00045173019244600316,0.0010489577624149676,203,0.00021353519113898435,2.4121875000000005e-05,0.000154375,202,0.0,8.324292103455914e-05,0.00023238026744827156,202,4.68371805061061e-05,2.4125e-05,9.65e-05,203,0.0,0.00023151144393625985,0.000372531015262833,206,5.927511068159677e-05,2.4121875e-05,0.000154375,203,0.0,8.574970362341311e-05,0.00018881039291964555,203,2.440865769561081e-06,0,0,17.5,8637,8638
42,1,39117,3,23,0.29458260869565217,0.5087,73,-0.36460000000000004,0.29308484442041804,0.48650874922825244,73,-0.3169375248127375,,,,,0.4307427500434784,0.7618563,73,-0.5556686350000001,0.5004956755214865,0.7400591441680429,74,-0.44428661941282377,0.0033097636956521737,0.012755275,80,-0.000203541,0.001523445972658574,0.002017966749916198,75,-0.0003966559809483962,0.49583255900000006,0.825123821,73,-0.5755478660000001,0.37371396112378935,0.7941858800540147,73,-0.5580380947157654,0.02832768439130435,0.065167243,78,-0.016486872,0.010751221595544487,0.016398033408516817,80,-0.004254762246652972,23,23,35.0,9826,9826
42,1,39117,4,24,0.09268749999999999,0.1347,113,-0.0889,0.10599822626643855,0.14247321856733244,96,-0.09262687851807842,,,,,0.13475727666666668,0.222674537,113,-0.133116222,0.17130975645433802,0.23041439524381105,96,-0.1631845005608995,0.006046882416666667,0.044948775,112,0.000101771,0.001182867099347457,0.0029157977578333203,110,-7.160790102973423e-05,0.15151341683333333,0.227780039,96,-0.145973268,0.14938567052065735,0.20100466029916472,96,-0.10927531058552749,0.012085283916666667,0.052920822,115,-0.008345207,0.002860974302326163,0.005154957747247821,114,9.187881976373225e-05,24,24,47.9,9826,9826
