split_seed,outer_fold,kind,target,inner_fold,best_iteration,refit_rounds,actual_trees,training_rows,training_counties,validation_rows,weight_mean,row_weight_ess,model_id
42,2,direct,P_direct_l2_t01h,4,145,139,139,20449,143,6864,1.0,20449.0,f54295534d7c45fbafbe2127c896cddb45a2e7d4373afc4f39e0c5fcd4516ea7
42,2,a,P_anchor_a_t01h,0,171,103,103,15730,110,5577,0.015900277550404,760.218408421251,c5ab0c1809da318319b7f3f29ab9e9c3761d1b2974a1e51083e7fc46ce66d29b
42,2,a,P_anchor_a_t01h,1,60,103,103,15587,109,5720,0.01719661854779065,839.7699597351784,c5ab0c1809da318319b7f3f29ab9e9c3761d1b2974a1e51083e7fc46ce66d29b
42,2,a,P_anchor_a_t01h,3,145,103,103,16159,113,5148,0.015848595037235368,842.7204897053582,c5ab0c1809da318319b7f3f29ab9e9c3761d1b2974a1e51083e7fc46ce66d29b
42,2,a,P_anchor_a_t01h,4,36,103,103,16445,115,4862,0.011349418542867133,1645.5655098931245,c5ab0c1809da318319b7f3f29ab9e9c3761d1b2974a1e51083e7fc46ce66d29b
42,2,b,P_excess_b_t01h,0,29,132,132,20449,143,6864,0.9217062437520591,19920.98648945369,bb93744fefbe214d9554da141b3197a96cd9394964b562cacf79c78785fb992d
42,2,b,P_excess_b_t01h,1,216,132,132,20592,144,6721,0.9198796240257583,20019.899374409983,bb93744fefbe214d9554da141b3197a96cd9394964b562cacf79c78785fb992d
42,2,b,P_excess_b_t01h,3,52,132,132,20449,143,6864,0.9174713248895636,19892.87152234544,bb93744fefbe214d9554da141b3197a96cd9394964b562cacf79c78785fb992d
42,2,b,P_excess_b_t01h,4,233,132,132,20449,143,6864,0.9213824752617462,19972.45083298586,bb93744fefbe214d9554da141b3197a96cd9394964b562cacf79c78785fb992d
42,3,direct,P_direct_l2_t01h,0,130,273,273,20449,143,6864,1.0,20449.0,04c731f7863d3c0022a1996fb53d6804a7b46360202cd2d2ed665df2b9e330bd
42,3,direct,P_direct_l2_t01h,1,45,273,273,20592,144,6721,1.0,20592.0,04c731f7863d3c0022a1996fb53d6804a7b46360202cd2d2ed665df2b9e330bd
42,3,direct,P_direct_l2_t01h,2,600,273,273,20449,143,6864,1.0,20449.0,04c731f7863d3c0022a1996fb53d6804a7b46360202cd2d2ed665df2b9e330bd
42,3,direct,P_direct_l2_t01h,4,320,273,273,20449,143,6864,1.0,20449.0,04c731f7863d3c0022a1996fb53d6804a7b46360202cd2d2ed665df2b9e330bd
42,3,a,P_anchor_a_t01h,0,161,96,96,15873,111,5577,0.015428857447791924,778.5049647893017,1b3bbd3f6ee679195324d5bc90c158d58144ceceaaa7d832d61f0ae99b1bf610
42,3,a,P_anchor_a_t01h,1,56,96,96,15730,110,5720,0.016709127889724035,860.1812718355434,1b3bbd3f6ee679195324d5bc90c158d58144ceceaaa7d832d61f0ae99b1bf610
42,3,a,P_anchor_a_t01h,2,142,96,96,16159,113,5291,0.015848595037235368,842.7204897053582,1b3bbd3f6ee679195324d5bc90c158d58144ceceaaa7d832d61f0ae99b1bf610
42,3,a,P_anchor_a_t01h,4,28,96,96,16588,116,4862,0.010937549815432624,2067.1821921702644,1b3bbd3f6ee679195324d5bc90c158d58144ceceaaa7d832d61f0ae99b1bf610
42,3,b,P_excess_b_t01h,0,60,369,369,20449,143,6864,0.9204651599909434,19922.83189464363,3d7d43fb55fd38277f8de8cd3305258d33f2f49dd241b47c5a0e92cf8a98840a
42,3,b,P_excess_b_t01h,1,483,369,369,20592,144,6721,0.9186471589018724,20021.742738366444,3d7d43fb55fd38277f8de8cd3305258d33f2f49dd241b47c5a0e92cf8a98840a
42,3,b,P_excess_b_t01h,2,708,369,369,20449,143,6864,0.9174713248895636,19892.87152234544,3d7d43fb55fd38277f8de8cd3305258d33f2f49dd241b47c5a0e92cf8a98840a
42,3,b,P_excess_b_t01h,4,225,369,369,20449,143,6864,0.9201413915006307,19974.465411472796,3d7d43fb55fd38277f8de8cd3305258d33f2f49dd241b47c5a0e92cf8a98840a
42,4,direct,P_direct_l2_t01h,0,302,245,245,20449,143,6864,1.0,20449.0,80c709576230cb8af1e01fe860042c95a9b97d0c3525d55250e645674ad3f330
42,4,direct,P_direct_l2_t01h,1,47,245,245,20592,144,6721,1.0,20592.0,80c709576230cb8af1e01fe860042c95a9b97d0c3525d55250e645674ad3f330
42,4,direct,P_direct_l2_t01h,2,280,245,245,20449,143,6864,1.0,20449.0,80c709576230cb8af1e01fe860042c95a9b97d0c3525d55250e645674ad3f330
42,4,direct,P_direct_l2_t01h,3,351,245,245,20449,143,6864,1.0,20449.0,80c709576230cb8af1e01fe860042c95a9b97d0c3525d55250e645674ad3f330
42,4,a,P_anchor_a_t01h,0,245,116,116,16159,113,5577,0.010857478494929452,1510.0733136440367,12a231ee5242158409cbf6c6da03f065473a8673857faad0680d12e47ed06639
42,4,a,P_anchor_a_t01h,1,77,116,116,16016,112,5720,0.012074071081176505,1580.9525651858198,12a231ee5242158409cbf6c6da03f065473a8673857faad0680d12e47ed06639
42,4,a,P_anchor_a_t01h,2,98,116,116,16445,115,5291,0.011349418542867133,1645.5655098931245,12a231ee5242158409cbf6c6da03f065473a8673857faad0680d12e47ed06639
42,4,a,P_anchor_a_t01h,3,45,116,116,16588,116,5148,0.010937549815432624,2067.1821921702644,12a231ee5242158409cbf6c6da03f065473a8673857faad0680d12e47ed06639
42,4,b,P_excess_b_t01h,0,119,272,272,20449,143,6864,0.9243763103631262,20002.429142041503,80c4c172b7b12033626efc20e10d3408de5dcd9676b6869da7ed0439e04a107f
42,4,b,P_excess_b_t01h,1,151,272,272,20592,144,6721,0.9225311485075818,20101.340374147465,80c4c172b7b12033626efc20e10d3408de5dcd9676b6869da7ed0439e04a107f
42,4,b,P_excess_b_t01h,2,295,272,272,20449,143,6864,0.9213824752617462,19972.45083298586,80c4c172b7b12033626efc20e10d3408de5dcd9676b6869da7ed0439e04a107f
42,4,b,P_excess_b_t01h,3,523,272,272,20449,143,6864,0.9201413915006307,19974.465411472796,80c4c172b7b12033626efc20e10d3408de5dcd9676b6869da7ed0439e04a107f
20260917,0,direct,P_direct_l2_t01h,1,28,185,185,20449,143,6864,1.0,20449.0,88e5a5886bc6ea88933129b9847bd378ef314186b33bd5898083e01609fe0aa3
20260917,0,direct,P_direct_l2_t01h,2,116,185,185,20449,143,6864,1.0,20449.0,88e5a5886bc6ea88933129b9847bd378ef314186b33bd5898083e01609fe0aa3
20260917,0,direct,P_direct_l2_t01h,3,367,185,185,20592,144,6721,1.0,20592.0,88e5a5886bc6ea88933129b9847bd378ef314186b33bd5898083e01609fe0aa3
20260917,0,direct,P_direct_l2_t01h,4,232,185,185,20449,143,6864,1.0,20449.0,88e5a5886bc6ea88933129b9847bd378ef314186b33bd5898083e01609fe0aa3
20260917,0,a,P_anchor_a_t01h,1,90,87,87,16159,113,4719,0.015646328325231478,823.5781568731726,f128f30e5ef85815a16393ccf48d45978f3bea879d1941ffe1b7053c06729672
20260917,0,a,P_anchor_a_t01h,2,137,87,87,15587,109,5291,0.015460089637099864,755.3094857040898,f128f30e5ef85815a16393ccf48d45978f3bea879d1941ffe1b7053c06729672
20260917,0,a,P_anchor_a_t01h,3,82,87,87,15444,108,5434,0.016503729196769658,817.9863403251512,f128f30e5ef85815a16393ccf48d45978f3bea879d1941ffe1b7053c06729672
20260917,0,a,P_anchor_a_t01h,4,39,87,87,15444,108,5434,0.011556630039969002,2014.0010073096857,f128f30e5ef85815a16393ccf48d45978f3bea879d1941ffe1b7053c06729672
20260917,0,b,P_excess_b_t01h,1,28,419,419,20449,143,6864,0.9192585725367214,19899.53347364966,78fefc59ee3785b37a70131032f326a84184be5edf9cf4df535ec72032bef79a
20260917,0,b,P_excess_b_t01h,2,67,419,419,20449,143,6864,0.9231126717513558,19930.384341799843,78fefc59ee3785b37a70131032f326a84184be5edf9cf4df535ec72032bef79a
20260917,0,b,P_excess_b_t01h,3,1166,419,419,20592,144,6721,0.9214091547586883,20039.428023376207,78fefc59ee3785b37a70131032f326a84184be5edf9cf4df535ec72032bef79a
20260917,0,b,P_excess_b_t01h,4,418,419,419,20449,143,6864,0.9216167057224941,19980.928863728113,78fefc59ee3785b37a70131032f326a84184be5edf9cf4df535ec72032bef79a
20260917,1,direct,P_direct_l2_t01h,0,84,203,203,20449,143,6864,1.0,20449.0,e0cef8750158c9bfb56b4c09cde3ea55d7fe6667ce807b6002560396f6cbacdc
20260917,1,direct,P_direct_l2_t01h,2,115,203,203,20449,143,6864,1.0,20449.0,e0cef8750158c9bfb56b4c09cde3ea55d7fe6667ce807b6002560396f6cbacdc
20260917,1,direct,P_direct_l2_t01h,3,225,203,203,20592,144,6721,1.0,20592.0,e0cef8750158c9bfb56b4c09cde3ea55d7fe6667ce807b6002560396f6cbacdc
20260917,1,direct,P_direct_l2_t01h,4,388,203,203,20449,143,6864,1.0,20449.0,e0cef8750158c9bfb56b4c09cde3ea55d7fe6667ce807b6002560396f6cbacdc
20260917,1,a,P_anchor_a_t01h,0,96,78,78,16159,113,5720,0.015646328325231478,823.5781568731726,542cf43f418bf5f674ac2267dd294f067e7903ea7cd1989059c1941320da79d4
20260917,1,a,P_anchor_a_t01h,2,92,78,78,16588,116,5291,0.015371448691666581,784.9529486117095,542cf43f418bf5f674ac2267dd294f067e7903ea7cd1989059c1941320da79d4
20260917,1,a,P_anchor_a_t01h,3,95,78,78,16445,115,5434,0.016350791574265746,846.945928879226,542cf43f418bf5f674ac2267dd294f067e7903ea7cd1989059c1941320da79d4
20260917,1,a,P_anchor_a_t01h,4,30,78,78,16445,115,5434,0.011704820192226868,1702.5109349714726,542cf43f418bf5f674ac2267dd294f067e7903ea7cd1989059c1941320da79d4
20260917,1,b,P_excess_b_t01h,0,127,222,222,20449,143,6864,0.9192585725367214,19899.53347364966,8750e3adf34540edeacdfe5c7bff4be039f138f12ebf7abc19aa2a069692ff5b
20260917,1,b,P_excess_b_t01h,2,47,222,222,20449,143,6864,0.9203467470645686,19909.55296337576,8750e3adf34540edeacdfe5c7bff4be039f138f12ebf7abc19aa2a069692ff5b
20260917,1,b,P_excess_b_t01h,3,429,222,222,20592,144,6721,0.918662437882226,20018.62240828062,8750e3adf34540edeacdfe5c7bff4be039f138f12ebf7abc19aa2a069692ff5b
20260917,1,b,P_excess_b_t01h,4,286,222,222,20449,143,6864,0.9188507810357069,19960.424420419815,8750e3adf34540edeacdfe5c7bff4be039f138f12ebf7abc19aa2a069692ff5b
20260917,2,direct,P_direct_l2_t01h,0,210,192,192,20449,143,6864,1.0,20449.0,36303b8781d201c1a0e954f30bb3ee3011e728b5ecd35d81360787cf95aba8aa
20260917,2,direct,P_direct_l2_t01h,1,34,192,192,20449,143,6864,1.0,20449.0,36303b8781d201c1a0e954f30bb3ee3011e728b5ecd35d81360787cf95aba8aa
20260917,2,direct,P_direct_l2_t01h,3,159,192,192,20592,144,6721,1.0,20592.0,36303b8781d201c1a0e954f30bb3ee3011e728b5ecd35d81360787cf95aba8aa
20260917,2,direct,P_direct_l2_t01h,4,367,192,192,20449,143,6864,1.0,20449.0,36303b8781d201c1a0e954f30bb3ee3011e728b5ecd35d81360787cf95aba8aa
20260917,2,a,P_anchor_a_t01h,0,78,112,112,15587,109,5720,0.015460089637099864,755.3094857040898,482d8c89687a48dea40c50b0b4b54ef33de4c8c0f3822eccb212fc2d8b159f78
20260917,2,a,P_anchor_a_t01h,1,202,112,112,16588,116,4719,0.015371448691666581,784.9529486117095,482d8c89687a48dea40c50b0b4b54ef33de4c8c0f3822eccb212fc2d8b159f78
20260917,2,a,P_anchor_a_t01h,3,124,112,112,15873,111,5434,0.016193294601200805,780.6341459654352,482d8c89687a48dea40c50b0b4b54ef33de4c8c0f3822eccb212fc2d8b159f78
20260917,2,a,P_anchor_a_t01h,4,47,112,112,15873,111,5434,0.011379900827016383,1551.6074440656532,482d8c89687a48dea40c50b0b4b54ef33de4c8c0f3822eccb212fc2d8b159f78
20260917,2,b,P_excess_b_t01h,0,136,375,375,20449,143,6864,0.9231126717513558,19930.384341799843,315cadce40d054dddb38d61adc472b9593c89d710f0dbf468b5cfe8a5140d424
20260917,2,b,P_excess_b_t01h,1,9,375,375,20449,143,6864,0.9203467470645686,19909.55296337576,315cadce40d054dddb38d61adc472b9593c89d710f0dbf468b5cfe8a5140d424
20260917,2,b,P_excess_b_t01h,3,1006,375,375,20592,144,6721,0.922489772518981,20049.509335464834,315cadce40d054dddb38d61adc472b9593c89d710f0dbf468b5cfe8a5140d424
20260917,2,b,P_excess_b_t01h,4,350,375,375,20449,143,6864,0.9227048802503415,19990.907124080506,315cadce40d054dddb38d61adc472b9593c89d710f0dbf468b5cfe8a5140d424
20260917,3,direct,P_direct_l2_t01h,0,340,261,261,20592,144,6864,1.0,20592.0,b004b6992079d5a1c08bc9bef2d66ef8eb446b36f7a5ff3b45350ed9abe7deb7
20260917,3,direct,P_direct_l2_t01h,1,52,261,261,20592,144,6864,1.0,20592.0,b004b6992079d5a1c08bc9bef2d66ef8eb446b36f7a5ff3b45350ed9abe7deb7
20260917,3,direct,P_direct_l2_t01h,2,112,261,261,20592,144,6864,1.0,20592.0,b004b6992079d5a1c08bc9bef2d66ef8eb446b36f7a5ff3b45350ed9abe7deb7
20260917,3,direct,P_direct_l2_t01h,4,541,261,261,20592,144,6864,1.0,20592.0,b004b6992079d5a1c08bc9bef2d66ef8eb446b36f7a5ff3b45350ed9abe7deb7
20260917,3,a,P_anchor_a_t01h,0,495,189,189,15444,108,5720,0.016503729196769658,817.9863403251512,4f6ea0afcfd5ebd13e32a288ecd9ebba1b649c35906af333375d8ba1971f2793
20260917,3,a,P_anchor_a_t01h,1,66,189,189,16445,115,4719,0.016350791574265746,846.945928879226,4f6ea0afcfd5ebd13e32a288ecd9ebba1b649c35906af333375d8ba1971f2793
20260917,3,a,P_anchor_a_t01h,2,157,189,189,15873,111,5291,0.016193294601200805,780.6341459654352,4f6ea0afcfd5ebd13e32a288ecd9ebba1b649c35906af333375d8ba1971f2793
20260917,3,a,P_anchor_a_t01h,4,40,189,189,15730,110,5434,0.012367472496418688,1605.8014604136554,4f6ea0afcfd5ebd13e32a288ecd9ebba1b649c35906af333375d8ba1971f2793
20260917,3,b,P_excess_b_t01h,0,161,115,115,20592,144,6864,0.9214091547586883,20039.428023376207,37681991bd3250b8ad6e934e437a8b8d09ca491adec112b5c12a6e1b0bfe45c6
20260917,3,b,P_excess_b_t01h,1,5,115,115,20592,144,6864,0.918662437882226,20018.62240828062,37681991bd3250b8ad6e934e437a8b8d09ca491adec112b5c12a6e1b0bfe45c6
20260917,3,b,P_excess_b_t01h,2,15,115,115,20592,144,6864,0.922489772518981,20049.509335464834,37681991bd3250b8ad6e934e437a8b8d09ca491adec112b5c12a6e1b0bfe45c6
20260917,3,b,P_excess_b_t01h,4,279,115,115,20592,144,6864,0.9210041951430976,20099.996104659564,37681991bd3250b8ad6e934e437a8b8d09ca491adec112b5c12a6e1b0bfe45c6
20260917,4,direct,P_direct_l2_t01h,0,190,111,111,20449,143,6864,1.0,20449.0,f7d39190caaf36d0d2a1c3bc3488530bde6841ce343d61c173b62b065e6fc7fa
20260917,4,direct,P_direct_l2_t01h,1,18,111,111,20449,143,6864,1.0,20449.0,f7d39190caaf36d0d2a1c3bc3488530bde6841ce343d61c173b62b065e6fc7fa
20260917,4,direct,P_direct_l2_t01h,2,116,111,111,20449,143,6864,1.0,20449.0,f7d39190caaf36d0d2a1c3bc3488530bde6841ce343d61c173b62b065e6fc7fa
20260917,4,direct,P_direct_l2_t01h,3,122,111,111,20592,144,6721,1.0,20592.0,f7d39190caaf36d0d2a1c3bc3488530bde6841ce343d61c173b62b065e6fc7fa
20260917,4,a,P_anchor_a_t01h,0,213,130,130,15444,108,5720,0.011556630039969002,2014.0010073096857,f2a004b1189665abccc77b7d1d1f0b201dee2aafe4f3fd40e2cdcbacabc03509
20260917,4,a,P_anchor_a_t01h,1,57,130,130,16445,115,4719,0.011704820192226868,1702.5109349714726,f2a004b1189665abccc77b7d1d1f0b201dee2aafe4f3fd40e2cdcbacabc03509
20260917,4,a,P_anchor_a_t01h,2,205,130,130,15873,111,5291,0.011379900827016383,1551.6074440656532,f2a004b1189665abccc77b7d1d1f0b201dee2aafe4f3fd40e2cdcbacabc03509
20260917,4,a,P_anchor_a_t01h,3,46,130,130,15730,110,5434,0.012367472496418688,1605.8014604136554,f2a004b1189665abccc77b7d1d1f0b201dee2aafe4f3fd40e2cdcbacabc03509
20260917,4,b,P_excess_b_t01h,0,96,85,85,20449,143,6864,0.9216167057224941,19980.928863728113,d938b662decec7eb6609b379e6bc3d40e22254118192e7a366f5f34f5e5f847d
20260917,4,b,P_excess_b_t01h,1,2,85,85,20449,143,6864,0.9188507810357069,19960.424420419815,d938b662decec7eb6609b379e6bc3d40e22254118192e7a366f5f34f5e5f847d
20260917,4,b,P_excess_b_t01h,2,38,85,85,20449,143,6864,0.9227048802503415,19990.907124080506,d938b662decec7eb6609b379e6bc3d40e22254118192e7a366f5f34f5e5f847d
20260917,4,b,P_excess_b_t01h,3,204,85,85,20592,144,6721,0.9210041951430976,20099.996104659564,d938b662decec7eb6609b379e6bc3d40e22254118192e7a366f5f34f5e5f847d
20260918,0,direct,P_direct_l2_t01h,1,133,142,142,20592,144,6721,1.0,20592.0,f50ffcb3d3e55edc01f628f0452dbb13970234e0bab5c412070b2ee5d1627b04
20260918,0,direct,P_direct_l2_t01h,2,147,142,142,20449,143,6864,1.0,20449.0,f50ffcb3d3e55edc01f628f0452dbb13970234e0bab5c412070b2ee5d1627b04
20260918,0,direct,P_direct_l2_t01h,3,204,142,142,20449,143,6864,1.0,20449.0,f50ffcb3d3e55edc01f628f0452dbb13970234e0bab5c412070b2ee5d1627b04
20260918,0,direct,P_direct_l2_t01h,4,85,142,142,20449,143,6864,1.0,20449.0,f50ffcb3d3e55edc01f628f0452dbb13970234e0bab5c412070b2ee5d1627b04
20260918,0,a,P_anchor_a_t01h,1,52,175,175,15587,109,5148,0.012898766168363473,1633.4988299901036,a3f70be22318b3cebd8d521a462625cecbbcaceb51bac4275081cddf3db7e911
20260918,0,a,P_anchor_a_t01h,2,102,175,175,15730,110,5005,0.01606537335234457,822.1652824401574,a3f70be22318b3cebd8d521a462625cecbbcaceb51bac4275081cddf3db7e911
20260918,0,a,P_anchor_a_t01h,3,441,175,175,15587,109,5148,0.01859197286116707,925.9675155517803,a3f70be22318b3cebd8d521a462625cecbbcaceb51bac4275081cddf3db7e911
20260918,0,a,P_anchor_a_t01h,4,106,175,175,15301,107,5434,0.01684826463031558,778.6947154648161,a3f70be22318b3cebd8d521a462625cecbbcaceb51bac4275081cddf3db7e911
20260918,0,b,P_excess_b_t01h,1,26,223,223,20592,144,6721,0.9214933706552195,20082.791402330273,5474cc6a15f5d8b7c4ec67a40e933d1ae169a4651b367651eb0df42d2e87c0bd
20260918,0,b,P_excess_b_t01h,2,670,223,223,20449,143,6864,0.9171621725087965,19905.395485192388,5474cc6a15f5d8b7c4ec67a40e933d1ae169a4651b367651eb0df42d2e87c0bd
20260918,0,b,P_excess_b_t01h,3,170,223,223,20449,143,6864,0.9175341661389315,19830.426018048674,5474cc6a15f5d8b7c4ec67a40e933d1ae169a4651b367651eb0df42d2e87c0bd
20260918,0,b,P_excess_b_t01h,4,28,223,223,20449,143,6864,0.9232117898562502,19905.556940570852,5474cc6a15f5d8b7c4ec67a40e933d1ae169a4651b367651eb0df42d2e87c0bd
20260918,1,direct,P_direct_l2_t01h,0,542,372,372,20592,144,6864,1.0,20592.0,ff2b1c5dddb4206136f973fe80679626922efbb72a1c15faf65ae67a962f9465
20260918,1,direct,P_direct_l2_t01h,2,340,372,372,20592,144,6864,1.0,20592.0,ff2b1c5dddb4206136f973fe80679626922efbb72a1c15faf65ae67a962f9465
20260918,1,direct,P_direct_l2_t01h,3,494,372,372,20592,144,6864,1.0,20592.0,ff2b1c5dddb4206136f973fe80679626922efbb72a1c15faf65ae67a962f9465
20260918,1,direct,P_direct_l2_t01h,4,114,372,372,20592,144,6864,1.0,20592.0,ff2b1c5dddb4206136f973fe80679626922efbb72a1c15faf65ae67a962f9465
20260918,1,a,P_anchor_a_t01h,0,87,139,139,15587,109,5863,0.012898766168363473,1633.4988299901036,f02bb83d6a9988c2116fb1b53b5f2f193c7ed01f35a770ace09e744e2ece2114
20260918,1,a,P_anchor_a_t01h,2,219,139,139,16445,115,5005,0.010062883290226211,2360.673400401161,f02bb83d6a9988c2116fb1b53b5f2f193c7ed01f35a770ace09e744e2ece2114
20260918,1,a,P_anchor_a_t01h,3,85,139,139,16302,114,5148,0.012426013609520373,1666.6935422710965,f02bb83d6a9988c2116fb1b53b5f2f193c7ed01f35a770ace09e744e2ece2114
20260918,1,a,P_anchor_a_t01h,4,166,139,139,16016,112,5434,0.010650043080909631,1509.7043784075847,f02bb83d6a9988c2116fb1b53b5f2f193c7ed01f35a770ace09e744e2ece2114
20260918,1,b,P_excess_b_t01h,0,272,310,310,20592,144,6864,0.9214933706552195,20082.791402330273,7a8a7906d5105b97805d0bb44c80b9bdf216b4946b0bf7424e1f3da2f23cd0a0
20260918,1,b,P_excess_b_t01h,2,568,310,310,20592,144,6864,0.9206337351692779,20152.37670428022,7a8a7906d5105b97805d0bb44c80b9bdf216b4946b0bf7424e1f3da2f23cd0a0
20260918,1,b,P_excess_b_t01h,3,389,310,310,20592,144,6864,0.9210031455103148,20077.140530156852,7a8a7906d5105b97805d0bb44c80b9bdf216b4946b0bf7424e1f3da2f23cd0a0
20260918,1,b,P_excess_b_t01h,4,12,310,310,20592,144,6864,0.926641341285152,20152.1164388428,7a8a7906d5105b97805d0bb44c80b9bdf216b4946b0bf7424e1f3da2f23cd0a0
20260918,2,direct,P_direct_l2_t01h,0,480,312,312,20449,143,6864,1.0,20449.0,f77d932c6273fef8f401c972218d171b698392f3b941615b66a1d838dfd8374a
20260918,2,direct,P_direct_l2_t01h,1,155,312,312,20592,144,6721,1.0,20592.0,f77d932c6273fef8f401c972218d171b698392f3b941615b66a1d838dfd8374a
20260918,2,direct,P_direct_l2_t01h,3,478,312,312,20449,143,6864,1.0,20449.0,f77d932c6273fef8f401c972218d171b698392f3b941615b66a1d838dfd8374a
20260918,2,direct,P_direct_l2_t01h,4,137,312,312,20449,143,6864,1.0,20449.0,f77d932c6273fef8f401c972218d171b698392f3b941615b66a1d838dfd8374a
20260918,2,a,P_anchor_a_t01h,0,93,73,73,15730,110,5863,0.01606537335234457,822.1652824401574,1370beea2a4178a7b4c9d6c701864d263f5ea4fc52673e9da4041e25fcfbc4cc
