case,domain,fipsCode,value95,value96,jump,baseline_jump,additional_jump
G0,P1_source,18009,0.007955892288676995,0.00772426263218074,-0.00023162965649625462,-0.00023162965649625462,0.0
G0,P1_source,18013,1.1120165204490862e-05,0.001673332436689307,0.0016622122714848161,0.0016622122714848161,0.0
G0,P1_source,18023,0.0,4.8550837533696037e-05,4.8550837533696037e-05,4.8550837533696037e-05,0.0
G0,P1_source,18025,0.0,0.0010088726745390414,0.0010088726745390414,0.0010088726745390414,0.0
G0,P1_source,18027,6.719770847545369e-05,0.00023037639672577858,0.00016317868825032488,0.00016317868825032488,0.0
G0,P1_source,18029,7.102956271035031e-05,8.132531280604722e-05,1.0295750095696909e-05,1.0295750095696909e-05,0.0
G0,P1_source,18033,0.000306970273227395,0.0007560036955554378,0.00044903342232804276,0.00044903342232804276,0.0
G0,P1_source,18035,0.0030652341843812425,0.002668346197055506,-0.00039688798732573664,-0.00039688798732573664,0.0
G0,P1_source,18037,0.0,0.0,0.0,0.0,0.0
G0,P1_source,18039,0.001834275403138454,0.00189947964251176,6.520423937330603e-05,6.520423937330603e-05,0.0
G0,P1_source,18041,0.00047310766003227066,0.00047754436940472317,4.436709372452512e-06,4.436709372452512e-06,0.0
G0,P1_source,18043,0.0,0.0,0.0,0.0,0.0
G0,P1_source,18045,0.0004781511519387836,0.0,-0.0004781511519387836,-0.0004781511519387836,0.0
G0,P1_source,18047,0.0,0.0,0.0,0.0,0.0
G0,P1_source,18051,0.0,0.0006435474934839802,0.0006435474934839802,0.0006435474934839802,0.0
G0,P1_source,18059,3.9066426350945944e-05,3.8821558421445606e-05,-2.448679295003373e-07,-2.448679295003373e-07,0.0
G0,P1_source,18061,0.0003220048806823681,0.0,-0.0003220048806823681,-0.0003220048806823681,0.0
G0,P1_source,18065,0.0,8.821051390109221e-05,8.821051390109221e-05,8.821051390109221e-05,0.0
G0,P1_source,18067,6.177054944349966e-05,8.385101803675611e-05,2.2080468593256447e-05,2.2080468593256447e-05,0.0
G0,P1_source,18069,0.0005193732069481308,0.0005306733858023729,1.1300178854242076e-05,1.1300178854242076e-05,0.0
G0,P1_source,18071,0.0003446317330576317,0.0003098595505294256,-3.477218252820612e-05,-3.477218252820612e-05,0.0
G0,P1_source,18073,0.0004282313111985473,0.0007395937724562014,0.0003113624612576541,0.0003113624612576541,0.0
G0,P1_source,18077,0.0,0.0,0.0,0.0,0.0
G0,P1_source,18083,0.00021159767290382028,0.00025470500930102895,4.3107336397208665e-05,4.3107336397208665e-05,0.0
G0,P1_source,18085,0.0020430922455898773,0.0021182857916020657,7.519354601218846e-05,7.519354601218846e-05,0.0
G0,P1_source,18087,0.009811890621997285,0.00921014410831746,-0.0006017465136798263,-0.0006017465136798263,0.0
G0,P1_source,18089,0.00261223970046593,0.0025672768121634214,-4.496288830250876e-05,-4.496288830250876e-05,0.0
G0,P1_source,18091,0.0009137683269657135,0.00042142210590211284,-0.0004923462210636006,-0.0004923462210636006,0.0
G0,P1_source,18093,6.328049594313163e-05,8.815936282904604e-05,2.4878866885914413e-05,2.4878866885914413e-05,0.0
G0,P1_source,18095,0.00028118989993074515,0.00029626191398580184,1.5072014055056687e-05,1.5072014055056687e-05,0.0
G0,P1_source,18097,0.00010850810589662668,0.00010170168884802331,-6.806417048603377e-06,-6.806417048603377e-06,0.0
G0,P1_source,18099,0.0007073110931384697,0.000809919999975299,0.00010260890683682939,0.00010260890683682939,0.0
G0,P1_source,18101,0.0010652086242471503,0.0028183372004224605,0.0017531285761753102,0.0017531285761753102,0.0
G0,P1_source,18103,0.00025060240149120286,0.00024360301779207126,-6.999383699131596e-06,-6.999383699131596e-06,0.0
G0,P1_source,18105,0.0,0.0,0.0,0.0,0.0
G0,P1_source,18107,3.008219186251693e-05,0.00027596418412792587,0.00024588199226540893,0.00024588199226540893,0.0
G0,P1_source,18109,1.5794183946618908e-05,6.183730320486327e-07,-1.5175810914570274e-05,-1.5175810914570274e-05,0.0
G0,P1_source,18111,0.002207402860415914,0.001969016776198277,-0.00023838608421763692,-0.00023838608421763692,0.0
G0,P1_source,18113,0.0002905327118418595,0.0008873675346504203,0.0005968348228085607,0.0005968348228085607,0.0
G0,P1_source,18117,6.6062419582553e-05,4.778491291494622e-05,-1.8277506667606784e-05,-1.8277506667606784e-05,0.0
G0,P1_source,18121,0.003530258197678354,0.0033167726804690717,-0.00021348551720928215,-0.00021348551720928215,0.0
G0,P1_source,18123,0.0,0.0,0.0,0.0,0.0
G0,P1_source,18125,0.0,0.0,0.0,0.0,0.0
G0,P1_source,18127,0.0036864989144189766,0.003384627657490224,-0.0003018712569287526,-0.0003018712569287526,0.0
G0,P1_source,18129,0.000590678166371203,0.00024243023699277154,-0.0003482479293784315,-0.0003482479293784315,0.0
G0,P1_source,18131,0.00040887610111717845,0.00032596551277507376,-8.29105883421047e-05,-8.29105883421047e-05,0.0
G0,P1_source,18133,0.0,0.0,0.0,0.0,0.0
G0,P1_source,18135,0.005192302851889227,0.005051039450210078,-0.00014126340167914912,-0.00014126340167914912,0.0
G0,P1_source,18137,9.291400100370202e-05,0.0,-9.291400100370202e-05,-9.291400100370202e-05,0.0
G0,P1_source,18139,6.2966817794967e-05,1.0390874163498263e-05,-5.2575943631468744e-05,-5.2575943631468744e-05,0.0
G0,P1_source,18141,0.003580139371220002,0.0040055798400498,0.0004254404688297979,0.0004254404688297979,0.0
G0,P1_source,18143,0.0,0.0,0.0,0.0,0.0
G0,P1_source,18145,9.883667745422752e-05,8.886331650907374e-05,-9.973360945153778e-06,-9.973360945153778e-06,0.0
G0,P1_source,18147,0.00031189253611272504,0.000619576716035117,0.00030768417992239194,0.00030768417992239194,0.0
G0,P1_source,18149,0.0005008830980508392,0.0005970229143662709,9.613981631543167e-05,9.613981631543167e-05,0.0
G0,P1_source,18151,0.0018458482692942275,0.002998063166656001,0.0011522148973617736,0.0011522148973617736,0.0
G0,P1_source,18153,0.0,0.001082534456750972,0.001082534456750972,0.001082534456750972,0.0
G0,P1_source,18155,0.0,0.0,0.0,0.0,0.0
G0,P1_source,18157,2.496511915785953e-05,0.0006726014455817991,0.0006476363264239396,0.0006476363264239396,0.0
G0,P1_source,18159,2.817739046509924e-05,2.55684763106772e-05,-2.608914154422041e-06,-2.608914154422041e-06,0.0
G0,P1_source,18161,9.244488243766165e-06,9.643571606987257e-06,3.990833632210917e-07,3.990833632210917e-07,0.0
G0,P1_source,18163,0.0012953832792841169,0.0005552370874410841,-0.0007401461918430328,-0.0007401461918430328,0.0
G0,P1_source,18165,0.0006427328034122342,0.0005442427760945309,-9.849002731770334e-05,-9.849002731770334e-05,0.0
G0,P1_source,18167,2.3985410330717187e-05,0.00018217541746421318,0.000158190007133496,0.000158190007133496,0.0
G0,P1_source,18169,7.710626060568305e-05,9.835320370110741e-05,2.1246943095424366e-05,2.1246943095424366e-05,0.0
G0,P1_source,18171,0.0004994440064921936,0.0,-0.0004994440064921936,-0.0004994440064921936,0.0
G0,P1_source,18173,0.001022597633837084,3.03896738971828e-05,-0.0009922079599399012,-0.0009922079599399012,0.0
G0,P1_source,18175,4.580252152205833e-05,0.0,-4.580252152205833e-05,-4.580252152205833e-05,0.0
G0,P1_source,18177,4.862593802053247e-05,6.296759806030839e-06,-4.232917821450163e-05,-4.232917821450163e-05,0.0
G0,P1_source,18179,0.0014997085638976998,0.0014955167358038576,-4.191828093842156e-06,-4.191828093842156e-06,0.0
G0,P1_source,18181,0.0005936864760021186,0.003879147473216708,0.003285460997214589,0.003285460997214589,0.0
G0,P1_source,18183,2.028830305194585e-05,2.12495225929907e-05,9.61219541044852e-07,9.61219541044852e-07,0.0
G0,P1_source,39017,5.823278373974982e-06,5.618253652795774e-06,-2.050247211792084e-07,-2.050247211792084e-07,0.0
G0,P1_source,39023,0.016770633021786774,0.01654647388090413,-0.0002241591408826439,-0.0002241591408826439,0.0
G0,P1_source,39025,4.906043543950323e-07,4.180397605871893e-07,-7.256459380784295e-08,-7.256459380784295e-08,0.0
G0,P1_source,39027,7.673789876057275e-05,0.00014050072102752377,6.376282226695101e-05,6.376282226695101e-05,0.0
G0,P1_source,39029,0.03681041985372492,0.03227802304806127,-0.004532396805663648,-0.004532396805663648,0.0
G0,P1_source,39031,0.12254399270898868,0.1189220427359887,-0.0036219499729999716,-0.0036219499729999716,0.0
G0,P1_source,39033,0.015244441144774346,0.015506579006598523,0.0002621378618241771,0.0002621378618241771,0.0
G0,P1_source,39035,0.020612944887477197,0.02148591810146926,0.0008729732139920628,0.0008729732139920628,0.0
G0,P1_source,39037,0.0014535624163995744,0.0012602773522742933,-0.0001932850641252811,-0.0001932850641252811,0.0
G0,P1_source,39039,0.00437164135535557,0.004179892250320573,-0.0001917491050349978,-0.0001917491050349978,0.0
G0,P1_source,39045,0.008494403700671838,0.008794652539522302,0.00030024883885046427,0.00030024883885046427,0.0
G0,P1_source,39049,0.016941690062495424,0.017138836728650866,0.00019714666615544205,0.00019714666615544205,0.0
G0,P1_source,39051,0.008688909503638863,0.00874119196549927,5.228246186040654e-05,5.228246186040654e-05,0.0
G0,P1_source,39053,1.2295085962122413e-05,3.2940563246584904e-05,2.064547728446249e-05,2.064547728446249e-05,0.0
G0,P1_source,39055,0.04974192974794932,0.05551246872179842,0.005770538973849104,0.005770538973849104,0.0
G0,P1_source,39059,0.15764475111599932,0.15672081498326965,-0.0009239361327296747,-0.0009239361327296747,0.0
G0,P1_source,39061,0.00010814285839090104,0.000616368600756078,0.0005082257423651769,0.0005082257423651769,0.0
G0,P1_source,39063,0.0022869480521059086,0.002382456431545758,9.550837943984956e-05,9.550837943984956e-05,0.0
G0,P1_source,39065,0.002736819842704241,0.002553979518351978,-0.00018284032435226302,-0.00018284032435226302,0.0
G0,P1_source,39069,0.005709961589145198,0.004587602503045434,-0.0011223590860997643,-0.0011223590860997643,0.0
G0,P1_source,39073,0.007002982305606399,0.005897728755219401,-0.0011052535503869977,-0.0011052535503869977,0.0
G0,P1_source,39075,0.13083744084126842,0.1255081294398734,-0.005329311401395004,-0.005329311401395004,0.0
G0,P1_source,39077,0.01613458226386878,0.016676827099331597,0.0005422448354628177,0.0005422448354628177,0.0
G0,P1_source,39081,0.06753791441580582,0.06889650714500647,0.00135859272920065,0.00135859272920065,0.0
G0,P1_source,39085,0.008641068203163835,0.007599936581981325,-0.0010411316211825098,-0.0010411316211825098,0.0
G0,P1_source,39087,2.6592258047216877e-05,2.9885411772241046e-05,3.293153725024169e-06,3.293153725024169e-06,0.0
G0,P1_source,39089,0.1015365426853955,0.09900435321616881,-0.0025321894692266894,-0.0025321894692266894,0.0
G0,P1_source,39091,0.026867053002262963,0.02732652402208857,0.0004594710198256059,0.0004594710198256059,0.0
G0,P1_source,39093,0.009731412364738606,0.00809340163167,-0.0016380107330686063,-0.0016380107330686063,0.0
G0,P1_source,39095,0.005387182573203821,0.00497029737462757,-0.00041688519857625145,-0.00041688519857625145,0.0
G0,P1_source,39097,0.011271959473387048,0.011269038710599241,-2.9207627878068826e-06,-2.9207627878068826e-06,0.0
G0,P1_source,39099,0.0016091034533544336,0.001823423575542541,0.00021432012218810734,0.00021432012218810734,0.0
G0,P1_source,39101,0.02305308319722879,0.02288354127729972,-0.00016954191992906917,-0.00016954191992906917,0.0
G0,P1_source,39103,0.013934651238339594,0.014262077778835931,0.0003274265404963374,0.0003274265404963374,0.0
G0,P1_source,39105,1.8475369738216503e-05,2.152162089743916e-05,3.0462511592226557e-06,3.0462511592226557e-06,0.0
G0,P1_source,39107,0.021771573459065788,0.020405447043194063,-0.0013661264158717247,-0.0013661264158717247,0.0
G0,P1_source,39109,0.004567474594643506,0.00442004304524041,-0.00014743154940309589,-0.00014743154940309589,0.0
G0,P1_source,39111,0.016970187095120257,0.01569584409358301,-0.0012743430015372467,-0.0012743430015372467,0.0
G0,P1_source,39113,0.0012231317137269472,0.0014211007985994546,0.00019796908487250734,0.00019796908487250734,0.0
G0,P1_source,39115,0.00852727695413017,0.008462412188162098,-6.48647659680715e-05,-6.48647659680715e-05,0.0
G0,P1_source,39117,0.27395509455857797,0.2602337726835352,-0.013721321875042769,-0.013721321875042769,0.0
G0,P1_source,39119,0.1187753533276293,0.11765137222361158,-0.0011239811040177211,-0.0011239811040177211,0.0
G0,P1_source,39121,0.015587124230645491,0.016229022084993706,0.0006418978543482144,0.0006418978543482144,0.0
G0,P1_source,39123,0.0027688460183186536,0.0026034605387810486,-0.00016538547953760504,-0.00016538547953760504,0.0
G0,P1_source,39125,0.012267944787105045,0.012329053305875805,6.110851877075968e-05,6.110851877075968e-05,0.0
G0,P1_source,39127,0.06771111040601803,0.06487555459324518,-0.0028355558127728525,-0.0028355558127728525,0.0
G0,P1_source,39129,0.0005193759765556177,0.0005281683577178824,8.792381162264708e-06,8.792381162264708e-06,0.0
G0,P1_source,39131,0.00047076437255122536,0.0004525569304912801,-1.8207442059945246e-05,-1.8207442059945246e-05,0.0
G0,P1_source,39133,0.01564024469941087,0.019561066721600087,0.003920822022189217,0.003920822022189217,0.0
G0,P1_source,39135,0.0010723792834437698,0.0012377339805917217,0.00016535469714795193,0.00016535469714795193,0.0
G0,P1_source,39137,0.00882221157682312,0.007501272796651412,-0.0013209387801717083,-0.0013209387801717083,0.0
G0,P1_source,39139,0.050826845249455674,0.04917841315788023,-0.001648432091575447,-0.001648432091575447,0.0
G0,P1_source,39141,0.0004851204180740432,0.00045030047172956084,-3.481994634448233e-05,-3.481994634448233e-05,0.0
G0,P1_source,39143,0.003984448869335347,0.00508444790667154,0.001099999037336193,0.001099999037336193,0.0
G0,P1_source,39145,2.4926235432059066e-05,1.4905964688662122e-05,-1.0020270743396944e-05,-1.0020270743396944e-05,0.0
G0,P1_source,39147,0.005439604637530281,0.004977803206299769,-0.00046180143123051177,-0.00046180143123051177,0.0
G0,P1_source,39149,0.02481612440154397,0.023573632067087853,-0.0012424923344561169,-0.0012424923344561169,0.0
G0,P1_source,39151,0.018655868045799585,0.018462234287805836,-0.0001936337579937497,-0.0001936337579937497,0.0
G0,P1_source,39153,0.012337990863754002,0.013777878985745376,0.0014398881219913739,0.0014398881219913739,0.0
G0,P1_source,39155,0.0059825109522117165,0.005424073528665887,-0.0005584374235458297,-0.0005584374235458297,0.0
G0,P1_source,39157,0.09238875156417649,0.09176675616958313,-0.0006219953945933582,-0.0006219953945933582,0.0
G0,P1_source,39159,0.009454386520833784,0.009304420235843939,-0.0001499662849898456,-0.0001499662849898456,0.0
G0,P1_source,39161,0.012508886002973106,0.010914675430933952,-0.0015942105720391543,-0.0015942105720391543,0.0
G0,P1_source,39163,0.0003650118277299312,0.00044840712539256434,8.339529766263315e-05,8.339529766263315e-05,0.0
G0,P1_source,39165,0.00012366109007636556,0.00010586421970090003,-1.7796870375465538e-05,-1.7796870375465538e-05,0.0
G0,P1_source,39167,0.0011051476774666114,0.0010538417903706995,-5.130588709591189e-05,-5.130588709591189e-05,0.0
G0,P1_source,39169,0.02710854091057099,0.02645146976139314,-0.0006570711491778493,-0.0006570711491778493,0.0
G0,P1_source,39171,0.011055264834304353,0.011055025186648762,-2.3964765559145174e-07,-2.3964765559145174e-07,0.0
G0,P1_source,39173,0.01235048128252412,0.013047123105582712,0.0006966418230585913,0.0006966418230585913,0.0
G0,P1_source,39175,0.004385358864385978,0.004164954907131705,-0.00022040395725427334,-0.00022040395725427334,0.0
G0,P1_source,42005,0.03652774311987785,0.035001625369651235,-0.0015261177502266174,-0.0015261177502266174,0.0
G0,P1_source,42007,0.033852302286117915,0.031167987223322303,-0.002684315062795612,-0.002684315062795612,0.0
G0,P1_source,42009,0.015647428052091874,0.015229709348072926,-0.00041771870401894826,-0.00041771870401894826,0.0
G0,P1_source,42013,0.0033730077565888856,0.003042489714175295,-0.00033051804241359057,-0.00033051804241359057,0.0
G0,P1_source,42015,0.0006603970174749309,0.0008178306284369294,0.00015743361096199856,0.00015743361096199856,0.0
G0,P1_source,42019,0.038668652075963046,0.03943975723548441,0.0007711051595213625,0.0007711051595213625,0.0
G0,P1_source,42021,0.022556649660966994,0.021340382520991633,-0.0012162671399753612,-0.0012162671399753612,0.0
G0,P1_source,42023,0.0074496933752690245,0.007525068224377075,7.537484910805081e-05,7.537484910805081e-05,0.0
G0,P1_source,42025,0.0004680724599899649,0.0005325594802854344,6.448702029546952e-05,6.448702029546952e-05,0.0
