kind,split_seed,horizon,space,fipsCode,low_activity,true_peak,pred_peak,true_peak_hour,pred_peak_hour,peak_hour_difference,prediction_at_true_peak,amplitude_ratio,true_peak_ties,prediction_peak_ties,lag,common_start,common_end,correlation,n,rmse,mae,sse,bias
peak,20260917,1,model_raw,18009,False,0.004549404,0.005493636581948931,111.0,110.0,-1.0,0.0028563340417791,0.6278479646518753,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18013,False,0.080875238,0.012531936728623946,108.0,109.0,1.0,0.01069657254270835,0.13226016772535928,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18023,True,0.000935148,0.003498182225071512,108.0,117.0,,0.00021312690914722558,,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18025,False,0.096087999,0.025406582085609943,108.0,108.0,0.0,0.025406582085609943,0.264409524082294,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18027,False,0.005195599,0.007104709650075054,118.0,108.0,-10.0,0.0021011562669308458,0.4044107843832531,2.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18029,False,0.008549904,0.0036931172822583258,110.0,112.0,2.0,0.0031137704665964603,0.36418776942951175,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18033,False,0.013360917,0.003779235682334066,121.0,110.0,-11.0,0.0015464838925172092,0.11574683777447381,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18035,False,0.009164726,0.001951402795343954,110.0,110.0,0.0,0.001951402795343954,0.21292538318591891,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18037,False,0.008871778,0.011161408824437362,201.0,108.0,-93.0,3.955850939039876e-06,0.00044589156074913914,2.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18039,False,0.003080741,0.0023099501884735903,116.0,121.0,5.0,0.00034175717636458883,0.11093343334106594,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18041,False,0.014678638,0.005481138064444433,108.0,110.0,2.0,0.003275012894183386,0.22311422178157034,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18043,False,0.007448231,0.005888835815497653,113.0,109.0,-4.0,0.0017388420553218372,0.233457052462771,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18045,False,0.004766827,0.01413110937781233,111.0,108.0,-3.0,0.007144146061789559,1.498721489533721,2.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18047,False,0.028861266,0.00892747248054636,113.0,108.0,-5.0,0.0014498660715566017,0.0502357059304537,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18051,False,0.010716329,0.008574864331894312,108.0,108.0,0.0,0.008574864331894312,0.8001680735907148,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18059,False,0.008774032,0.00356356362707149,109.0,119.0,10.0,0.0019785845653383753,0.22550459872250014,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18061,False,0.023479709,0.01555986650612426,108.0,108.0,0.0,0.01555986650612426,0.6626941801588877,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18065,False,0.010122079,0.002734994000966307,121.0,109.0,-12.0,0.0015409280015084908,0.15223433856903218,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18067,False,0.008659168,0.002845883388346666,121.0,119.0,-2.0,0.0013452091195906852,0.1553508512123434,3.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18069,False,0.003667992,0.0021432960830369023,107.0,120.0,13.0,0.0004305766482782342,0.11738756471612648,2.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18071,False,0.005904338,0.019232340717005494,109.0,108.0,-1.0,0.014177041507612573,2.4011229552936455,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18073,True,0.000415747,0.007887777989112906,112.0,118.0,,0.001635471785800447,,3.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18077,False,0.018941434,0.008368297794508732,110.0,109.0,-1.0,0.008287981594732074,0.43755829652243194,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18083,False,0.004733888,0.007890166161356934,108.0,109.0,1.0,0.00762782528109075,1.611323563441034,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18085,False,0.002058642,0.0037736037425887925,209.0,120.0,-89.0,7.70316331096976e-05,0.0374186639103339,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18087,False,0.002255894,0.004300715719664629,112.0,119.0,7.0,0.0021009858084111094,0.9313317950272084,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18089,True,0.000888146,0.004962949748095807,118.0,112.0,,0.0022149488319672538,,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18091,False,0.003557745,0.0023438344179095728,135.0,112.0,-23.0,0.00019114659144453902,0.05372689482931998,1.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18093,False,0.040320706,0.014650875631593223,118.0,108.0,-10.0,0.006818979522748092,0.16911855468870243,2.0,1.0,,,,,,,,,
peak,20260917,1,model_raw,18095,False,0.008630422,0.0033228528000192104,110.0,120.0,10.0,0.003106904186558912,0.35999446916488115,1.0,1.0,,,,,,,,,
