split_seed,horizon,fipsCode,countyName,stateAbbr,fold,target_hour,origin_hour,N_true,N_raw,N_clipped,N_aligned,P_true,R_true,OSI_true,OSI_pred,P_pred,R_pred,gust_target,last_N,last_P,nbr8_mean_last_N_t,nbr8_max_last_N_t,nbr8_mean_gust_at_t1h,nbr8_max_gust_at_t1h,neighbor_weather_target_hour
20260917,1,18013,Brown County,IN,0,73,72,0.0,0.003131222701884897,0.003131222701884897,0.003131222701884897,0.0,6.24e-05,0.0079,0.010701541567391963,0.004792796260393723,0.0022274909075857257,8.9,0.0,0.000187248,0.0,0.0,9.2125,17.0,73
20260917,1,18013,Brown County,IN,0,74,73,0.0,0.003129541279206684,0.003129541279206684,0.003129541279206684,0.0,3.12e-05,0.0001,0.004083760839420825,0.007588297809881003,0.0010931381558724974,9.7,0.0,0.000187248,0.0,0.0,8.937499999999998,11.4,74
20260917,1,18013,Brown County,IN,0,75,74,0.0,0.003237300501884335,0.003237300501884335,0.003237300501884335,0.0,0.0,0.0,0.004288952714127794,0.008488865433611777,0.00274757676643101,6.7,0.0,0.000187248,0.0,0.0,7.175,9.7,75
20260917,1,18013,Brown County,IN,0,76,75,0.0,0.0016264175225245093,0.0016264175225245093,0.0016264175225245093,0.0,0.0,0.0,0.005727230770846646,0.00943142292171659,0.0005145985757424019,7.2,0.0,0.000187248,0.0,0.0,7.9125000000000005,10.9,76
20260917,1,18013,Brown County,IN,0,77,76,0.0,0.0016420420895229648,0.0016420420895229648,0.0016420420895229648,0.0,0.0,0.0,0.007132481362422499,0.008364369972912468,0.0009442374740544814,5.3,0.0,0.000187248,0.0,0.0,7.987500000000001,12.5,77
20260917,1,18013,Brown County,IN,0,78,77,0.0,0.0016713083037731519,0.0016713083037731519,0.001485481362916172,0.0,0.0,0.0,0.016373637983885143,0.021680751094058467,0.0018880890456653126,10.3,0.0,0.000187248,0.0,0.0,9.225000000000001,13.4,78
20260917,1,18013,Brown County,IN,0,79,78,3.12e-05,0.001962213748078467,0.001962213748078467,0.0016035632271576257,0.0,0.0,0.0,0.017421585421832947,0.023295657544879743,0.0014296876266578335,12.8,0.0,0.000187248,0.0,0.0,10.15,12.3,79
20260917,1,18013,Brown County,IN,0,80,79,3.12e-05,0.0003266951430246622,0.0003266951430246622,0.000733483001051926,9.36e-05,0.0,0.0001,0.014594691732589742,0.01732377924347401,0.00161881080049692,11.1,0.0,0.000187248,0.0,0.0,11.6625,14.5,80
20260917,1,18013,Brown County,IN,0,81,80,6.24e-05,0.0003481147943526415,0.0003481147943526415,0.0004970505907526035,9.36e-05,0.0,0.0001,0.014789623685512263,0.017874008775335036,0.0022390557085401634,8.6,0.0,0.000187248,0.0,0.0,9.299999999999999,10.6,81
20260917,1,18013,Brown County,IN,0,82,81,3.12e-05,0.000277912959154141,0.000277912959154141,0.0005061950098195039,0.000187266,3.12e-05,0.0001,0.011561015490139468,0.013646379181693681,0.002825243757327453,8.8,0.0,0.000187248,0.0,0.0,9.3875,10.7,82
20260917,1,18013,Brown County,IN,0,83,82,3.12e-05,-9.598741582337332e-05,0.0,0.0001953210755830405,9.36e-05,6.24e-05,0.0001,0.00928692674112113,0.009286826788019873,0.001900835511630873,9.0,0.0,0.000187248,0.0,0.0,9.1375,9.9,83
20260917,1,18013,Brown County,IN,0,84,83,0.0,0.00012595102709658036,0.00012595102709658036,0.00025700093575690617,0.0,6.24e-05,0.0,0.007603335240567945,0.008653769269566305,0.002155545434307202,10.5,0.0,0.000187248,0.0,0.0,10.2375,10.8,84
20260917,1,18013,Brown County,IN,0,85,84,0.0,-3.1718955892610885e-05,0.0,8.069038184385957e-05,0.0,3.12e-05,0.0,0.005322446155737253,0.005944940857790946,0.0028578590739960254,9.2,0.0,0.000187248,0.0,0.0,9.375,10.5,85
20260917,1,18013,Brown County,IN,0,86,85,0.0,-3.864364178120838e-05,0.0,4.736972173442426e-05,0.0,0.0,0.0,0.0041291281167935056,0.00396238323191732,0.0025744024931424418,7.4,0.0,0.000187248,0.0,0.0,8.762500000000001,10.3,86
20260917,1,18013,Brown County,IN,0,87,86,0.0,-3.748637323775756e-05,0.0,0.0,0.0,0.0,0.0,0.005502933035975709,0.004151248435148594,0.0025180771389258626,12.4,0.0,0.000187248,0.0,0.0,13.200000000000001,15.9,87
20260917,1,18013,Brown County,IN,0,88,87,0.0,-4.45078139325183e-05,0.0,0.0,0.0,0.0,0.0,0.005147577855406534,0.004487519298017212,0.00208169122879801,13.0,0.0,0.000187248,0.0,0.0,13.712499999999999,18.5,88
20260917,1,18013,Brown County,IN,0,89,88,0.0,-3.8541688194339836e-05,0.0,8.375633381737682e-05,0.0,0.0,0.0,0.004081491018935361,0.004194295590006547,0.0019703667680302473,12.8,0.0,0.000187248,0.0,0.0,14.299999999999999,17.5,89
20260917,1,18013,Brown County,IN,0,90,89,0.0,-5.340472102542726e-05,0.0,0.0,0.0,0.0,0.0,0.0034686910922858507,0.003744097070529262,0.0017607211229923076,13.9,0.0,0.000187248,0.0,0.0,15.312499999999998,18.1,90
20260917,1,18013,Brown County,IN,0,91,90,0.0,-6.296227086116111e-05,0.0,0.0,0.0,0.0,0.0,0.003208781698560765,0.003903334798206543,0.0017827812829229253,10.7,0.0,0.000187248,0.0,0.0,13.525,18.2,91
20260917,1,18013,Brown County,IN,0,92,91,0.0,-6.216495863627143e-05,0.0,7.953956261387186e-05,0.0,0.0,0.0,0.0030545007602903965,0.0029455317593666294,0.001529957904041699,10.4,0.0,0.000187248,0.0,0.0,14.074999999999998,18.8,92
20260917,1,18013,Brown County,IN,0,93,92,0.0,-6.524926978947719e-05,0.0,0.0,0.0,0.0,0.0,0.0031313514824379317,0.0034391218778864444,0.0009607207408050222,18.4,0.0,0.000187248,0.0,0.0,17.025000000000002,21.8,93
20260917,1,18013,Brown County,IN,0,94,93,0.0,-6.895448184818817e-05,0.0,0.0,0.0,0.0,0.0,0.0025852062086660636,0.0027587204380074754,0.0008721012003531416,19.2,0.0,0.000187248,0.0,0.0,17.0625,23.1,94
20260917,1,18013,Brown County,IN,0,95,94,0.0,-8.412021958666655e-05,0.0,0.0,0.0,0.0,0.0,0.0026720794215902154,0.0026650478280627558,0.0010125331408433274,19.4,0.0,0.000187248,0.0,0.0,17.737499999999997,25.9,95
20260917,1,18013,Brown County,IN,0,96,95,0.0,-3.3942587516219493e-05,0.0,1.5437445354466528e-06,0.0,0.0,0.0,0.0021332266135910445,0.0022201704529952616,0.0005087701638979602,18.5,0.0,0.000187248,0.0,0.0,16.9875,22.0,96
