split_seed,fipsCode,fold,horizon,target_hour,donor_fipsCode,donor_fold,rank,distance,query_true_N,donor_true_N,query_pred_N,donor_pred_N,query_true_OSI,donor_true_OSI,query_pred_OSI,donor_pred_OSI,donor_countyName,donor_stateAbbr
20260917,18013,0,1,73,54109,1,1,1.301955691863067,0.0,0.0,0.003131222701884897,0.002983122110092171,0.0079,0.0,0.010701541567391963,0.0010440927385322598,Wyoming County,WV
20260917,18013,0,1,73,54035,2,2,1.5456559996751948,0.0,0.0,0.003131222701884897,0.001403150749184341,0.0079,0.0024,0.010701541567391963,0.0027036560214097473,Jackson County,WV
20260917,18013,0,1,73,54015,4,3,1.628391353205324,0.0,0.0,0.003131222701884897,0.0008538414158021488,0.0079,0.0,0.010701541567391963,0.0039064310021404754,Clay County,WV
20260917,18013,0,1,73,54091,3,4,2.029071766899475,0.0,0.0,0.003131222701884897,0.0018642247779478817,0.0079,0.052,0.010701541567391963,0.046267597817271744,Taylor County,WV
20260917,18013,0,1,73,54047,1,5,2.0337948145912157,0.0,0.0,0.003131222701884897,0.0014043295421397538,0.0079,0.0,0.010701541567391963,0.0,McDowell County,WV
20260917,18013,0,1,74,54109,1,1,1.263872487521756,0.0,0.0,0.003129541279206684,0.0016525050391506006,0.0001,0.0,0.004083760839420825,0.0,Wyoming County,WV
20260917,18013,0,1,74,54035,2,2,1.6700617026204452,0.0,0.0,0.003129541279206684,0.0012780703281995113,0.0001,0.0016,0.004083760839420825,0.004256878534882677,Jackson County,WV
20260917,18013,0,1,74,54091,3,3,1.7756185086202076,0.0,0.0,0.003129541279206684,0.0009959655179353332,0.0001,0.0388,0.004083760839420825,0.04203193912940505,Taylor County,WV
20260917,18013,0,1,74,54015,4,4,1.961768977963272,0.0,0.0,0.003129541279206684,0.0007417335732596812,0.0001,0.0,0.004083760839420825,0.0016554109903869588,Clay County,WV
20260917,18013,0,1,74,54101,4,5,2.142781323251839,0.0,0.0,0.003129541279206684,0.00018806078394691307,0.0001,0.0005,0.004083760839420825,0.00539465779859911,Webster County,WV
20260917,18013,0,1,75,54109,1,1,1.2169917147528553,0.0,0.0,0.003237300501884335,0.0013745852543204386,0.0,0.0,0.004288952714127794,0.0,Wyoming County,WV
20260917,18013,0,1,75,54047,1,2,2.082438423732169,0.0,0.0,0.003237300501884335,0.0,0.0,0.0,0.004288952714127794,0.0,McDowell County,WV
20260917,18013,0,1,75,54015,4,3,2.1144705576262486,0.0,0.0,0.003237300501884335,0.0006638220467564204,0.0,0.0,0.004288952714127794,0.003083898525782162,Clay County,WV
20260917,18013,0,1,75,54043,1,4,2.1632310669342205,0.0,0.0,0.003237300501884335,0.0,0.0,0.0,0.004288952714127794,0.0,Lincoln County,WV
20260917,18013,0,1,75,54035,2,5,2.182912124124369,0.0,0.0,0.003237300501884335,0.0012134058273508708,0.0,0.0015,0.004288952714127794,0.004337183099329539,Jackson County,WV
20260917,18013,0,1,76,54109,1,1,1.279308199120176,0.0,0.0,0.0016264175225245093,0.0003727285302656614,0.0,0.0,0.005727230770846646,0.0,Wyoming County,WV
20260917,18013,0,1,76,54015,4,2,1.4611617443507257,0.0,0.0,0.0016264175225245093,0.00013300707043640555,0.0,0.0,0.005727230770846646,0.001960203581786611,Clay County,WV
20260917,18013,0,1,76,54035,2,3,1.9202010899832944,0.0,0.0,0.0016264175225245093,0.0010483692650252229,0.0,0.0015,0.005727230770846646,0.004832322025611759,Jackson County,WV
20260917,18013,0,1,76,54047,1,4,2.0898637301349474,0.0,0.0,0.0016264175225245093,0.0,0.0,0.0,0.005727230770846646,0.0,McDowell County,WV
20260917,18013,0,1,76,54091,3,5,2.1196616686107097,0.0,0.0,0.0016264175225245093,0.0012069704274435403,0.0,0.0374,0.005727230770846646,0.037827088502358594,Taylor County,WV
20260917,18013,0,1,77,54109,1,1,1.1673397936537881,0.0,0.0,0.0016420420895229648,0.001626678220459191,0.0,0.0,0.007132481362422499,0.0,Wyoming County,WV
20260917,18013,0,1,77,54015,4,2,1.319594748083699,0.0,0.0,0.0016420420895229648,4.631782164290991e-06,0.0,0.0,0.007132481362422499,0.001710203853815978,Clay County,WV
20260917,18013,0,1,77,54035,2,3,1.7558201827709758,0.0,6.15e-05,0.0016420420895229648,0.0,0.0,0.0015,0.007132481362422499,0.003421992479540127,Jackson County,WV
20260917,18013,0,1,77,54047,1,4,2.058417718840341,0.0,0.0,0.0016420420895229648,0.0,0.0,0.0,0.007132481362422499,0.0,McDowell County,WV
20260917,18013,0,1,77,54091,3,5,2.2091288473577793,0.0,0.0,0.0016420420895229648,0.0012477274616295366,0.0,0.0361,0.007132481362422499,0.03818466800558526,Taylor County,WV
20260917,18013,0,1,78,54035,2,1,0.9735254202427172,0.0,6.15e-05,0.001485481362916172,0.0010680488845145816,0.0,0.0016,0.016373637983885143,0.0,Jackson County,WV
20260917,18013,0,1,78,54109,1,2,1.0289143931738007,0.0,0.0,0.001485481362916172,0.0011248825411686169,0.0,0.0,0.016373637983885143,0.0,Wyoming County,WV
